year,name,sex,count,rank_within_sex,per_100k_within_sex
2003,Jeni,F,23,5230,1.3
2003,Jennessa,F,23,5230,1.3
2003,Jonothan,M,14,5263,0.7
2003,Jony,M,14,5263,0.7
2003,Jennavieve,F,22,5411,1.2
2003,Jenaro,M,13,5553,0.7
2003,Jonan,M,13,5553,0.7
2003,Jonathyn,M,13,5553,0.7
2003,Jonnie,M,13,5553,0.7
2003,Jonus,M,13,5553,0.7
2003,Jennelle,F,21,5579,1.2
2003,Jennalee,F,20,5789,1.1
2003,Jensyn,F,20,5789,1.1
2003,Jonnie,F,20,5789,1.1
2003,Jontavius,M,12,5872,0.6
2003,Jenell,F,19,6047,1.0
2003,Jennafer,F,19,6047,1.0
2003,Jona,M,11,6253,0.6
2003,Joncarlo,M,11,6253,0.6
2003,Joniel,M,11,6253,0.6
2003,Jonthan,M,11,6253,0.6
2003,Jenai,F,18,6293,1.0
2003,Jeniah,F,18,6293,1.0
2003,Jenine,F,18,6293,1.0
2003,Jennalyn,F,18,6293,1.0
2003,Jonasia,F,18,6293,1.0
2003,Jonelle,F,18,6293,1.0
2003,Jenah,F,17,6571,0.9
2003,Jenee,F,17,6571,0.9
2003,Jentry,M,10,6709,0.5
2003,Jonavan,M,10,6709,0.5
2003,Jonavon,M,10,6709,0.5
2003,Jenasis,F,16,6877,0.9
2003,Jennika,F,16,6877,0.9
2003,Jentry,F,16,6877,0.9
2003,Jona,F,15,7201,0.8
2003,Jonah,F,15,7201,0.8
2003,Jonessa,F,15,7201,0.8
2003,Jonni,F,15,7201,0.8
2003,Jenner,M,9,7241,0.5
2003,Jenan,F,14,7577,0.8
2003,Jenia,F,14,7577,0.8
2003,Jennalynn,F,14,7577,0.8
2003,Jenniffer,F,14,7577,0.8
2003,Jonell,M,8,7826,0.4
2003,Jonluke,M,8,7826,0.4
2003,Jontavion,M,8,7826,0.4
2003,Jontay,M,8,7826,0.4
2003,Jontez,M,8,7826,0.4
2003,Jeneen,F,13,7991,0.7
2003,Jenice,F,13,7991,0.7
2003,Jenavie,F,12,8500,0.7
2003,Jeneva,F,12,8500,0.7
2003,Jenissa,F,12,8500,0.7
2003,Jennefer,F,12,8500,0.7
2003,Joniah,F,12,8500,0.7
2003,Jonathin,M,7,8630,0.4
2003,Jonis,M,7,8630,0.4
2003,Jonnatan,M,7,8630,0.4
2003,Jontavis,M,7,8630,0.4
2003,Jonthomas,M,7,8630,0.4
2003,Joniya,F,11,9046,0.6
2003,Jenrri,M,6,9574,0.3
2003,Jonanthony,M,6,9574,0.3
2003,Jondavid,M,6,9574,0.3
2003,Jonel,M,6,9574,0.3
2003,Jonn,M,6,9574,0.3
2003,Jontrell,M,6,9574,0.3
2003,Jonisha,F,10,9666,0.5
2003,Jonnae,F,10,9666,0.5
2003,Jenalyn,F,9,10419,0.5
2003,Jenasia,F,9,10419,0.5
2003,Jendayi,F,9,10419,0.5
2003,Jene,F,9,10419,0.5
2003,Jennamarie,F,9,10419,0.5
2003,Jeny,F,9,10419,0.5
2003,Jonai,F,9,10419,0.5
2003,Jonia,F,9,10419,0.5
2003,Jenay,M,5,10889,0.3
2003,Jonathandavid,M,5,10889,0.3
2003,Joncarlos,M,5,10889,0.3
2003,Jenea,F,8,11314,0.4
2003,Jenefer,F,8,11314,0.4
2003,Jenevie,F,8,11314,0.4
2003,Jeniece,F,8,11314,0.4
2003,Jenisa,F,8,11314,0.4
2003,Jennilee,F,8,11314,0.4
2003,Jennipher,F,8,11314,0.4
2003,Jennise,F,8,11314,0.4
2003,Jenya,F,8,11314,0.4
2003,Jenalee,F,7,12402,0.4
2003,Jenette,F,7,12402,0.4
2003,Jenipher,F,7,12402,0.4
2003,Jennae,F,7,12402,0.4
2003,Jennavive,F,7,12402,0.4
2003,Jenne,F,7,12402,0.4
2003,Jennessy,F,7,12402,0.4
2003,Jentri,F,7,12402,0.4
2003,Jenyfer,F,7,12402,0.4
2003,Jonea,F,7,12402,0.4
2003,Jonesha,F,7,12402,0.4
2003,Jonica,F,7,12402,0.4
2003,Jonnay,F,7,12402,0.4
2003,Jenaka,F,6,13835,0.3
2003,Jendaya,F,6,13835,0.3
2003,Jenean,F,6,13835,0.3
2003,Jenel,F,6,13835,0.3
2003,Jenessy,F,6,13835,0.3
2003,Jenie,F,6,13835,0.3
2003,Jenney,F,6,13835,0.3
2003,Jennine,F,6,13835,0.3
2003,Jonay,F,6,13835,0.3
2003,Jonaya,F,6,13835,0.3
2003,Jonie,F,6,13835,0.3
2003,Jonique,F,6,13835,0.3
2003,Jontasia,F,6,13835,0.3
2003,Jenavi,F,5,15773,0.3
2003,Jenayah,F,5,15773,0.3
2003,Jenesys,F,5,15773,0.3
2003,Jenilee,F,5,15773,0.3
2003,Jenisha,F,5,15773,0.3
2003,Jenisse,F,5,15773,0.3
2003,Jennavie,F,5,15773,0.3
2003,Jennelyn,F,5,15773,0.3
2003,Jennette,F,5,15773,0.3
2003,Jennings,F,5,15773,0.3
2003,Jennylee,F,5,15773,0.3
2003,Jensine,F,5,15773,0.3
2003,Jenyah,F,5,15773,0.3
2003,Jonalyn,F,5,15773,0.3
2003,Jonee,F,5,15773,0.3
2003,Joneisha,F,5,15773,0.3
2003,Jonel,F,5,15773,0.3
2003,Jonet,F,5,15773,0.3
2004,Jonathan,M,14357,21,724.0
2004,Jennifer,F,6541,38,356.6
2004,Jenna,F,5174,56,282.1
2004,Jonah,M,2295,177,115.7
2004,Jonathon,M,923,327,46.5
2004,Jon,M,635,409,32.0
2004,Jenny,F,685,446,37.3
2004,Jonas,M,567,456,28.6
2004,Jenifer,F,308,813,16.8
2004,Jena,F,211,1086,11.5
2004,Jonatan,M,142,1113,7.2
2004,Jensen,M,125,1214,6.3
2004,Jennie,F,128,1543,7.0
2004,Jenessa,F,109,1755,5.9
2004,Jonny,M,65,1879,3.3
2004,Jenesis,F,92,1998,5.0
2004,Jennah,F,85,2114,4.6
2004,Jenelle,F,80,2200,4.4
2004,Jonathan,F,76,2283,4.1
2004,Jenson,M,48,2342,2.4
2004,Jeniffer,F,72,2365,3.9
2004,Jennyfer,F,71,2390,3.9
2004,Jenascia,F,70,2420,3.8
2004,Jonathen,M,43,2530,2.2
2004,Jenae,F,60,2708,3.3
2004,Jonte,M,37,2788,1.9
2004,Jensen,F,56,2848,3.1
2004,Jonnathan,M,35,2883,1.8
2004,Jenaya,F,53,2962,2.9
2004,Jennica,F,45,3329,2.5
2004,Jonmichael,M,28,3364,1.4
2004,Jontae,M,28,3364,1.4
2004,Jeniya,F,44,3386,2.4
2004,Jonna,F,44,3386,2.4
2004,Jenna,M,27,3451,1.4
2004,Jones,M,27,3451,1.4
2004,Jenica,F,41,3563,2.2
2004,Jenni,F,41,3563,2.2
2004,Jonpaul,M,25,3628,1.3
2004,Jonae,F,37,3813,2.0
2004,Jennifer,M,23,3856,1.2
2004,Jeniah,F,33,4170,1.8
2004,Joni,F,33,4170,1.8
2004,Jens,M,19,4416,1.0
2004,Jenise,F,30,4489,1.6
2004,Joni,M,17,4785,0.9
2004,Jenavieve,F,27,4810,1.5
2004,Jenay,F,27,4810,1.5
2004,Jeniyah,F,27,4810,1.5
2004,Jonovan,M,16,4999,0.8
2004,Jenevieve,F,24,5204,1.3
2004,Jennessa,F,24,5204,1.3
2004,Jennavieve,F,23,5372,1.3
2004,Joncarlo,M,14,5489,0.7
2004,Jenika,F,22,5550,1.2
2004,Jennika,F,21,5740,1.1
2004,Jonelle,F,21,5740,1.1
2004,Jennings,M,13,5808,0.7
2004,Jontavious,M,13,5808,0.7
2004,Jonnie,F,20,5966,1.1
2004,Jonah,F,19,6209,1.0
2004,Jeni,F,18,6483,1.0
2004,Jensyn,F,18,6483,1.0
2004,Jenner,M,11,6516,0.6
2004,Jonel,M,11,6516,0.6
2004,Joniel,M,11,6516,0.6
2004,Jontez,M,11,6516,0.6
2004,Jonthan,M,11,6516,0.6
2004,Jentry,F,17,6759,0.9
2004,Jenaro,M,10,6970,0.5
2004,Jonothan,M,10,6970,0.5
2004,Jontavius,M,10,6970,0.5
2004,Jenin,F,16,7071,0.9
2004,Jona,F,16,7071,0.9
2004,Joniyah,F,16,7071,0.9
2004,Jenah,F,15,7386,0.8
2004,Jenai,F,15,7386,0.8
2004,Jenasis,F,15,7386,0.8
2004,Jennalee,F,15,7386,0.8
2004,Jonasia,F,15,7386,0.8
2004,Jenry,M,9,7529,0.5
2004,Jentry,M,9,7529,0.5
2004,Jona,M,9,7529,0.5
2004,Jonavin,M,9,7529,0.5
2004,Jonus,M,9,7529,0.5
2004,Jenee,F,14,7823,0.8
2004,Jenell,F,14,7823,0.8
2004,Jeneva,F,14,7823,0.8
2004,Jonavan,M,8,8139,0.4
2004,Joncarlos,M,8,8139,0.4
2004,Jonta,M,8,8139,0.4
2004,Jony,M,8,8139,0.4
2004,Jenice,F,13,8258,0.7
2004,Jennalyn,F,13,8258,0.7
2004,Jennefer,F,13,8258,0.7
2004,Joniya,F,13,8258,0.7
2004,Jenasia,F,12,8714,0.7
2004,Jennelle,F,12,8714,0.7
2004,Jenniffer,F,12,8714,0.7
2004,Jenya,F,12,8714,0.7
2004,Jonisha,F,12,8714,0.7
2004,Jonavon,M,7,8920,0.4
2004,Jonluke,M,7,8920,0.4
2004,Jonnatan,M,7,8920,0.4
2004,Jonnie,M,7,8920,0.4
2004,Jontrell,M,7,8920,0.4
2004,Jenea,F,11,9259,0.6
2004,Jennamarie,F,11,9259,0.6
2004,Jonica,F,11,9259,0.6
2004,Jenevie,F,10,9886,0.5
2004,Jenia,F,10,9886,0.5
2004,Jennafer,F,10,9886,0.5
2004,Jennilee,F,10,9886,0.5
2004,Jennipher,F,10,9886,0.5
2004,Jenyfer,F,10,9886,0.5
2004,Jonai,F,10,9886,0.5
2004,Jonessa,F,10,9886,0.5
2004,Jeno,M,6,9935,0.3
2004,Jonael,M,6,9935,0.3
2004,Jonanthony,M,6,9935,0.3
2004,Jonathin,M,6,9935,0.3
2004,Jonaven,M,6,9935,0.3
2004,Jonmarc,M,6,9935,0.3
2004,Jontay,M,6,9935,0.3
2004,Jenavive,F,9,10681,0.5
2004,Jenissa,F,9,10681,0.5
2004,Jennell,F,9,10681,0.5
2004,Jenri,M,5,11342,0.3
2004,Jonathandavid,M,5,11342,0.3
2004,Jonell,M,5,11342,0.3
2004,Jonh,M,5,11342,0.3
2004,Jonis,M,5,11342,0.3
2004,Jontavion,M,5,11342,0.3
2004,Jontavis,M,5,11342,0.3
2004,Jen,F,8,11617,0.4
2004,Jenavie,F,8,11617,0.4
2004,Jenel,F,8,11617,0.4
2004,Jeniece,F,8,11617,0.4
2004,Jenisis,F,8,11617,0.4
2004,Jennae,F,8,11617,0.4
2004,Jennalynn,F,8,11617,0.4
2004,Jennette,F,8,11617,0.4
2004,Jentri,F,8,11617,0.4
2004,Jeny,F,8,11617,0.4
2004,Jonaya,F,8,11617,0.4
2004,Jonet,F,8,11617,0.4
2004,Jonique,F,8,11617,0.4
2004,Jonnae,F,8,11617,0.4
2004,Jenaiya,F,7,12750,0.4
2004,Jenalee,F,7,12750,0.4
2004,Jenalyn,F,7,12750,0.4
2004,Jenan,F,7,12750,0.4
2004,Jenely,F,7,12750,0.4
2004,Jenesa,F,7,12750,0.4
2004,Jenisa,F,7,12750,0.4
2004,Jensy,F,7,12750,0.4
2004,Jonathon,F,7,12750,0.4
2004,Jonni,F,7,12750,0.4
2004,Jenacia,F,6,14167,0.3
2004,Jendaya,F,6,14167,0.3
2004,Jeneen,F,6,14167,0.3
2004,Jenilee,F,6,14167,0.3
2004,Jenine,F,6,14167,0.3
2004,Jenisse,F,6,14167,0.3
2004,Jennilyn,F,6,14167,0.3
2004,Jontavia,F,6,14167,0.3
2004,Jenene,F,5,16080,0.3
2004,Jenette,F,5,16080,0.3
2004,Jennaca,F,5,16080,0.3
2004,Jennaka,F,5,16080,0.3
2004,Jennasis,F,5,16080,0.3
2004,Jennia,F,5,16080,0.3
2004,Jenniya,F,5,16080,0.3
2004,Jenyce,F,5,16080,0.3
2004,Jonas,F,5,16080,0.3
2004,Joneisha,F,5,16080,0.3
2004,Jonesha,F,5,16080,0.3
2004,Jonia,F,5,16080,0.3
2004,Jonnesha,F,5,16080,0.3
2005,Jonathan,M,14431,19,723.3
2005,Jennifer,F,5833,42,316.0
2005,Jenna,F,4793,62,259.7
2005,Jonah,M,2221,184,111.3
2005,Jonathon,M,920,331,46.1
2005,Jonas,M,753,384,37.7
2005,Jon,M,619,430,31.0
2005,Jenny,F,611,497,33.1
2005,Jenifer,F,298,847,16.1
2005,Jensen,M,150,1098,7.5
2005,Jonatan,M,150,1098,7.5
2005,Jena,F,173,1289,9.4
2005,Jennie,F,120,1653,6.5
2005,Jenessa,F,115,1716,6.2
2005,Jenesis,F,94,2004,5.1
2005,Jennah,F,92,2028,5.0
2005,Jonny,M,59,2080,3.0
2005,Jenson,M,48,2397,2.4
2005,Jenelle,F,73,2404,4.0
2005,Jennyfer,F,69,2501,3.7
2005,Jenae,F,68,2522,3.7
2005,Jeniffer,F,68,2522,3.7
2005,Jones,M,41,2652,2.1
2005,Jensen,F,59,2783,3.2
2005,Jonathen,M,37,2844,1.9
2005,Jenaya,F,51,3079,2.8
2005,Jonnathan,M,33,3090,1.7
2005,Jonpaul,M,32,3167,1.6
2005,Jenica,F,46,3311,2.5
2005,Jens,M,27,3526,1.4
2005,Jennica,F,41,3583,2.2
2005,Jenni,F,40,3645,2.2
2005,Jontae,M,25,3707,1.3
2005,Jonmichael,M,24,3813,1.2
2005,Jenise,F,37,3873,2.0
2005,Jenavieve,F,36,3937,2.0
2005,Jonae,F,36,3937,2.0
2005,Joni,F,36,3937,2.0
2005,Jonte,M,22,4058,1.1
2005,Jeniah,F,34,4115,1.8
2005,Jonna,F,34,4115,1.8
2005,Jonovan,M,19,4458,1.0
2005,Jeniya,F,29,4575,1.6
2005,Jeniyah,F,29,4575,1.6
2005,Jonavan,M,18,4618,0.9
2005,Jontavious,M,18,4618,0.9
2005,Jonathan,F,27,4821,1.5
2005,Joncarlo,M,16,5025,0.8
2005,Jonus,M,16,5025,0.8
2005,Jenay,F,25,5106,1.4
2005,Jennalyn,F,25,5106,1.4
2005,Jennifer,M,15,5271,0.8
2005,Jennessa,F,23,5427,1.2
2005,Jontay,M,14,5575,0.7
2005,Jennalee,F,22,5593,1.2
2005,Jenah,F,21,5796,1.1
2005,Jenaro,M,13,5870,0.7
2005,Jenner,M,13,5870,0.7
2005,Jennings,M,13,5870,0.7
2005,Jennavieve,F,20,5996,1.1
2005,Jennika,F,20,5996,1.1
2005,Jontavius,M,12,6217,0.6
2005,Jonthan,M,12,6217,0.6
2005,Jenell,F,19,6239,1.0
2005,Jenevieve,F,19,6239,1.0
2005,Jenika,F,19,6239,1.0
2005,Jenea,F,18,6523,1.0
2005,Jentry,F,18,6523,1.0
2005,Jonelle,F,18,6523,1.0
2005,Joniya,F,18,6523,1.0
2005,Joncarlos,M,11,6627,0.6
2005,Joni,M,11,6627,0.6
2005,Joniel,M,11,6627,0.6
2005,Jenice,F,17,6815,0.9
2005,Jonah,F,17,6815,0.9
2005,Jonathyn,M,10,7091,0.5
2005,Jonothan,M,10,7091,0.5
2005,Jenan,F,16,7129,0.9
2005,Jenisa,F,16,7129,0.9
2005,Jenai,F,15,7495,0.8
2005,Jeneva,F,15,7495,0.8
2005,Jenasis,F,14,7880,0.8
2005,Jeneen,F,14,7880,0.8
2005,Jeni,F,14,7880,0.8
2005,Jenniffer,F,14,7880,0.8
2005,Jonan,M,8,8290,0.4
2005,Jonanthony,M,8,8290,0.4
2005,Jontrell,M,8,8290,0.4
2005,Jene,F,13,8322,0.7
2005,Jenia,F,13,8322,0.7
2005,Jeny,F,13,8322,0.7
2005,Jonasia,F,13,8322,0.7
2005,Jenavie,F,12,8876,0.7
2005,Jennalynn,F,12,8876,0.7
2005,Jenyfer,F,12,8876,0.7
2005,Jonnae,F,12,8876,0.7
2005,Jonnie,F,12,8876,0.7
2005,Jenrry,M,7,9104,0.4
2005,Jona,M,7,9104,0.4
2005,Jonavon,M,7,9104,0.4
2005,Jonhenry,M,7,9104,0.4
2005,Jonta,M,7,9104,0.4
2005,Jontez,M,7,9104,0.4
2005,Jony,M,7,9104,0.4
2005,Jenee,F,11,9443,0.6
2005,Jenin,F,11,9443,0.6
2005,Jennipher,F,11,9443,0.6
2005,Jensyn,F,11,9443,0.6
2005,Jennae,F,10,10121,0.5
2005,Jennafer,F,10,10121,0.5
2005,Jennelle,F,10,10121,0.5
2005,Jenya,F,10,10121,0.5
2005,Jenna,M,6,10143,0.3
2005,Jeno,M,6,10143,0.3
2005,Jenry,M,6,10143,0.3
2005,Jentry,M,6,10143,0.3
2005,Jonavin,M,6,10143,0.3
2005,Jonel,M,6,10143,0.3
2005,Jonis,M,6,10143,0.3
2005,Jonnie,M,6,10143,0.3
2005,Jonquavious,M,6,10143,0.3
2005,Jenalyn,F,9,10913,0.5
2005,Jenely,F,9,10913,0.5
2005,Jenine,F,9,10913,0.5
2005,Jenissa,F,9,10913,0.5
2005,Jennamarie,F,9,10913,0.5
2005,Jona,F,9,10913,0.5
2005,Jonique,F,9,10913,0.5
2005,Jentzen,M,5,11466,0.3
2005,Jonaton,M,5,11466,0.3
2005,Jonell,M,5,11466,0.3
2005,Jonhatan,M,5,11466,0.3
2005,Jonnah,M,5,11466,0.3
2005,Jonuel,M,5,11466,0.3
2005,Jenalee,F,8,11828,0.4
2005,Jenevie,F,8,11828,0.4
2005,Jeniece,F,8,11828,0.4
2005,Jenilee,F,8,11828,0.4
2005,Jenyah,F,8,11828,0.4
2005,Jonay,F,8,11828,0.4
2005,Jonell,F,8,11828,0.4
2005,Jonesha,F,8,11828,0.4
2005,Joniah,F,8,11828,0.4
2005,Jonni,F,8,11828,0.4
2005,Jenel,F,7,12998,0.4
2005,Jenelly,F,7,12998,0.4
2005,Jennavie,F,7,12998,0.4
2005,Jennefer,F,7,12998,0.4
2005,Jennette,F,7,12998,0.4
2005,Jonaya,F,7,12998,0.4
2005,Joniyah,F,7,12998,0.4
2005,Jen,F,6,14493,0.3
2005,Jenavee,F,6,14493,0.3
2005,Jenavive,F,6,14493,0.3
2005,Jenayah,F,6,14493,0.3
2005,Jenesa,F,6,14493,0.3
2005,Jenevy,F,6,14493,0.3
2005,Jenitza,F,6,14493,0.3
2005,Jenne,F,6,14493,0.3
2005,Jennilyn,F,6,14493,0.3
2005,Jennise,F,6,14493,0.3
2005,Jensine,F,6,14493,0.3
2005,Jentrie,F,6,14493,0.3
2005,Jonea,F,6,14493,0.3
2005,Jonia,F,6,14493,0.3
2005,Jenaia,F,5,16447,0.3
2005,Jenalis,F,5,16447,0.3
2005,Jenascia,F,5,16447,0.3
2005,Jenasia,F,5,16447,0.3
2005,Jenaveve,F,5,16447,0.3
2005,Jenavy,F,5,16447,0.3
2005,Jenessy,F,5,16447,0.3
2005,Jenesys,F,5,16447,0.3
2005,Jenette,F,5,16447,0.3
2005,Jenina,F,5,16447,0.3
2005,Jenis,F,5,16447,0.3
2005,Jennaveve,F,5,16447,0.3
2005,Jennel,F,5,16447,0.3
2005,Jennevie,F,5,16447,0.3
2005,Jenson,F,5,16447,0.3
2005,Jensy,F,5,16447,0.3
2005,Jonai,F,5,16447,0.3
2005,Jonaye,F,5,16447,0.3
2005,Jonica,F,5,16447,0.3
2005,Jonika,F,5,16447,0.3
2005,Jonisha,F,5,16447,0.3
2005,Jontavia,F,5,16447,0.3
2006,Jonathan,M,14367,22,699.9
2006,Jennifer,F,5267,51,277.4
2006,Jenna,F,3938,88,207.4
2006,Jonah,M,2409,170,117.4
2006,Jonas,M,855,354,41.7
2006,Jonathon,M,798,374,38.9
2006,Jon,M,595,454,29.0
2006,Jenny,F,666,475,35.1
2006,Jenifer,F,258,1001,13.6
2006,Jonatan,M,159,1101,7.7
2006,Jensen,M,138,1210,6.7
2006,Jena,F,163,1390,8.6
2006,Jennie,F,111,1832,5.8
2006,Jenesis,F,106,1902,5.6
2006,Jennah,F,105,1916,5.5
2006,Jenelle,F,89,2162,4.7
2006,Jennyfer,F,80,2351,4.2
2006,Jonny,M,52,2372,2.5
2006,Jenessa,F,72,2532,3.8
2006,Jenae,F,66,2696,3.5
2006,Jeniffer,F,62,2809,3.3
2006,Jonathen,M,37,2976,1.8
2006,Jonnathan,M,33,3221,1.6
2006,Jenica,F,51,3222,2.7
2006,Jontae,M,32,3303,1.6
2006,Jonte,M,31,3378,1.5
2006,Jones,M,30,3449,1.5
2006,Jenaya,F,45,3503,2.4
2006,Jenson,M,29,3522,1.4
2006,Jenni,F,44,3561,2.3
2006,Joni,F,44,3561,2.3
2006,Jennica,F,43,3613,2.3
2006,Jensen,F,43,3613,2.3
2006,Jenevieve,F,42,3666,2.2
2006,Jonpaul,M,27,3685,1.3
2006,Jeniah,F,39,3851,2.1
2006,Jontavious,M,25,3886,1.2
2006,Joniel,M,24,3998,1.2
2006,Jenavieve,F,35,4159,1.8
2006,Jennessa,F,35,4159,1.8
2006,Jonae,F,34,4261,1.8
2006,Jennings,M,21,4365,1.0
2006,Jonmichael,M,20,4510,1.0
2006,Jeniyah,F,31,4572,1.6
2006,Jens,M,19,4668,0.9
2006,Jonel,M,19,4668,0.9
2006,Jonavan,M,17,5067,0.8
2006,Jeniya,F,27,5081,1.4
2006,Jonathan,F,27,5081,1.4
2006,Jennalee,F,26,5227,1.4
2006,Jennifer,M,16,5293,0.8
2006,Jonovan,M,15,5517,0.7
2006,Jentry,F,23,5704,1.2
2006,Jenner,M,14,5778,0.7
2006,Jentzen,M,14,5778,0.7
2006,Jennaya,F,22,5899,1.2
2006,Jonathyn,M,13,6089,0.6
2006,Jonaven,M,13,6089,0.6
2006,Jontavius,M,13,6089,0.6
2006,Jonah,F,21,6115,1.1
2006,Jenasis,F,20,6348,1.1
2006,Jenika,F,20,6348,1.1
2006,Jenise,F,20,6348,1.1
2006,Jonasia,F,20,6348,1.1
2006,Jenaro,M,12,6459,0.6
2006,Jonavon,M,12,6459,0.6
2006,Jonothan,M,12,6459,0.6
2006,Jonus,M,12,6459,0.6
2006,Jennalyn,F,19,6583,1.0
2006,Jonna,F,19,6583,1.0
2006,Jennavieve,F,18,6828,0.9
2006,Jonavin,M,11,6895,0.5
2006,Jenah,F,17,7139,0.9
2006,Jenell,F,17,7139,0.9
2006,Jonahs,M,10,7422,0.5
2006,Jensyn,F,16,7474,0.8
2006,Jonnie,F,16,7474,0.8
2006,Jenya,F,15,7858,0.8
2006,Jonanthony,M,9,7993,0.4
2006,Jonnatan,M,9,7993,0.4
2006,Jeni,F,14,8227,0.7
2006,Jenice,F,14,8227,0.7
2006,Jenniffer,F,14,8227,0.7
2006,Jenavie,F,13,8709,0.7
2006,Jennelle,F,13,8709,0.7
2006,Jeny,F,13,8709,0.7
2006,Jenyfer,F,13,8709,0.7
2006,Jonelle,F,13,8709,0.7
2006,Joniya,F,13,8709,0.7
2006,Jenna,M,8,8720,0.4
2006,Jona,M,8,8720,0.4
2006,Jonan,M,8,8720,0.4
2006,Joncarlo,M,8,8720,0.4
2006,Joncarlos,M,8,8720,0.4
2006,Jondavid,M,8,8720,0.4
2006,Joni,M,8,8720,0.4
2006,Jenniah,F,12,9272,0.6
2006,Jensy,M,7,9572,0.3
2006,Jontay,M,7,9572,0.3
2006,Jontez,M,7,9572,0.3
2006,Jeneva,F,11,9890,0.6
2006,Jenine,F,11,9890,0.6
2006,Joniyah,F,11,9890,0.6
2006,Jenalee,F,10,10595,0.5
2006,Jenan,F,10,10595,0.5
2006,Jenee,F,10,10595,0.5
2006,Jenisis,F,10,10595,0.5
2006,Jennell,F,10,10595,0.5
2006,Jennessy,F,10,10595,0.5
2006,Jentri,F,10,10595,0.5
2006,Jonell,M,6,10655,0.3
2006,Jonh,M,6,10655,0.3
2006,Jonluke,M,6,10655,0.3
2006,Jony,M,6,10655,0.3
2006,Jenay,F,9,11405,0.5
2006,Jendayi,F,9,11405,0.5
2006,Jenea,F,9,11405,0.5
2006,Jenilee,F,9,11405,0.5
2006,Jennika,F,9,11405,0.5
2006,Jonay,F,9,11405,0.5
2006,Jency,M,5,12041,0.2
2006,Jeno,M,5,12041,0.2
2006,Jenry,M,5,12041,0.2
2006,Jensyn,M,5,12041,0.2
2006,Jonadab,M,5,12041,0.2
2006,Jonanthan,M,5,12041,0.2
2006,Jonattan,M,5,12041,0.2
2006,Jonhatan,M,5,12041,0.2
2006,Jonluca,M,5,12041,0.2
2006,Jonthan,M,5,12041,0.2
2006,Jenai,F,8,12407,0.4
2006,Jenia,F,8,12407,0.4
2006,Jenin,F,8,12407,0.4
2006,Jenisa,F,8,12407,0.4
2006,Jennae,F,8,12407,0.4
2006,Jennalynn,F,8,12407,0.4
2006,Jennamarie,F,8,12407,0.4
2006,Jennavive,F,8,12407,0.4
2006,Joniah,F,8,12407,0.4
2006,Jonie,F,8,12407,0.4
2006,Jonnae,F,8,12407,0.4
2006,Jonni,F,8,12407,0.4
2006,Jenalyn,F,7,13594,0.4
2006,Jenavi,F,7,13594,0.4
2006,Jene,F,7,13594,0.4
2006,Jenesa,F,7,13594,0.4
2006,Jenilca,F,7,13594,0.4
2006,Jenipher,F,7,13594,0.4
2006,Jennavie,F,7,13594,0.4
2006,Jennefer,F,7,13594,0.4
2006,Jennipher,F,7,13594,0.4
2006,Jona,F,7,13594,0.4
2006,Jonea,F,7,13594,0.4
2006,Jonica,F,7,13594,0.4
2006,Jenasia,F,6,15138,0.3
2006,Jendaya,F,6,15138,0.3
2006,Jeniece,F,6,15138,0.3
2006,Jenissa,F,6,15138,0.3
2006,Jennafer,F,6,15138,0.3
2006,Jennalise,F,6,15138,0.3
2006,Jonesha,F,6,15138,0.3
2006,Jonisha,F,6,15138,0.3
2006,Jenaiya,F,5,17158,0.3
2006,Jenaveve,F,5,17158,0.3
2006,Jenayah,F,5,17158,0.3
2006,Jeneen,F,5,17158,0.3
2006,Jenel,F,5,17158,0.3
2006,Jenesy,F,5,17158,0.3
2006,Jeneya,F,5,17158,0.3
2006,Jenibelle,F,5,17158,0.3
2006,Jenita,F,5,17158,0.3
2006,Jenitza,F,5,17158,0.3
2006,Jennesa,F,5,17158,0.3
2006,Jenney,F,5,17158,0.3
2006,Jennise,F,5,17158,0.3
2006,Jennylee,F,5,17158,0.3
2006,Jenyah,F,5,17158,0.3
2006,Jonai,F,5,17158,0.3
2006,Jonaya,F,5,17158,0.3
2006,Jonice,F,5,17158,0.3
2006,Jonique,F,5,17158,0.3
2006,Jontavia,F,5,17158,0.3
2006,Jonya,F,5,17158,0.3
2007,Jonathan,M,13785,23,665.1
2007,Jennifer,F,4648,64,242.1
2007,Jenna,F,3301,103,171.9
2007,Jonah,M,2509,165,121.1
2007,Jonas,M,971,328,46.9
2007,Jonathon,M,712,407,34.4
2007,Jon,M,537,492,25.9
2007,Jenny,F,616,512,32.1
2007,Jenifer,F,250,1048,13.0
2007,Jensen,M,169,1083,8.2
2007,Jonatan,M,147,1191,7.1
2007,Jena,F,114,1845,5.9
2007,Jenesis,F,102,2002,5.3
2007,Jenessa,F,96,2100,5.0
2007,Jennie,F,89,2212,4.6
2007,Jennah,F,88,2227,4.6
2007,Jonny,M,57,2280,2.8
2007,Jenelle,F,79,2392,4.1
2007,Jennyfer,F,73,2539,3.8
2007,Jontae,M,41,2862,2.0
2007,Jenson,M,39,2971,1.9
2007,Jonathen,M,38,3023,1.8
2007,Jenaya,F,55,3119,2.9
2007,Jonnathan,M,36,3132,1.7
2007,Jensen,F,50,3327,2.6
2007,Jones,M,31,3443,1.5
2007,Jenni,F,47,3478,2.4
2007,Jenae,F,45,3597,2.3
2007,Jonavan,M,28,3686,1.4
