year,name,rank,count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
2000,LILE,11587,2486,0.92,69666.48,90.67,4.14,0.68,0.93,1.77,1.81
2000,BEHAN,11590,2485,0.92,69667.4,93.96,0.56,1.09,2.09,0.97,1.33
2000,HAMPSON,11590,2485,0.92,69668.33,94.93,1.65,0.4,0.68,1.01,1.33
2000,PLUMLEE,11590,2485,0.92,69669.25,94.12,0.72,0.6,1.25,1.81,1.49
2000,STEVERSON,11590,2485,0.92,69670.17,50.95,44.02,0.52,0.48,2.45,1.57
2000,WININGER,11590,2485,0.92,69671.09,97.55,,,0.4,1.25,0.56
2000,JUDE,11595,2484,0.92,69672.01,78.86,16.3,1.41,0.36,1.97,1.09
2000,MCMULLAN,11595,2484,0.92,69672.93,90.5,6.64,0.4,0.2,1.25,1.01
2000,ROTHERMEL,11595,2484,0.92,69673.85,96.9,,,0.28,1.25,1.17
2000,SHARIF,11595,2484,0.92,69674.77,25.08,30.03,25.89,0.24,15.86,2.9
2000,BECHER,11599,2483,0.92,69675.69,96.46,0.85,0.52,0.0,0.77,1.41
2000,KEITHLEY,11599,2483,0.92,69676.61,94.72,1.77,0.28,1.13,0.93,1.17
2000,DUMOND,11601,2482,0.92,69677.53,91.9,2.94,0.44,0.89,2.46,1.37
2000,GARGANO,11601,2482,0.92,69678.45,96.25,0.24,0.28,0.2,1.29,1.73
2000,JOHANNSEN,11601,2482,0.92,69679.37,95.12,,,1.09,1.09,2.18
2000,MORILLO,11601,2482,0.92,69680.29,7.82,1.21,4.27,1.21,1.33,84.17
2000,BANEY,11605,2481,0.92,69681.21,93.43,1.73,1.01,1.05,1.29,1.49
2000,CLOWERS,11605,2481,0.92,69682.13,72.27,24.55,0.2,0.73,0.89,1.37
2000,LIPTON,11605,2481,0.92,69683.05,92.83,3.43,1.01,,1.73,
2000,RAILEY,11605,2481,0.92,69683.97,75.53,20.19,0.6,0.48,1.69,1.49
2000,ROTONDO,11605,2481,0.92,69684.89,95.53,,0.44,,1.21,2.66
2000,GELINAS,11610,2480,0.92,69685.81,96.57,,0.4,,1.01,1.77
2000,HATT,11610,2480,0.92,69686.73,92.78,3.27,0.65,0.52,1.33,1.45
2000,MENDELSON,11610,2480,0.92,69687.65,96.29,,0.4,,0.73,2.18
2000,SCHEXNAYDER,11610,2480,0.92,69688.57,83.06,13.99,,,1.69,0.89
2000,SIMEONE,11610,2480,0.92,69689.49,96.09,0.44,,,1.41,1.73
2000,SNODDY,11610,2480,0.92,69690.41,71.49,25.52,0.28,0.32,1.53,0.85
2000,CLUBB,11616,2479,0.92,69691.33,95.12,0.56,0.32,0.93,1.9,1.17
2000,DUNKLEY,11616,2479,0.92,69692.25,47.04,43.97,0.4,1.9,4.07,2.62
2000,KLOCK,11616,2479,0.92,69693.16,96.17,0.28,0.73,0.28,1.29,1.25
2000,MATHERLY,11616,2479,0.92,69694.08,96.09,0.2,0.69,0.32,1.01,1.69
2000,ROSENZWEIG,11616,2479,0.92,69695.0,97.26,,0.52,,0.61,1.33
2000,CHUANG,11621,2478,0.92,69695.92,1.17,0.4,95.6,,2.46,
2000,GALASSO,11621,2478,0.92,69696.84,95.72,,0.65,,0.77,2.54
2000,GINES,11621,2478,0.92,69697.76,37.13,16.1,15.78,0.28,2.18,28.53
2000,HELLAND,11621,2478,0.92,69698.68,95.88,,0.44,,1.25,1.9
2000,ROHRBAUGH,11621,2478,0.92,69699.6,98.31,,0.2,,0.44,0.89
2000,AVILEZ,11626,2477,0.92,69700.51,5.77,2.54,0.24,0.61,0.73,90.11
2000,CZAJKOWSKI,11626,2477,0.92,69701.43,97.46,,0.32,,0.77,1.17
2000,BIRT,11628,2476,0.92,69702.35,77.14,19.59,0.24,0.61,1.45,0.97
2000,LUMSDEN,11628,2476,0.92,69703.27,86.03,9.13,0.57,0.48,2.22,1.58
2000,OLSSON,11628,2476,0.92,69704.19,94.79,0.28,0.97,0.2,1.37,2.38
2000,ORTEGO,11628,2476,0.92,69705.1,83.72,,1.05,,0.85,13.81
2000,ACUFF,11632,2475,0.92,69706.02,89.9,6.26,0.28,1.41,1.13,1.01
2000,YETTER,11632,2475,0.92,69706.94,96.53,,0.61,,1.41,1.17
2000,TICHENOR,11634,2474,0.92,69707.86,92.6,3.8,0.69,0.65,1.05,1.21
2000,LOLLIS,11635,2473,0.92,69708.77,73.92,22.28,,,2.1,1.01
2000,MORK,11635,2473,0.92,69709.69,91.95,0.69,2.83,0.77,1.42,2.35
2000,ROW,11635,2473,0.92,69710.61,85.4,5.5,4.04,0.61,1.86,2.59
2000,SKILLMAN,11635,2473,0.92,69711.52,92.24,3.76,0.77,0.36,1.25,1.62
2000,DEMOTT,11639,2472,0.92,69712.44,94.74,0.36,0.53,0.57,1.54,2.27
2000,LAZENBY,11639,2472,0.92,69713.35,82.04,15.29,0.32,0.2,0.77,1.38
2000,WOLK,11639,2472,0.92,69714.27,97.69,0.2,0.2,0.24,0.85,0.81
2000,BELLEW,11642,2471,0.92,69715.19,95.75,0.36,0.32,0.32,1.46,1.78
2000,BRICKNER,11642,2471,0.92,69716.1,97.41,,0.49,,0.77,0.93
2000,RAGUSA,11642,2471,0.92,69717.02,92.96,,1.54,,1.86,3.12
2000,HERLIHY,11645,2470,0.92,69717.93,96.72,,0.4,,0.93,1.5
2000,STICE,11645,2470,0.92,69718.85,93.56,0.4,0.73,1.54,1.78,1.98
2000,GUILLERMO,11647,2469,0.92,69719.77,4.37,1.09,38.56,0.36,4.05,51.56
2000,ESTABROOK,11648,2468,0.91,69720.68,95.58,0.45,0.61,1.05,1.42,0.89
2000,MONTIJO,11648,2468,0.91,69721.6,10.94,0.53,0.49,0.45,0.61,86.99
2000,DONLON,11650,2467,0.91,69722.51,95.62,,1.58,,0.93,1.05
2000,JENNER,11650,2467,0.91,69723.42,93.96,0.49,1.01,0.65,1.54,2.35
2000,RAYFIELD,11650,2467,0.91,69724.34,85.41,11.55,,,1.13,1.42
2000,ALBERTI,11653,2466,0.91,69725.25,87.83,1.34,,,0.97,9.37
2000,GREENHALGH,11653,2466,0.91,69726.17,95.58,0.28,0.69,0.81,1.09,1.54
2000,HOLTHAUS,11653,2466,0.91,69727.08,98.54,,,,0.28,0.93
2000,MISTRY,11653,2466,0.91,69728.0,4.1,,88.24,0.32,7.06,
2000,RIX,11653,2466,0.91,69728.91,91.36,4.54,0.85,0.2,1.46,1.58
2000,RUZICKA,11653,2466,0.91,69729.82,97.08,,0.45,,1.18,1.26
2000,SIEVERT,11653,2466,0.91,69730.74,96.27,,1.54,,0.85,0.93
2000,GUSS,11660,2465,0.91,69731.65,81.05,14.12,0.93,0.41,1.3,2.19
2000,KALISH,11660,2465,0.91,69732.57,96.8,0.49,0.37,0.0,1.22,1.14
2000,KEHL,11660,2465,0.91,69733.48,96.84,0.57,0.53,0.24,1.14,0.69
2000,KOOPMAN,11660,2465,0.91,69734.39,96.47,0.24,0.28,0.32,1.26,1.42
2000,KOVAC,11660,2465,0.91,69735.31,94.52,,0.69,,2.31,1.87
2000,PONTE,11660,2465,0.91,69736.22,80.12,0.61,1.7,0.41,2.92,14.24
2000,VARNELL,11660,2465,0.91,69737.13,90.22,6.57,0.2,0.97,1.22,0.81
2000,HOSMER,11667,2464,0.91,69738.05,96.43,0.24,0.45,0.24,0.73,1.91
2000,SCRIVNER,11667,2464,0.91,69738.96,89.16,4.59,0.53,1.1,1.7,2.92
2000,TOMBLIN,11667,2464,0.91,69739.87,88.72,8.64,,,1.26,1.1
2000,VILLAFUERTE,11667,2464,0.91,69740.79,3.86,,12.13,,0.61,83.2
2000,BRANSCUM,11671,2463,0.91,69741.7,95.21,0.37,0.2,1.54,1.26,1.42
2000,GAUNT,11671,2463,0.91,69742.61,92.49,2.6,0.49,0.32,1.95,2.15
2000,HEMMER,11671,2463,0.91,69743.53,97.04,,0.57,,1.14,0.85
2000,NITZ,11671,2463,0.91,69744.44,95.74,0.61,0.61,0.24,0.97,1.83
2000,REIDER,11671,2463,0.91,69745.35,95.66,0.97,0.53,0.24,0.97,1.62
2000,RICHERSON,11671,2463,0.91,69746.27,71.34,22.82,0.37,2.27,1.66,1.54
2000,BARRIE,11677,2462,0.91,69747.18,80.46,15.35,0.73,0.32,1.46,1.67
2000,MANALO,11677,2462,0.91,69748.09,7.64,,82.33,,5.2,3.41
2000,VINYARD,11677,2462,0.91,69749.0,93.83,1.67,0.32,1.34,1.42,1.42
2000,CADLE,11680,2461,0.91,69749.92,85.17,8.94,1.14,0.33,2.11,2.32
2000,FLYNT,11680,2461,0.91,69750.83,90.61,6.79,0.2,0.33,0.73,1.34
2000,HAU,11680,2461,0.91,69751.74,47.58,11.13,34.01,0.49,2.4,4.39
2000,UY,11680,2461,0.91,69752.65,3.13,,91.06,,3.9,1.71
2000,CARNELL,11684,2460,0.91,69753.57,81.75,14.27,0.2,1.02,1.26,1.5
2000,DEETER,11684,2460,0.91,69754.48,94.84,0.73,0.61,0.61,1.63,1.59
2000,DRANE,11684,2460,0.91,69755.39,71.59,23.13,0.57,0.57,2.11,2.03
2000,MANFREDI,11684,2460,0.91,69756.3,93.33,0.24,0.61,0.2,0.65,4.96
2000,RESTO,11684,2460,0.91,69757.21,10.69,1.59,0.45,0.0,0.28,86.99
2000,CUSUMANO,11689,2459,0.91,69758.12,95.81,,0.49,,1.22,1.95
2000,FEIN,11689,2459,0.91,69759.04,96.95,,0.45,,0.69,1.34
2000,SCHNECK,11689,2459,0.91,69759.95,96.79,,1.1,,0.73,1.14
2000,BRUGGEMAN,11692,2458,0.91,69760.86,96.42,,0.85,,0.85,1.42
2000,HEID,11692,2458,0.91,69761.77,89.5,6.55,0.61,0.53,0.49,2.32
2000,SCHWEIGER,11692,2458,0.91,69762.68,96.75,,0.53,,0.94,1.3
2000,STUCKY,11692,2458,0.91,69763.59,94.3,2.85,,,0.85,1.51
2000,KIKER,11696,2457,0.91,69764.5,95.85,1.42,0.24,0.45,0.98,1.06
2000,MUNSEY,11696,2457,0.91,69765.41,95.56,1.26,0.65,0.2,0.61,1.71
2000,SEEMAN,11696,2457,0.91,69766.32,96.01,,0.77,,0.98,1.87
2000,VANETTEN,11696,2457,0.91,69767.24,95.77,0.53,0.49,0.37,1.14,1.71
2000,WHITTIER,11696,2457,0.91,69768.15,87.63,8.51,0.69,0.73,1.87,0.57
2000,BURKHEAD,11701,2456,0.91,69769.06,91.98,4.07,,,1.87,1.43
2000,GAFFORD,11701,2456,0.91,69769.97,81.47,14.82,0.45,0.29,1.22,1.75
2000,HILLYER,11701,2456,0.91,69770.88,91.61,3.71,0.77,0.86,1.43,1.63
2000,ZERBE,11701,2456,0.91,69771.79,95.85,0.61,0.81,0.69,0.77,1.26
2000,BRAMAN,11705,2455,0.91,69772.7,94.79,0.69,0.33,1.26,1.38,1.55
2000,GEPHART,11705,2455,0.91,69773.61,94.87,0.29,0.37,0.37,1.22,2.89
2000,HENRIQUES,11705,2455,0.91,69774.52,62.0,17.31,,,6.03,12.51
2000,PLOTT,11705,2455,0.91,69775.43,93.56,4.28,0.41,0.49,0.69,0.57
2000,COPPOCK,11709,2454,0.91,69776.34,89.81,6.32,0.29,0.69,1.59,1.3
2000,MCANDREWS,11709,2454,0.91,69777.25,95.68,,0.53,,1.18,2.24
2000,VALTIERRA,11709,2454,0.91,69778.16,4.73,,,,0.33,94.54
2000,DILEO,11712,2452,0.91,69779.07,95.84,0.9,0.33,0.24,0.29,2.41
2000,GITTENS,11712,2452,0.91,69779.98,17.01,72.23,,,5.46,4.49
2000,GUPTON,11712,2452,0.91,69780.88,75.12,22.27,,,0.98,1.26
2000,MIKEL,11712,2452,0.91,69781.79,80.71,13.91,1.02,0.61,1.63,2.12
2000,OWENSBY,11712,2452,0.91,69782.7,81.04,14.93,0.33,0.41,1.31,2.0
2000,SCURLOCK,11712,2452,0.91,69783.61,68.52,27.98,0.29,0.37,1.71,1.14
2000,STINER,11712,2452,0.91,69784.52,90.17,5.71,0.37,0.61,1.51,1.63
2000,DEGNAN,11719,2451,0.91,69785.43,96.25,0.33,0.61,0.53,1.1,1.18
2000,GUILLAUME,11719,2451,0.91,69786.34,34.88,53.81,0.94,0.24,7.83,2.28
2000,HELMUTH,11719,2451,0.91,69787.25,97.55,,0.41,,0.65,1.14
2000,BERGESON,11722,2450,0.91,69788.15,96.04,,0.53,,1.71,1.35
2000,MAIR,11722,2450,0.91,69789.06,74.16,14.86,4.24,0.86,3.22,2.65
2000,NOLIN,11722,2450,0.91,69789.97,95.67,1.06,,,1.06,1.76
2000,PAIK,11722,2450,0.91,69790.88,9.02,,86.04,,3.18,1.06
2000,GOODLOE,11726,2449,0.91,69791.79,40.96,52.63,0.61,0.53,3.39,1.88
2000,KINNE,11726,2449,0.91,69792.69,96.28,0.33,0.61,0.2,1.39,1.18
2000,NAKAGAWA,11726,2449,0.91,69793.6,4.53,,86.44,,7.27,1.35
2000,DEFREITAS,11729,2448,0.91,69794.51,61.07,18.83,2.61,0.29,10.09,7.11
2000,KORB,11729,2448,0.91,69795.42,97.22,,,0.45,0.82,1.1
2000,RAPOSO,11729,2448,0.91,69796.32,81.37,0.49,0.25,0.0,4.08,13.81
2000,HINKEL,11732,2446,0.91,69797.23,97.14,0.53,0.33,0.2,0.65,1.14
2000,MAGERS,11732,2446,0.91,69798.14,93.87,1.43,0.65,0.82,1.47,1.76
2000,AKHTAR,11734,2445,0.91,69799.04,7.32,,76.56,,14.07,1.23
2000,ALTHOFF,11734,2445,0.91,69799.95,96.89,0.29,0.57,0.25,0.49,1.51
2000,RAFAEL,11734,2445,0.91,69800.86,20.33,1.8,17.96,2.58,2.74,54.6
2000,CASHION,11737,2444,0.91,69801.76,94.72,1.47,0.9,0.33,1.1,1.47
2000,DEMEO,11737,2444,0.91,69802.67,96.03,,0.45,,1.39,1.72
2000,MCQUILLAN,11737,2444,0.91,69803.57,95.58,1.72,,,0.65,1.47
2000,MEAUX,11737,2444,0.91,69804.48,86.25,9.53,0.53,0.49,1.51,1.68
2000,PATRICIO,11737,2444,0.91,69805.39,33.18,2.21,14.81,3.52,2.82,43.45
2000,SWEENY,11737,2444,0.91,69806.29,90.34,5.56,0.49,0.53,0.9,2.17
2000,TRIVEDI,11737,2444,0.91,69807.2,2.41,,92.68,,4.13,0.53
2000,TYRE,11737,2444,0.91,69808.1,84.21,13.13,0.2,0.33,0.74,1.39
2000,BARBATO,11745,2443,0.91,69809.01,95.29,0.65,0.53,0.0,1.15,2.37
2000,DUNLEAVY,11745,2443,0.91,69809.92,97.3,0.37,0.53,0.45,0.53,0.82
2000,GOODFELLOW,11745,2443,0.91,69810.82,96.4,0.25,0.29,0.7,1.15,1.23
2000,HARLAND,11745,2443,0.91,69811.73,87.19,8.68,0.94,0.57,1.47,1.15
2000,MIDDAUGH,11745,2443,0.91,69812.63,94.15,0.45,0.7,0.37,1.8,2.54
2000,MOWREY,11745,2443,0.91,69813.54,96.77,,0.57,,1.06,1.39
2000,PASCO,11745,2443,0.91,69814.44,69.67,5.49,15.92,,,5.81
2000,SHORTS,11745,2443,0.91,69815.35,41.92,53.5,0.2,0.53,2.42,1.43
2000,DEMPSTER,11753,2442,0.91,69816.25,86.86,7.37,0.94,0.37,2.09,2.38
2000,KNUCKLES,11753,2442,0.91,69817.16,63.31,32.72,,,1.56,1.19
2000,LUEBKE,11753,2442,0.91,69818.07,97.62,,0.49,,0.94,0.61
2000,PETRELLA,11753,2442,0.91,69818.97,97.67,,0.33,,0.57,1.02
2000,RETANA,11753,2442,0.91,69819.88,4.01,,0.57,,0.41,94.96
2000,CAPE,11758,2441,0.9,69820.78,92.18,1.68,1.23,0.53,1.43,2.95
2000,LICEA,11758,2441,0.9,69821.69,3.85,0.33,,,0.29,95.37
2000,LOU,11758,2441,0.9,69822.59,13.6,,78.25,,3.15,3.11
2000,RUNDLE,11758,2441,0.9,69823.5,95.21,1.02,0.57,0.29,0.82,2.09
2000,MCCONKEY,11762,2440,0.9,69824.4,96.02,0.41,0.78,0.94,1.27,0.57
2000,CABE,11763,2439,0.9,69825.3,85.2,3.24,6.52,1.27,1.85,1.93
2000,LEEMAN,11763,2439,0.9,69826.21,96.76,0.45,0.53,0.49,0.94,0.82
2000,TIMOTHY,11763,2439,0.9,69827.11,70.93,20.09,2.58,1.68,2.38,2.34
2000,BACKES,11766,2438,0.9,69828.02,97.87,,0.25,,0.66,0.86
2000,CROCHET,11766,2438,0.9,69828.92,95.86,1.31,,1.11,,1.03
2000,FULGHAM,11766,2438,0.9,69829.82,67.97,28.59,,,1.44,1.39
2000,GLASCO,11766,2438,0.9,69830.73,54.68,39.21,0.66,0.66,1.76,3.04
2000,ABRAHAMS,11770,2437,0.9,69831.63,72.55,19.45,,,3.28,3.65
2000,KONOPKA,11770,2437,0.9,69832.53,96.59,0.25,0.21,0.0,1.72,1.23
2000,MCQUAID,11770,2437,0.9,69833.44,97.0,0.37,0.25,0.21,1.35,0.82
2000,SCHLEY,11770,2437,0.9,69834.34,82.27,14.12,0.29,0.25,1.72,1.35
2000,CHICO,11774,2436,0.9,69835.24,15.56,0.7,9.81,6.36,0.99,66.58
2000,DAHLIN,11774,2436,0.9,69836.15,94.99,0.25,0.82,0.29,1.89,1.77
2000,HUFFAKER,11774,2436,0.9,69837.05,94.13,1.97,0.57,0.45,1.68,1.19
2000,IVERSEN,11774,2436,0.9,69837.95,95.57,0.33,0.62,0.62,1.15,1.72
2000,LADUKE,11774,2436,0.9,69838.86,94.5,,,3.08,1.07,0.74
2000,MARQUART,11774,2436,0.9,69839.76,97.45,,,0.37,0.86,0.94
2000,MODLIN,11774,2436,0.9,69840.66,91.87,5.5,0.21,0.37,0.94,1.11
2000,BRIGHTWELL,11781,2435,0.9,69841.56,80.53,15.44,,,1.44,1.97
2000,COMO,11781,2435,0.9,69842.47,86.37,6.41,0.86,0.7,2.22,3.45
2000,FYE,11781,2435,0.9,69843.37,90.14,6.9,0.37,0.45,1.03,1.11
2000,KEECH,11781,2435,0.9,69844.27,93.47,2.38,1.07,0.33,1.77,0.99
2000,LOUVIERE,11781,2435,0.9,69845.18,92.28,3.86,,,1.27,1.93
2000,MOTZ,11781,2435,0.9,69846.08,93.02,1.07,0.49,0.62,0.99,3.82
2000,YAMASHITA,11781,2435,0.9,69846.98,5.67,,83.9,,8.5,1.77
2000,BOURKE,11788,2434,0.9,69847.88,91.99,2.38,1.36,1.56,1.19,1.52
2000,BROADHEAD,11788,2434,0.9,69848.78,93.14,3.12,,,1.48,1.89
2000,DESROCHERS,11788,2434,0.9,69849.69,96.38,0.37,0.41,0.49,1.4,0.94
2000,OKAMOTO,11788,2434,0.9,69850.59,8.83,,79.33,,9.86,1.81
2000,PINK,11788,2434,0.9,69851.49,74.2,20.25,0.7,0.53,2.01,2.3
2000,RICHER,11788,2434,0.9,69852.39,94.33,0.9,0.53,0.25,1.07,2.92
2000,CHICAS,11794,2433,0.9,69853.3,3.37,0.53,,,1.19,94.53
2000,BAUMGART,11795,2432,0.9,69854.2,97.0,,0.78,,0.86,0.99
2000,FURST,11795,2432,0.9,69855.1,96.79,0.62,,,0.7,1.15
2000,KAPPEL,11795,2432,0.9,69856.0,96.3,,0.58,,0.99,1.81
2000,KUCHARSKI,11795,2432,0.9,69856.9,96.92,,0.49,,1.15,1.15
2000,LAYFIELD,11795,2432,0.9,69857.8,91.74,5.47,,,0.74,1.48
2000,MCEWAN,11795,2432,0.9,69858.71,89.06,6.74,0.37,0.25,1.56,2.01
2000,SHICK,11795,2432,0.9,69859.61,95.6,0.49,1.48,0.21,1.07,1.15
2000,VANATTA,11795,2432,0.9,69860.51,95.72,0.33,0.37,0.95,1.23,1.4
2000,HOUGHTALING,11803,2431,0.9,69861.41,96.91,,0.37,,0.62,1.77
2000,QUAM,11803,2431,0.9,69862.31,87.41,0.21,1.28,8.93,1.03,1.15
2000,SUNDQUIST,11803,2431,0.9,69863.21,95.97,,,0.95,1.44,1.19
2000,TAUB,11803,2431,0.9,69864.11,97.29,0.53,,,0.53,0.99
2000,MONKS,11807,2430,0.9,69865.01,93.21,1.11,0.41,0.49,1.69,3.09
2000,QUIROS,11807,2430,0.9,69865.91,9.51,,3.25,,0.86,85.8
2000,WAKE,11807,2430,0.9,69866.82,77.74,15.19,2.51,0.86,1.89,1.81
2000,BAST,11810,2429,0.9,69867.72,95.39,1.15,0.37,0.54,0.86,1.69
2000,CAGGIANO,11810,2429,0.9,69868.62,95.59,,0.33,,0.62,2.96
2000,HAKES,11810,2429,0.9,69869.52,94.28,1.56,0.66,0.33,1.15,2.02
2000,JOHANSSON,11810,2429,0.9,69870.42,94.52,0.33,1.07,0.37,1.73,1.98
2000,LOE,11810,2429,0.9,69871.32,85.43,2.18,5.8,0.62,1.15,4.82
2000,PURSELL,11810,2429,0.9,69872.22,97.04,0.29,0.45,0.33,1.11,0.78
2000,STIMSON,11810,2429,0.9,69873.12,94.28,1.52,0.41,0.58,1.56,1.65
2000,TALKINGTON,11810,2429,0.9,69874.02,94.2,0.58,0.41,0.82,2.51,1.48
2000,ARLEDGE,11818,2428,0.9,69874.92,92.59,4.24,0.21,0.45,0.99,1.52
2000,CHANDRA,11818,2428,0.9,69875.82,5.02,1.57,79.86,0.54,11.61,1.4
2000,ROMAIN,11818,2428,0.9,69876.72,47.45,41.27,0.21,0.25,6.22,4.61
2000,SCHAPER,11818,2428,0.9,69877.62,94.98,0.29,0.91,0.41,1.69,1.73
2000,TUMA,11818,2428,0.9,69878.52,91.93,1.69,1.03,0.29,1.36,3.71
2000,BRIDGMAN,11823,2427,0.9,69879.42,92.13,3.34,0.45,0.41,1.9,1.77
2000,HORNICK,11823,2427,0.9,69880.32,95.76,1.57,0.33,0.21,0.99,1.15
2000,LIVINGSTONE,11823,2427,0.9,69881.22,82.49,13.47,,,1.24,1.81
2000,POTVIN,11823,2427,0.9,69882.12,96.87,,,0.62,0.74,1.15
2000,HAUSE,11827,2426,0.9,69883.02,95.14,0.7,0.33,1.11,1.4,1.32
2000,PLESS,11827,2426,0.9,69883.92,79.27,17.85,0.29,0.41,0.87,1.32
2000,SPARLING,11827,2426,0.9,69884.82,95.42,0.54,,,1.53,1.9
2000,SZETO,11827,2426,0.9,69885.71,2.97,,93.98,,2.1,0.82
2000,TROSCLAIR,11827,2426,0.9,69886.61,84.25,7.71,,4.66,1.85,
2000,CLONTZ,11832,2425,0.9,69887.51,98.35,0.37,,,0.45,0.49
2000,DETRICK,11832,2425,0.9,69888.41,94.39,1.44,0.45,0.66,1.15,1.9
2000,DOMINIQUE,11832,2425,0.9,69889.31,45.77,46.89,,,3.92,2.68
2000,LAUBER,11832,2425,0.9,69890.21,96.87,0.54,0.41,0.29,0.54,1.36
2000,MOSSER,11832,2425,0.9,69891.11,96.29,,0.41,,1.44,1.32
2000,CZERWINSKI,11837,2424,0.9,69892.01,97.28,,0.45,,0.95,1.11
2000,DEGRAFF,11837,2424,0.9,69892.91,88.99,5.86,0.66,0.66,2.06,1.77
2000,FLEET,11837,2424,0.9,69893.8,79.21,17.41,0.21,0.41,1.36,1.4
2000,KOPF,11837,2424,0.9,69894.7,96.74,,0.54,,0.91,1.53
2000,KOVAR,11837,2424,0.9,69895.6,96.25,,0.41,,1.07,1.82
2000,LINER,11837,2424,0.9,69896.5,83.87,10.4,0.21,2.39,1.44,1.69
2000,SHEEDY,11837,2424,0.9,69897.4,96.33,,0.87,,1.49,1.11
2000,MINA,11844,2422,0.9,69898.3,38.48,2.56,27.75,1.28,5.2,24.73
2000,OU,11844,2422,0.9,69899.19,1.32,,95.29,,2.89,0.29
2000,SWEETEN,11844,2422,0.9,69900.09,88.77,5.41,0.66,1.03,1.86,2.27
2000,ZAREMBA,11844,2422,0.9,69900.99,97.07,0.33,0.66,0.33,0.83,0.78
2000,BANGS,11848,2421,0.9,69901.89,89.22,5.99,0.54,0.54,1.78,1.94
2000,HENNIG,11848,2421,0.9,69902.79,95.7,0.62,,,1.12,1.86
2000,MUSTO,11848,2421,0.9,69903.68,95.62,0.29,0.7,0.21,0.78,2.4
2000,BERRIER,11851,2420,0.9,69904.58,96.78,1.07,,,0.7,1.03
2000,BRAYTON,11851,2420,0.9,69905.48,87.44,8.64,0.62,0.41,1.49,1.4
2000,CLAYTOR,11851,2420,0.9,69906.37,69.09,27.15,,,1.86,1.36
2000,ELLERBE,11851,2420,0.9,69907.27,24.79,71.16,0.33,0.29,1.78,1.65
2000,PASTERNAK,11851,2420,0.9,69908.17,97.31,0.21,0.33,0.0,0.91,1.24
2000,REIMAN,11851,2420,0.9,69909.07,96.69,,0.37,,0.79,1.69
2000,SMIDT,11851,2420,0.9,69909.96,91.03,5.7,0.25,0.54,0.83,1.65
2000,LARIMORE,11858,2419,0.9,69910.86,95.7,0.95,0.62,0.29,1.03,1.41
2000,MUDGE,11859,2418,0.9,69911.76,95.86,1.28,0.25,0.5,0.91,1.2
2000,NI,11859,2418,0.9,69912.65,2.27,,94.67,,1.65,0.91
2000,RATZLAFF,11859,2418,0.9,69913.55,95.57,0.29,0.7,0.37,1.12,1.94
2000,CUOMO,11862,2417,0.9,69914.44,94.58,,0.33,,1.32,3.35
2000,SPILLERS,11862,2417,0.9,69915.34,87.92,9.06,0.29,0.62,1.12,0.99
2000,APPERSON,11864,2416,0.9,69916.24,92.26,3.39,0.41,0.58,1.45,1.9
2000,GERKE,11864,2416,0.9,69917.13,96.27,0.33,0.62,0.46,1.41,0.91
2000,HARMER,11864,2416,0.9,69918.03,95.61,1.16,0.5,0.41,1.12,1.2
2000,POLIZZI,11864,2416,0.9,69918.92,96.11,0.5,0.29,0.0,0.95,2.15
2000,REGIS,11864,2416,0.9,69919.82,41.56,35.43,5.63,0.7,4.22,12.46
2000,BECTON,11869,2415,0.9,69920.71,38.18,58.3,0.29,0.29,1.9,1.04
2000,CONFORTI,11869,2415,0.9,69921.61,95.98,,0.41,,1.08,2.32
2000,DINWIDDIE,11869,2415,0.9,69922.5,80.04,16.31,0.54,0.41,1.12,1.57
2000,GADSDEN,11869,2415,0.9,69923.4,6.21,90.02,,,1.61,1.7
2000,LAGRANGE,11869,2415,0.9,69924.29,86.67,5.63,0.5,0.54,1.2,5.47
2000,PAULL,11869,2415,0.9,69925.19,95.24,1.49,0.87,0.5,0.91,0.99
2000,UGARTE,11869,2415,0.9,69926.08,9.11,0.29,1.28,0.21,0.75,88.36
2000,DESOTO,11876,2414,0.89,69926.98,53.15,0.66,2.28,1.86,1.99,40.06
2000,FILER,11876,2414,0.89,69927.87,83.31,13.3,0.54,0.25,1.33,1.28
2000,ORME,11876,2414,0.89,69928.77,90.51,4.1,0.83,0.5,1.45,2.61
2000,HIPPS,11879,2413,0.89,69929.66,87.48,10.03,0.41,0.29,0.79,0.99
2000,KANESHIRO,11879,2413,0.89,69930.56,4.19,,84.17,,8.29,3.23
2000,LARES,11879,2413,0.89,69931.45,12.89,1.74,0.66,,,84.29
2000,STAIR,11879,2413,0.89,69932.35,93.87,2.65,0.29,0.21,1.12,1.86
2000,VIERS,11879,2413,0.89,69933.24,95.61,1.45,0.37,0.54,1.12,0.91
2000,ALTIZER,11884,2412,0.89,69934.14,96.6,,0.7,,1.04,0.95
2000,LADSON,11884,2412,0.89,69935.03,17.0,78.98,0.21,0.0,2.45,1.37
2000,MONTEJANO,11884,2412,0.89,69935.92,4.73,,,,,94.82
2000,SCALZO,11884,2412,0.89,69936.82,94.86,,0.25,,1.53,3.03
2000,SOWDER,11884,2412,0.89,69937.71,97.8,,,0.33,0.62,0.79
2000,DICKEN,11889,2411,0.89,69938.61,94.82,2.61,,,0.75,1.04
2000,EBELING,11889,2411,0.89,69939.5,96.31,0.25,0.21,0.29,1.08,1.87
