year,state,name,total_babies,primary_sex,primary_sex_ratio,per_100k_in_state
2015,US,Noah,19648,M,99.3,535.6
2015,US,Liam,18302,M,99.9,498.9
2015,US,Mason,16626,M,99.5,453.2
2015,US,Jacob,15838,M,99.9,431.8
2015,US,William,15824,M,99.9,431.4
2015,US,Ethan,15008,M,99.9,409.1
2015,US,James,14743,M,99.7,401.9
2015,US,Alexander,14482,M,99.8,394.8
2015,US,Michael,14357,M,99.7,391.4
2015,US,Logan,13689,M,94,373.2
2015,US,Benjamin,13626,M,99.9,371.5
2015,US,Elijah,13537,M,99.8,369
2015,US,Aiden,13438,M,99.6,366.3
2015,US,Daniel,13426,M,99.9,366
2015,US,Matthew,12663,M,99.9,345.2
2015,US,Lucas,12262,M,99.9,334.3
2015,US,Jackson,12206,M,99.8,332.8
2015,US,Jayden,11908,M,96.4,324.6
2015,US,David,11709,M,99.8,319.2
2015,US,Oliver,11612,M,99.8,316.6
2015,US,Joseph,11386,M,99.9,310.4
2015,US,Carter,11306,M,94.9,308.2
2015,US,Dylan,11043,M,92.7,301
2015,US,Gabriel,10834,M,99.5,295.4
2015,US,Samuel,10745,M,99.9,292.9
2015,US,Anthony,10575,M,99.9,288.3
2015,US,John,10314,M,99.9,281.2
2015,US,Luke,10227,M,99.9,278.8
2015,US,Henry,10121,M,99.9,275.9
2015,US,Andrew,10036,M,99.9,273.6
2015,US,Isaac,9890,M,99.9,269.6
2015,US,Christopher,9757,M,99.8,266
2015,US,Joshua,9736,M,99.8,265.4
2015,US,Wyatt,9660,M,99.3,263.3
2015,US,Sebastian,9589,M,99.8,261.4
2015,US,Owen,9567,M,99.8,260.8
2015,US,Ryan,9148,M,92.6,249.4
2015,US,Caleb,8738,M,99.9,238.2
2015,US,Hunter,8640,M,95.9,235.5
2015,US,Nathan,8538,M,99.9,232.8
2015,US,Jack,8462,M,99.9,230.7
2015,US,Levi,8294,M,99.3,226.1
2015,US,Christian,8251,M,98.5,224.9
2015,US,Jaxon,8037,M,99.7,219.1
2015,US,Julian,8029,M,99.7,218.9
2015,US,Grayson,8020,M,97.9,218.6
2015,US,Landon,7928,M,99.6,216.1
2015,US,Jonathan,7588,M,99.9,206.9
2015,US,Isaiah,7546,M,99.8,205.7
2015,US,Jordan,7463,M,83.8,203.5
2015,US,Cameron,7298,M,92,199
2015,US,Angel,7161,M,84.6,195.2
2015,US,Charles,7134,M,99.9,194.5
2015,US,Thomas,7133,M,99.9,194.5
2015,US,Aaron,7131,M,99.7,194.4
2015,US,Eli,7114,M,99.6,193.9
2015,US,Parker,6822,M,78.9,186
2015,US,Connor,6750,M,99.7,184
2015,US,Jeremiah,6733,M,99.9,183.6
2015,US,Josiah,6620,M,99.8,180.5
2015,US,Adrian,6572,M,98.7,179.2
2015,US,Colton,6278,M,99.9,171.1
2015,US,Brayden,6235,M,99.8,170
2015,US,Nicholas,6201,M,99.9,169
2015,US,Hudson,6122,M,98.1,166.9
2015,US,Lincoln,6116,M,97.4,166.7
2015,US,Robert,6084,M,99.9,165.9
2015,US,Evan,5960,M,98.4,162.5
2015,US,Austin,5918,M,97.4,161.3
2015,US,Dominic,5829,M,99.7,158.9
2015,US,Gavin,5746,M,99.9,156.6
2015,US,Nolan,5731,M,99.7,156.2
2015,US,Sawyer,5462,M,77.7,148.9
2015,US,Chase,5402,M,98.9,147.3
2015,US,Adam,5366,M,99.9,146.3
2015,US,Cooper,5348,M,97.9,145.8
2015,US,Jace,5346,M,99.3,145.7
2015,US,Tyler,5333,M,96.2,145.4
2015,US,Ian,5301,M,99.8,144.5
2015,US,Easton,5271,M,98.6,143.7
2015,US,Kevin,5170,M,99.7,140.9
2015,US,Jose,5157,M,99.8,140.6
2015,US,Asher,5133,M,98.6,139.9
2015,US,Brandon,5093,M,99.8,138.8
2015,US,Jaxson,5038,M,99.8,137.3
2015,US,Mateo,4993,M,99.9,136.1
2015,US,Jason,4974,M,99.9,135.6
2015,US,Blake,4959,M,84.9,135.2
2015,US,Ayden,4933,M,98.6,134.5
2015,US,Carson,4900,M,96.4,133.6
2015,US,Zachary,4814,M,99.9,131.2
2015,US,Xavier,4610,M,99.9,125.7
2015,US,Leo,4572,M,99.8,124.6
2015,US,Kayden,4529,M,93.1,123.5
2015,US,Ezra,4504,M,95.4,122.8
2015,US,Bentley,4470,M,95.9,121.9
2015,US,Hayden,4415,M,61.4,120.4
2015,US,Ryder,4263,M,96.9,116.2
2015,US,Nathaniel,4176,M,100,113.8
2015,US,Theodore,4111,M,100,112.1
2015,US,Elias,4072,M,99.8,111
2015,US,Micah,4034,M,91.7,110
2015,US,Tristan,3964,M,98,108.1
2015,US,Roman,3887,M,99.4,106
2015,US,Camden,3887,M,96.5,106
2015,US,Leonardo,3810,M,100,103.9
2015,US,Brody,3740,M,99.5,102
2015,US,Luis,3718,M,100,101.4
2015,US,Miles,3711,M,99.7,101.2
2015,US,Vincent,3703,M,99.8,100.9
2015,US,Justin,3698,M,99.9,100.8
2015,US,Greyson,3623,M,98.8,98.8
2015,US,Declan,3581,M,99.4,97.6
2015,US,Maxwell,3559,M,98.9,97
2015,US,Juan,3517,M,99.8,95.9
2015,US,Cole,3489,M,99.6,95.1
2015,US,Damian,3474,M,100,94.7
2015,US,Max,3421,M,99.3,93.3
2015,US,Carlos,3400,M,100,92.7
2015,US,Brantley,3337,M,98.4,91
2015,US,Harrison,3322,M,99.8,90.6
2015,US,Weston,3310,M,99.8,90.2
2015,US,Braxton,3306,M,99.2,90.1
2015,US,Alex,3270,M,94.3,89.1
2015,US,Wesley,3256,M,98.7,88.8
2015,US,Axel,3241,M,99.6,88.4
2015,US,Diego,3227,M,99.7,88
2015,US,Abel,3226,M,99.7,87.9
2015,US,Charlie,3216,M,51.7,87.7
2015,US,Santiago,3202,M,100,87.3
2015,US,Bryce,3193,M,97.5,87
2015,US,Ashton,3187,M,94.1,86.9
2015,US,Jesus,3176,M,99.7,86.6
2015,US,Jayce,3169,M,98,86.4
2015,US,Silas,3162,M,99.7,86.2
2015,US,Giovanni,3130,M,99.6,85.3
2015,US,Kai,3125,M,90.2,85.2
2015,US,Bryson,3097,M,99.7,84.4
2015,US,Everett,3076,M,98.6,83.9
2015,US,Kaiden,3071,M,97.9,83.7
2015,US,Emmett,3039,M,99.6,82.8
2015,US,Ivan,3034,M,99.8,82.7
2015,US,Eric,3033,M,99.8,82.7
2015,US,George,3032,M,100,82.7
2015,US,Kingston,2939,M,99.7,80.1
2015,US,Jonah,2906,M,99.2,79.2
2015,US,Jameson,2891,M,98.2,78.8
2015,US,Maddox,2862,M,96.9,78
2015,US,Bennett,2794,M,96.3,76.2
2015,US,Ryker,2787,M,98.2,76
2015,US,Rowan,2781,M,64.7,75.8
2015,US,Jude,2771,M,95.1,75.5
2015,US,Timothy,2768,M,99.8,75.5
2015,US,Ezekiel,2755,M,100,75.1
2015,US,Emmanuel,2729,M,99.8,74.4
2015,US,Antonio,2708,M,100,73.8
2015,US,Steven,2689,M,100,73.3
2015,US,Karter,2682,M,84.7,73.1
2015,US,Luca,2660,M,97.5,72.5
2015,US,Richard,2659,M,100,72.5
2015,US,Joel,2588,M,99.8,70.6
2015,US,Edward,2587,M,100,70.5
2015,US,Malachi,2559,M,99.4,69.8
2015,US,Victor,2555,M,100,69.7
2015,US,Miguel,2552,M,100,69.6
2015,US,King,2540,M,100,69.2
2015,US,Patrick,2520,M,100,68.7
2015,US,Kaleb,2510,M,100,68.4
2015,US,Bryan,2478,M,100,67.6
2015,US,Alan,2478,M,99.5,67.6
2015,US,Preston,2447,M,99.2,66.7
2015,US,River,2440,M,61.4,66.5
2015,US,Marcus,2436,M,100,66.4
2015,US,Bradley,2436,M,97.9,66.4
2015,US,Kyle,2434,M,97.5,66.4
2015,US,Abraham,2429,M,99.8,66.2
2015,US,Calvin,2421,M,100,66
2015,US,Colin,2419,M,99.8,65.9
2015,US,Jesse,2391,M,97.3,65.2
2015,US,Jeremy,2380,M,100,64.9
2015,US,Graham,2377,M,99.6,64.8
2015,US,Grant,2349,M,100,64
2015,US,Kaden,2343,M,99.1,63.9
2015,US,Elliot,2341,M,81,63.8
2015,US,Alejandro,2303,M,100,62.8
2015,US,August,2301,M,89.5,62.7
2015,US,Oscar,2291,M,99.8,62.5
2015,US,Jase,2290,M,99.5,62.4
2015,US,Elliott,2280,M,81.5,62.2
2015,US,Maverick,2273,M,99,62
2015,US,Aidan,2266,M,98.9,61.8
2015,US,Tucker,2233,M,99.4,60.9
2015,US,Amir,2214,M,99.4,60.4
2015,US,Brian,2205,M,99.8,60.1
2015,US,Iker,2171,M,100,59.2
2015,US,Matteo,2155,M,100,58.7
2015,US,Caden,2142,M,99,58.4
2015,US,Zayden,2138,M,99.1,58.3
2015,US,Jaden,2078,M,96.2,56.6
2015,US,Brady,2055,M,98.3,56
2015,US,Maximus,2052,M,99.8,55.9
2015,US,Mark,2050,M,100,55.9
2015,US,Amari,2035,M,66.9,55.5
2015,US,Kenneth,2017,M,100,55
2015,US,Paul,2015,M,100,54.9
2015,US,Beau,2010,M,97.8,54.8
2015,US,Nicolas,1985,M,100,54.1
2015,US,Zion,1978,M,84.6,53.9
2015,US,Dallas,1953,M,71.9,53.2
2015,US,Dean,1930,M,100,52.6
2015,US,Cayden,1916,M,97.2,52.2
2015,US,Beckett,1915,M,94.8,52.2
2015,US,Jake,1914,M,100,52.2
2015,US,Peter,1913,M,100,52.2
2015,US,Xander,1912,M,100,52.1
2015,US,Finn,1907,M,98.6,52
2015,US,Jax,1887,M,98,51.4
2015,US,Jasper,1881,M,97.8,51.3
2015,US,Sean,1876,M,99.7,51.1
2015,US,Derek,1872,M,100,51
2015,US,Rylan,1861,M,83,50.7
2015,US,Phoenix,1843,M,62.5,50.2
2015,US,Omar,1836,M,99.7,50.1
2015,US,Lorenzo,1834,M,100,50
2015,US,Gael,1781,M,99.6,48.6
2015,US,Corbin,1778,M,99,48.5
2015,US,Tanner,1771,M,96.2,48.3
2015,US,Waylon,1765,M,99.3,48.1
2015,US,Myles,1738,M,99.3,47.4
2015,US,Paxton,1731,M,96,47.2
2015,US,Jorge,1699,M,100,46.3
2015,US,Javier,1691,M,100,46.1
2015,US,Brooks,1682,M,98.1,45.9
2015,US,Andres,1670,M,100,45.5
2015,US,Spencer,1664,M,85.8,45.4
2015,US,Zane,1662,M,99.3,45.3
2015,US,Emiliano,1660,M,100,45.3
2015,US,Remington,1655,M,72.2,45.1
2015,US,Judah,1652,M,98.2,45
2015,US,Simon,1641,M,99.5,44.7
2015,US,Dawson,1641,M,96,44.7
2015,US,Griffin,1623,M,98.6,44.2
2015,US,Israel,1622,M,96.4,44.2
2015,US,Cody,1603,M,98.5,43.7
2015,US,Gunner,1584,M,99.6,43.2
2015,US,Messiah,1558,M,96.9,42.5
2015,US,Kameron,1550,M,96.5,42.3
2015,US,Gage,1518,M,100,41.4
2015,US,Devin,1480,M,92.6,40.3
2015,US,Stephen,1477,M,100,40.3
2015,US,Francisco,1476,M,100,40.2
2015,US,Chance,1472,M,98.1,40.1
2015,US,Clayton,1466,M,100,40
2015,US,Keegan,1465,M,91.3,39.9
2015,US,Jaiden,1454,M,92.6,39.6
2015,US,Zander,1452,M,100,39.6
2015,US,Eduardo,1440,M,100,39.3
2015,US,Lukas,1425,M,100,38.8
2015,US,Damien,1410,M,100,38.4
2015,US,Conner,1408,M,99.4,38.4
2015,US,Knox,1399,M,99.1,38.1
2015,US,Travis,1393,M,100,38
2015,US,Felix,1386,M,98.8,37.8
2015,US,Jayceon,1381,M,99.1,37.6
2015,US,Collin,1378,M,99.1,37.6
2015,US,Raymond,1376,M,100,37.5
2015,US,Kyler,1376,M,93.2,37.5
2015,US,Reid,1365,M,97.5,37.2
2015,US,Erick,1360,M,100,37.1
2015,US,Cash,1358,M,100,37
2015,US,Cristian,1349,M,99.6,36.8
2015,US,Rhett,1347,M,99.1,36.7
2015,US,Fernando,1345,M,100,36.7
2015,US,Josue,1340,M,100,36.5
2015,US,Garrett,1336,M,100,36.4
2015,US,Ricardo,1334,M,100,36.4
2015,US,Martin,1332,M,100,36.3
2015,US,Adriel,1329,M,96.5,36.2
2015,US,Seth,1326,M,100,36.1
2015,US,Andre,1310,M,100,35.7
2015,US,Cesar,1301,M,100,35.5
2015,US,Titus,1300,M,100,35.4
2015,US,Caiden,1300,M,98.8,35.4
2015,US,Lane,1300,M,92.5,35.4
2015,US,Donovan,1291,M,100,35.2
2015,US,Manuel,1289,M,100,35.1
2015,US,Mario,1285,M,100,35
2015,US,Archer,1285,M,98.4,35
2015,US,Milo,1284,M,99,35
2015,US,Karson,1281,M,95.1,34.9
2015,US,Rory,1268,M,67.1,34.6
2015,US,Holden,1259,M,99,34.3
2015,US,Jeffrey,1252,M,100,34.1
2015,US,Anderson,1251,M,94.1,34.1
2015,US,Ali,1247,M,84.9,34
2015,US,Arthur,1232,M,100,33.6
2015,US,Shane,1222,M,98.6,33.3
2015,US,Rafael,1213,M,100,33.1
2015,US,Louis,1206,M,99.6,32.9
2015,US,Kyrie,1205,M,85.2,32.9
2015,US,Troy,1201,M,99.3,32.7
2015,US,Angelo,1200,M,100,32.7
2015,US,Maximiliano,1188,M,100,32.4
2015,US,Hector,1186,M,100,32.3
2015,US,Emilio,1182,M,100,32.2
2015,US,Trevor,1176,M,100,32.1
2015,US,Barrett,1161,M,97.8,31.7
2015,US,Walter,1148,M,100,31.3
2015,US,Johnny,1147,M,99.4,31.3
2015,US,Johnathan,1145,M,100,31.2
2015,US,Edwin,1137,M,100,31
2015,US,Julius,1137,M,100,31
2015,US,Jaylen,1134,M,87.1,30.9
2015,US,Leon,1130,M,100,30.8
2015,US,Milan,1129,M,64,30.8
2015,US,Tyson,1119,M,100,30.5
2015,US,Tobias,1109,M,100,30.2
2015,US,Edgar,1107,M,100,30.2
2015,US,Dominick,1098,M,100,29.9
2015,US,Andy,1097,M,96.8,29.9
2015,US,Drew,1097,M,80.7,29.9
2015,US,Marshall,1090,M,100,29.7
2015,US,Cruz,1087,M,97.5,29.6
2015,US,Jett,1082,M,95.9,29.5
2015,US,Marco,1079,M,100,29.4
2015,US,Reed,1078,M,96.7,29.4
2015,US,Joaquin,1073,M,100,29.3
2015,US,Dante,1066,M,100,29.1
2015,US,Noel,1065,M,80.6,29
2015,US,Dalton,1043,M,100,28.4
2015,US,Gideon,1042,M,100,28.4
2015,US,Enzo,1039,M,100,28.3
2015,US,Sergio,1039,M,100,28.3
2015,US,Ronan,1038,M,98.7,28.3
2015,US,Thiago,1030,M,100,28.1
2015,US,Cohen,1026,M,98.8,28
2015,US,Ari,1026,M,74.3,28
2015,US,Walker,1021,M,98.2,27.8
2015,US,Royal,1017,M,63.5,27.7
2015,US,Colt,1012,M,100,27.6
2015,US,Erik,1012,M,100,27.6
2015,US,Ellis,1012,M,72.3,27.6
2015,US,Landen,1010,M,99.1,27.5
2015,US,Trenton,1005,M,100,27.4
2015,US,Jared,1004,M,100,27.4
2015,US,Nash,995,M,99.4,27.1
2015,US,Killian,993,M,97.5,27.1
2015,US,Armani,984,M,56.5,26.8
2015,US,Emanuel,979,M,99.5,26.7
2015,US,Gregory,975,M,100,26.6
2015,US,Lennox,974,M,61.3,26.6
2015,US,Chandler,973,M,74.5,26.5
2015,US,Allen,964,M,100,26.3
2015,US,Oakley,964,M,51.1,26.3
2015,US,Atticus,963,M,99.5,26.3
2015,US,Shawn,963,M,99.2,26.3
2015,US,Desmond,955,M,100,26
2015,US,Grady,950,M,100,25.9
2015,US,Frank,937,M,100,25.5
2015,US,Fabian,936,M,100,25.5
2015,US,Beckham,930,M,98.3,25.4
2015,US,Roberto,923,M,100,25.2
2015,US,Nehemiah,919,M,97.8,25.1
2015,US,Porter,914,M,93.5,24.9
2015,US,Major,906,M,100,24.7
2015,US,Kamden,896,M,96.1,24.4
2015,US,Cade,890,M,99.2,24.3
2015,US,Orion,887,M,97.5,24.2
2015,US,Muhammad,880,M,100,24
2015,US,Remy,880,M,62.7,24
2015,US,Aden,879,M,98.3,24
2015,US,Kendrick,877,M,99.2,23.9
2015,US,Clark,873,M,98.3,23.8
2015,US,Pedro,868,M,100,23.7
2015,US,Zaiden,866,M,99.3,23.6
2015,US,Ruben,860,M,100,23.4
2015,US,Legend,859,M,93.9,23.4
2015,US,Jensen,858,M,91.3,23.4
2015,US,Leland,856,M,98.7,23.3
2015,US,Casey,856,M,60.2,23.3
2015,US,Solomon,853,M,100,23.3
2015,US,Romeo,851,M,100,23.2
2015,US,Malik,849,M,100,23.1
2015,US,Kash,848,M,98.6,23.1
2015,US,Daxton,847,M,100,23.1
2015,US,Kade,836,M,98.3,22.8
2015,US,Abram,831,M,100,22.7
2015,US,Derrick,827,M,100,22.5
2015,US,Gunnar,826,M,99.4,22.5
2015,US,Braylon,825,M,98.2,22.5
2015,US,Prince,818,M,100,22.3
2015,US,Brendan,816,M,100,22.2
2015,US,Leonel,815,M,100,22.2
2015,US,Kason,812,M,100,22.1
2015,US,Jay,802,M,99,21.9
2015,US,Pablo,799,M,100,21.8
2015,US,Adan,795,M,98.5,21.7
2015,US,Braylen,793,M,94.6,21.6
2015,US,Kellan,784,M,98.5,21.4
2015,US,Esteban,774,M,100,21.1
2015,US,Drake,771,M,100,21
2015,US,Warren,770,M,100,21
2015,US,Ismael,767,M,100,20.9
2015,US,Corey,765,M,97.5,20.9
2015,US,Tate,762,M,95.9,20.8
2015,US,Russell,761,M,100,20.7
2015,US,Bruce,760,M,100,20.7
2015,US,Finnegan,759,M,100,20.7
2015,US,Marcos,759,M,100,20.7
2015,US,Jayson,758,M,100,20.7
2015,US,Theo,758,M,100,20.7
2015,US,Jaxton,755,M,100,20.6
2015,US,Phillip,755,M,100,20.6
2015,US,Dexter,753,M,100,20.5
2015,US,Armando,749,M,100,20.4
2015,US,Landyn,748,M,89.8,20.4
2015,US,Braden,747,M,100,20.4
2015,US,Kolton,744,M,100,20.3
2015,US,Gerardo,742,M,100,20.2
2015,US,Ace,741,M,99.1,20.2
2015,US,Malcolm,732,M,100,20
2015,US,Sullivan,730,M,90.4,19.9
2015,US,Hendrix,729,M,94.1,19.9
2015,US,Zachariah,727,M,100,19.8
2015,US,Jamison,726,M,93.7,19.8
2015,US,Danny,723,M,98.8,19.7
2015,US,Lawson,723,M,96,19.7
2015,US,Keith,722,M,100,19.7
2015,US,Brennan,720,M,94.6,19.6
2015,US,Damon,711,M,100,19.4
2015,US,Enrique,709,M,100,19.3
2015,US,Jonas,709,M,100,19.3
2015,US,Kayson,709,M,98.2,19.3
2015,US,Kane,708,M,100,19.3
2015,US,Princeton,706,M,100,19.2
2015,US,Colby,705,M,93.9,19.2
2015,US,Hugo,704,M,100,19.2
2015,US,Dillon,704,M,96,19.2
2015,US,Ronald,702,M,100,19.1
2015,US,Alijah,702,M,88.3,19.1
2015,US,Philip,701,M,100,19.1
2015,US,Harvey,701,M,98.9,19.1
2015,US,Ibrahim,697,M,100,19
2015,US,Maximilian,695,M,100,18.9
2015,US,Albert,690,M,100,18.8
2015,US,Donald,690,M,100,18.8
2015,US,Raul,687,M,100,18.7
2015,US,Franklin,686,M,100,18.7
2015,US,Nico,686,M,94.6,18.7
2015,US,Odin,685,M,100,18.7
2015,US,Azariah,684,M,52.3,18.6
2015,US,Raylan,683,M,91.8,18.6
2015,US,Francis,677,M,90.7,18.5
2015,US,Brock,674,M,100,18.4
2015,US,Jaime,673,M,89.9,18.3
2015,US,Mohamed,671,M,100,18.3
2015,US,Sterling,670,M,87.5,18.3
2015,US,Brycen,666,M,100,18.2
2015,US,Pierce,665,M,97,18.1
2015,US,Deacon,664,M,100,18.1
2015,US,Reece,664,M,73.2,18.1
2015,US,Alec,661,M,100,18
2015,US,Julio,661,M,100,18
2015,US,Scott,661,M,100,18
2015,US,Matias,660,M,100,18
2015,US,Raiden,657,M,96,17.9
2015,US,Keaton,656,M,94.2,17.9
2015,US,Rodrigo,655,M,100,17.9
2015,US,Cason,653,M,100,17.8
2015,US,Rocco,651,M,100,17.7
2015,US,Davis,647,M,96.3,17.6
2015,US,Augustus,643,M,100,17.5
2015,US,Ryland,637,M,92.8,17.4
2015,US,Kasen,635,M,99.1,17.3
2015,US,Benson,633,M,99.2,17.3
2015,US,Moses,628,M,100,17.1
2015,US,Khalil,628,M,99,17.1
2015,US,Cyrus,627,M,100,17.1
2015,US,Atlas,625,M,95.2,17
2015,US,Moises,622,M,100,17
2015,US,Conor,621,M,100,16.9
2015,US,Nikolai,621,M,100,16.9
2015,US,Mathew,619,M,100,16.9
2015,US,Ty,618,M,98.5,16.8
2015,US,Quentin,616,M,99,16.8
2015,US,Ronin,608,M,98.8,16.6
2015,US,Arlo,604,M,94.7,16.5
2015,US,Kian,599,M,100,16.3
2015,US,Quincy,599,M,75.6,16.3
2015,US,Malakai,596,M,100,16.2
2015,US,Asa,595,M,89.1,16.2
2015,US,Jerry,594,M,100,16.2
2015,US,Bodhi,594,M,97.3,16.2
2015,US,Kellen,593,M,95.8,16.2
2015,US,Ahmed,588,M,100,16
2015,US,Saul,588,M,100,16
2015,US,Kieran,587,M,95.1,16
2015,US,Devon,585,M,86.8,15.9
2015,US,Dennis,584,M,100,15.9
2015,US,Zayne,584,M,99.1,15.9
2015,US,Lawrence,580,M,100,15.8
2015,US,Rhys,580,M,96.2,15.8
2015,US,Nixon,578,M,96.5,15.8
2015,US,Luka,578,M,94.3,15.8
2015,US,Royce,577,M,92,15.7
2015,US,Layton,576,M,90.3,15.7
2015,US,Omari,575,M,97.4,15.7
2015,US,Arjun,574,M,100,15.6
2015,US,Darius,574,M,100,15.6
2015,US,Tony,571,M,100,15.6
2015,US,Dustin,570,M,100,15.5
2015,US,Chris,570,M,98.6,15.5
2015,US,Bowen,570,M,97.4,15.5
2015,US,Callen,567,M,97.4,15.5
2015,US,Gianni,566,M,87.8,15.4
2015,US,Mohammed,560,M,100,15.3
2015,US,Nasir,560,M,100,15.3
2015,US,Arturo,556,M,100,15.2
2015,US,Frederick,555,M,100,15.1
2015,US,Leonidas,552,M,100,15
2015,US,Wade,551,M,100,15
2015,US,Hayes,550,M,95.3,15
2015,US,Jamari,547,M,94.7,14.9
2015,US,Jakob,544,M,100,14.8
2015,US,Winston,544,M,100,14.8
2015,US,Alonzo,540,M,100,14.7
2015,US,Curtis,540,M,100,14.7
2015,US,Aarav,539,M,100,14.7
2015,US,Gustavo,539,M,100,14.7
2015,US,Roy,534,M,98.7,14.6
2015,US,Rayan,534,M,88.6,14.6
2015,US,Rowen,532,M,75.4,14.5
2015,US,Gannon,530,M,100,14.4
2015,US,Kyson,530,M,100,14.4
2015,US,Hank,529,M,100,14.4
2015,US,Izaiah,527,M,100,14.4
2015,US,Raphael,526,M,100,14.3
2015,US,Sam,526,M,97.7,14.3
2015,US,Luciano,525,M,100,14.3
2015,US,Case,523,M,100,14.3
2015,US,Darren,523,M,100,14.3
2015,US,Mohammad,523,M,100,14.3
2015,US,Dax,522,M,98.9,14.2
2015,US,Dorian,522,M,95.8,14.2
2015,US,Kamari,522,M,70.1,14.2
2015,US,Otto,521,M,100,14.2
2015,US,Isaias,519,M,100,14.1
2015,US,Alberto,518,M,100,14.1
2015,US,Colten,516,M,100,14.1
2015,US,Marvin,516,M,100,14.1
2015,US,Moshe,515,M,100,14
2015,US,Johan,514,M,100,14
2015,US,Matthias,513,M,100,14
2015,US,Soren,513,M,93.4,14
2015,US,Larry,510,M,100,13.9
2015,US,Trey,510,M,100,13.9
2015,US,Trent,508,M,100,13.8
2015,US,Mauricio,506,M,100,13.8
2015,US,Uriah,506,M,94.5,13.8
2015,US,Mathias,503,M,100,13.7
2015,US,Issac,501,M,100,13.7
2015,US,Crosby,501,M,96.2,13.7
2015,US,Uriel,500,M,98.2,13.6
2015,US,Memphis,498,M,79.3,13.6
2015,US,Randy,495,M,98.8,13.5
2015,US,Baylor,495,M,56.6,13.5
2015,US,Ahmad,494,M,100,13.5
2015,US,Nikolas,493,M,100,13.4
2015,US,Cullen,493,M,99,13.4
2015,US,Finnley,492,M,65.4,13.4
2015,US,Lewis,490,M,100,13.4
2015,US,Braydon,487,M,100,13.3
2015,US,Ezequiel,487,M,100,13.3
2015,US,Jimmy,484,M,100,13.2
2015,US,Boston,482,M,92.3,13.1
2015,US,Ricky,480,M,98.3,13.1
2015,US,Madden,479,M,91.2,13.1
2015,US,Jalen,478,M,97.9,13
2015,US,Roger,477,M,100,13
2015,US,Sincere,477,M,88.7,13
2015,US,Mitchell,476,M,98.9,13
2015,US,Jasiah,476,M,93.7,13
2015,US,Nathanael,475,M,100,12.9
2015,US,Cannon,475,M,98.5,12.9
2015,US,Emmitt,473,M,100,12.9
2015,US,Gary,473,M,100,12.9
2015,US,Kobe,472,M,98.5,12.9
2015,US,Roland,469,M,100,12.8
2015,US,Alfredo,468,M,100,12.8
2015,US,Yusuf,465,M,100,12.7
2015,US,Korbin,465,M,98.9,12.7
2015,US,Quinton,462,M,100,12.6
2015,US,Brayan,458,M,100,12.5
2015,US,Joe,457,M,100,12.5
2015,US,Byron,455,M,100,12.4
2015,US,Carl,452,M,100,12.3
2015,US,Kristopher,451,M,100,12.3
2015,US,Alvin,450,M,100,12.3
2015,US,Duke,450,M,100,12.3
2015,US,Lance,450,M,100,12.3
2015,US,Talon,448,M,97.5,12.2
2015,US,Bo,448,M,96.2,12.2
2015,US,Tristen,447,M,96.2,12.2
2015,US,Santino,444,M,100,12.1
2015,US,Toby,442,M,82.1,12
2015,US,Deandre,439,M,100,12
2015,US,Kingsley,438,M,73.3,11.9
2015,US,Denver,437,M,54.9,11.9
2015,US,Sylas,436,M,100,11.9
2015,US,Noe,436,M,96.8,11.9
2015,US,Wilson,435,M,98.9,11.9
2015,US,Layne,435,M,79.5,11.9
2015,US,Orlando,434,M,100,11.8
2015,US,Hamza,432,M,100,11.8
2015,US,Aldo,430,M,100,11.7
2015,US,Douglas,430,M,100,11.7
2015,US,Maurice,429,M,100,11.7
2015,US,Samson,428,M,100,11.7
2015,US,Dane,428,M,98.8,11.7
2015,US,Edison,428,M,97.7,11.7
2015,US,Cayson,427,M,100,11.6
2015,US,Niko,427,M,97.7,11.6
2015,US,Bryant,425,M,100,11.6
2015,US,Conrad,425,M,100,11.6
2015,US,Ayaan,425,M,97.9,11.6
2015,US,Kylan,425,M,90.4,11.6
2015,US,Julien,423,M,100,11.5
2015,US,Salvador,421,M,100,11.5
2015,US,Nelson,420,M,100,11.4
2015,US,Elisha,420,M,71.4,11.4
2015,US,Brentley,419,M,97.1,11.4
2015,US,Ramon,418,M,100,11.4
2015,US,Lucian,417,M,100,11.4
2015,US,Mekhi,417,M,100,11.4
2015,US,Vihaan,414,M,100,11.3
2015,US,Channing,414,M,71.5,11.3
2015,US,Neil,413,M,100,11.3
2015,US,Blaine,413,M,96.6,11.3
2015,US,Titan,412,M,100,11.2
2015,US,Ernesto,410,M,100,11.2
2015,US,Joey,409,M,76.8,11.1
2015,US,Lionel,405,M,100,11
2015,US,Zayn,405,M,100,11
2015,US,Dominik,403,M,100,11
2015,US,Rayden,402,M,93.8,11
2015,US,Cassius,401,M,100,10.9
2015,US,Kristian,399,M,93.5,10.9
2015,US,Kyree,399,M,90.2,10.9
2015,US,Kelvin,398,M,100,10.9
2015,US,Jagger,398,M,97.7,10.9
2015,US,Jaxen,395,M,100,10.8
2015,US,Lee,395,M,93.9,10.8
2015,US,Leonard,393,M,100,10.7
2015,US,Terry,393,M,98,10.7
2015,US,Abdullah,392,M,100,10.7
2015,US,Jacoby,392,M,100,10.7
2015,US,Callan,392,M,92.6,10.7
2015,US,Camdyn,391,M,68.3,10.7
2015,US,Allan,390,M,100,10.6
2015,US,Fletcher,390,M,98.2,10.6
2015,US,Yahir,389,M,100,10.6
