state,year,name,sex,count,rank_within_sex,per_100k_within_sex
ID,2015,Nathan,M,25,83,321.3
ID,2015,Austin,M,24,86,308.4
ID,2015,Beckham,M,24,86,308.4
ID,2015,Christopher,M,24,86,308.4
ID,2015,Theodore,M,24,86,308.4
ID,2015,Adrian,M,23,90,295.6
ID,2015,Anthony,M,23,90,295.6
ID,2015,Archer,M,23,90,295.6
ID,2015,Christian,M,23,90,295.6
ID,2015,Greyson,M,23,90,295.6
ID,2015,Max,M,23,90,295.6
ID,2015,Micah,M,23,90,295.6
ID,2015,Isla,F,19,93,299.1
ID,2015,Melody,F,19,93,299.1
ID,2015,Sydney,F,19,93,299.1
ID,2015,Arianna,F,18,96,283.4
ID,2015,Delilah,F,18,96,283.4
ID,2015,Elena,F,18,96,283.4
ID,2015,Everly,F,18,96,283.4
ID,2015,Gemma,F,18,96,283.4
ID,2015,Jane,F,18,96,283.4
ID,2015,Leah,F,18,96,283.4
ID,2015,Maya,F,18,96,283.4
ID,2015,Mckenzie,F,18,96,283.4
ID,2015,Savannah,F,18,96,283.4
ID,2015,Adam,M,22,97,282.7
ID,2015,Bennett,M,22,97,282.7
ID,2015,Finn,M,22,97,282.7
ID,2015,Jax,M,22,97,282.7
ID,2015,Jaxson,M,22,97,282.7
ID,2015,Jose,M,22,97,282.7
ID,2015,Marcus,M,22,97,282.7
ID,2015,Spencer,M,22,97,282.7
ID,2015,Zachary,M,22,97,282.7
ID,2015,Adalyn,F,17,106,267.6
ID,2015,Alice,F,17,106,267.6
ID,2015,Charlie,F,17,106,267.6
ID,2015,Daisy,F,17,106,267.6
ID,2015,Finley,F,17,106,267.6
ID,2015,Isabelle,F,17,106,267.6
ID,2015,Lilly,F,17,106,267.6
ID,2015,Madeline,F,17,106,267.6
ID,2015,Natalia,F,17,106,267.6
ID,2015,Taylor,F,17,106,267.6
ID,2015,Trinity,F,17,106,267.6
ID,2015,Camden,M,21,106,269.9
ID,2015,Chase,M,21,106,269.9
ID,2015,Dawson,M,21,106,269.9
ID,2015,Ezekiel,M,21,106,269.9
ID,2015,Jonah,M,21,106,269.9
ID,2015,Robert,M,21,106,269.9
ID,2015,Brody,M,20,112,257.0
ID,2015,Diego,M,20,112,257.0
ID,2015,George,M,20,112,257.0
ID,2015,Ian,M,20,112,257.0
ID,2015,Julian,M,20,112,257.0
ID,2015,Wesley,M,20,112,257.0
ID,2015,Ashley,F,16,117,251.9
ID,2015,Brooke,F,16,117,251.9
ID,2015,Charlee,F,16,117,251.9
ID,2015,Kinley,F,16,117,251.9
ID,2015,Ximena,F,16,117,251.9
ID,2015,Axel,M,19,118,244.2
ID,2015,Beau,M,19,118,244.2
ID,2015,Brandon,M,19,118,244.2
ID,2015,Cash,M,19,118,244.2
ID,2015,Jeremiah,M,19,118,244.2
ID,2015,Kaden,M,19,118,244.2
ID,2015,Kayden,M,19,118,244.2
ID,2015,Kyler,M,19,118,244.2
ID,2015,Titus,M,19,118,244.2
ID,2015,Waylon,M,19,118,244.2
ID,2015,Xander,M,19,118,244.2
ID,2015,Xavier,M,19,118,244.2
ID,2015,Zane,M,19,118,244.2
ID,2015,Adelyn,F,15,122,236.1
ID,2015,Aliyah,F,15,122,236.1
ID,2015,Aubree,F,15,122,236.1
ID,2015,Brielle,F,15,122,236.1
ID,2015,Eden,F,15,122,236.1
ID,2015,Eliana,F,15,122,236.1
ID,2015,Eloise,F,15,122,236.1
ID,2015,Lola,F,15,122,236.1
ID,2015,Norah,F,15,122,236.1
ID,2015,Daleyza,F,14,131,220.4
ID,2015,Emilia,F,14,131,220.4
ID,2015,Jasmine,F,14,131,220.4
ID,2015,Josephine,F,14,131,220.4
ID,2015,Katherine,F,14,131,220.4
ID,2015,Kimber,F,14,131,220.4
ID,2015,Melanie,F,14,131,220.4
ID,2015,Molly,F,14,131,220.4
ID,2015,Paislee,F,14,131,220.4
ID,2015,Remington,F,14,131,220.4
ID,2015,Sage,F,14,131,220.4
ID,2015,Serenity,F,14,131,220.4
ID,2015,Willow,F,14,131,220.4
ID,2015,Damian,M,18,131,231.3
ID,2015,Dean,M,18,131,231.3
ID,2015,Harrison,M,18,131,231.3
ID,2015,Holden,M,18,131,231.3
ID,2015,Juan,M,18,131,231.3
ID,2015,Kaiden,M,18,131,231.3
ID,2015,Mateo,M,18,131,231.3
ID,2015,Maximus,M,18,131,231.3
ID,2015,Nathaniel,M,18,131,231.3
ID,2015,Tristan,M,18,131,231.3
ID,2015,Calvin,M,17,141,218.5
ID,2015,Corbin,M,17,141,218.5
ID,2015,Daxton,M,17,141,218.5
ID,2015,Grant,M,17,141,218.5
ID,2015,Hayden,M,17,141,218.5
ID,2015,Jude,M,17,141,218.5
ID,2015,Justin,M,17,141,218.5
ID,2015,Malachi,M,17,141,218.5
ID,2015,Paxton,M,17,141,218.5
ID,2015,Andrea,F,13,144,204.7
ID,2015,Arya,F,13,144,204.7
ID,2015,Callie,F,13,144,204.7
ID,2015,Eva,F,13,144,204.7
ID,2015,Iris,F,13,144,204.7
ID,2015,Jocelyn,F,13,144,204.7
ID,2015,June,F,13,144,204.7
ID,2015,Kate,F,13,144,204.7
ID,2015,Khloe,F,13,144,204.7
ID,2015,London,F,13,144,204.7
ID,2015,Oaklee,F,13,144,204.7
ID,2015,Olive,F,13,144,204.7
ID,2015,Presley,F,13,144,204.7
ID,2015,Abel,M,16,150,205.6
ID,2015,Angel,M,16,150,205.6
ID,2015,Beckett,M,16,150,205.6
ID,2015,Bryson,M,16,150,205.6
ID,2015,Griffin,M,16,150,205.6
ID,2015,Jordan,M,16,150,205.6
ID,2015,Kash,M,16,150,205.6
ID,2015,Kevin,M,16,150,205.6
ID,2015,Maddox,M,16,150,205.6
ID,2015,Paul,M,16,150,205.6
ID,2015,Rhett,M,16,150,205.6
ID,2015,Timothy,M,16,150,205.6
ID,2015,Tobias,M,16,150,205.6
ID,2015,Addilyn,F,12,157,188.9
ID,2015,Alivia,F,12,157,188.9
ID,2015,Bella,F,12,157,188.9
ID,2015,Brinley,F,12,157,188.9
ID,2015,Brooklynn,F,12,157,188.9
ID,2015,Hallie,F,12,157,188.9
ID,2015,Harley,F,12,157,188.9
ID,2015,Harlow,F,12,157,188.9
ID,2015,Jade,F,12,157,188.9
ID,2015,Kendall,F,12,157,188.9
ID,2015,Kimberly,F,12,157,188.9
ID,2015,Kylie,F,12,157,188.9
ID,2015,Lila,F,12,157,188.9
ID,2015,Morgan,F,12,157,188.9
ID,2015,Rose,F,12,157,188.9
ID,2015,Valeria,F,12,157,188.9
ID,2015,Vivian,F,12,157,188.9
ID,2015,Ashton,M,15,163,192.8
ID,2015,Bradley,M,15,163,192.8
ID,2015,Carlos,M,15,163,192.8
ID,2015,Conner,M,15,163,192.8
ID,2015,Crew,M,15,163,192.8
ID,2015,Felix,M,15,163,192.8
ID,2015,Jameson,M,15,163,192.8
ID,2015,Josiah,M,15,163,192.8
ID,2015,Kai,M,15,163,192.8
ID,2015,Preston,M,15,163,192.8
ID,2015,Abraham,M,14,173,179.9
ID,2015,Atticus,M,14,173,179.9
ID,2015,Benson,M,14,173,179.9
ID,2015,Brantley,M,14,173,179.9
ID,2015,Gideon,M,14,173,179.9
ID,2015,Gunner,M,14,173,179.9
ID,2015,Jasper,M,14,173,179.9
ID,2015,Jayce,M,14,173,179.9
ID,2015,Jesse,M,14,173,179.9
ID,2015,Joel,M,14,173,179.9
ID,2015,Leo,M,14,173,179.9
ID,2015,Mark,M,14,173,179.9
ID,2015,Maxwell,M,14,173,179.9
ID,2015,Seth,M,14,173,179.9
ID,2015,Adelaide,F,11,174,173.2
ID,2015,Amaya,F,11,174,173.2
ID,2015,Ashlyn,F,11,174,173.2
ID,2015,Athena,F,11,174,173.2
ID,2015,Bethany,F,11,174,173.2
ID,2015,Camila,F,11,174,173.2
ID,2015,Camille,F,11,174,173.2
ID,2015,Delaney,F,11,174,173.2
ID,2015,Emerson,F,11,174,173.2
ID,2015,Gabriella,F,11,174,173.2
ID,2015,Hope,F,11,174,173.2
ID,2015,Jennifer,F,11,174,173.2
ID,2015,Julia,F,11,174,173.2
ID,2015,Juliet,F,11,174,173.2
ID,2015,Lauren,F,11,174,173.2
ID,2015,Maria,F,11,174,173.2
ID,2015,Mckenna,F,11,174,173.2
ID,2015,Raegan,F,11,174,173.2
ID,2015,Rebecca,F,11,174,173.2
ID,2015,Remi,F,11,174,173.2
ID,2015,Aidan,M,13,187,167.1
ID,2015,Alan,M,13,187,167.1
ID,2015,Ayden,M,13,187,167.1
ID,2015,Bryce,M,13,187,167.1
ID,2015,Cruz,M,13,187,167.1
ID,2015,Dante,M,13,187,167.1
ID,2015,Graham,M,13,187,167.1
ID,2015,Ivan,M,13,187,167.1
ID,2015,Jesus,M,13,187,167.1
ID,2015,Jett,M,13,187,167.1
ID,2015,Knox,M,13,187,167.1
ID,2015,Nash,M,13,187,167.1
ID,2015,Tyson,M,13,187,167.1
ID,2015,Vincent,M,13,187,167.1
ID,2015,Alexandria,F,10,194,157.4
ID,2015,Annie,F,10,194,157.4
ID,2015,Baylee,F,10,194,157.4
ID,2015,Elise,F,10,194,157.4
ID,2015,Genesis,F,10,194,157.4
ID,2015,Gracelyn,F,10,194,157.4
ID,2015,Gracelynn,F,10,194,157.4
ID,2015,Haven,F,10,194,157.4
ID,2015,Isabel,F,10,194,157.4
ID,2015,Juniper,F,10,194,157.4
ID,2015,Kylee,F,10,194,157.4
ID,2015,Macy,F,10,194,157.4
ID,2015,Madilynn,F,10,194,157.4
ID,2015,Margaret,F,10,194,157.4
ID,2015,Parker,F,10,194,157.4
ID,2015,Reagan,F,10,194,157.4
ID,2015,Reese,F,10,194,157.4
ID,2015,Sawyer,F,10,194,157.4
ID,2015,Thea,F,10,194,157.4
ID,2015,Adriel,M,12,201,154.2
ID,2015,Andres,M,12,201,154.2
ID,2015,Bridger,M,12,201,154.2
ID,2015,Colt,M,12,201,154.2
ID,2015,Colter,M,12,201,154.2
ID,2015,Kyle,M,12,201,154.2
ID,2015,Kyson,M,12,201,154.2
ID,2015,Marshall,M,12,201,154.2
ID,2015,Maverick,M,12,201,154.2
ID,2015,Nicholas,M,12,201,154.2
ID,2015,Ridge,M,12,201,154.2
ID,2015,Riley,M,12,201,154.2
ID,2015,Stetson,M,12,201,154.2
ID,2015,Tanner,M,12,201,154.2
ID,2015,Tate,M,12,201,154.2
ID,2015,Zander,M,12,201,154.2
ID,2015,Zayden,M,12,201,154.2
ID,2015,Ada,F,9,213,141.7
ID,2015,Addyson,F,9,213,141.7
ID,2015,Alayna,F,9,213,141.7
ID,2015,Alexandra,F,9,213,141.7
ID,2015,Amy,F,9,213,141.7
ID,2015,Aylin,F,9,213,141.7
ID,2015,Beatrice,F,9,213,141.7
ID,2015,Briar,F,9,213,141.7
ID,2015,Caroline,F,9,213,141.7
ID,2015,Elsie,F,9,213,141.7
ID,2015,Evangeline,F,9,213,141.7
ID,2015,Felicity,F,9,213,141.7
ID,2015,Genevieve,F,9,213,141.7
ID,2015,Gwendolyn,F,9,213,141.7
ID,2015,Hattie,F,9,213,141.7
ID,2015,Jessica,F,9,213,141.7
ID,2015,Jordyn,F,9,213,141.7
ID,2015,Kaitlyn,F,9,213,141.7
ID,2015,Kaydence,F,9,213,141.7
ID,2015,Kira,F,9,213,141.7
ID,2015,Kynlee,F,9,213,141.7
ID,2015,Laila,F,9,213,141.7
ID,2015,Leila,F,9,213,141.7
ID,2015,Luna,F,9,213,141.7
ID,2015,Noelle,F,9,213,141.7
ID,2015,Rachel,F,9,213,141.7
ID,2015,Raelynn,F,9,213,141.7
ID,2015,River,F,9,213,141.7
ID,2015,Scout,F,9,213,141.7
ID,2015,Sienna,F,9,213,141.7
ID,2015,Stephanie,F,9,213,141.7
ID,2015,Vanessa,F,9,213,141.7
ID,2015,Alejandro,M,11,218,141.4
ID,2015,Cayden,M,11,218,141.4
ID,2015,Cody,M,11,218,141.4
ID,2015,Cohen,M,11,218,141.4
ID,2015,Dallas,M,11,218,141.4
ID,2015,Dax,M,11,218,141.4
ID,2015,Drake,M,11,218,141.4
ID,2015,Elliot,M,11,218,141.4
ID,2015,Gage,M,11,218,141.4
ID,2015,Grady,M,11,218,141.4
ID,2015,Kingston,M,11,218,141.4
ID,2015,Lane,M,11,218,141.4
ID,2015,Matteo,M,11,218,141.4
ID,2015,Patrick,M,11,218,141.4
ID,2015,Richard,M,11,218,141.4
ID,2015,River,M,11,218,141.4
ID,2015,Ronan,M,11,218,141.4
ID,2015,Rylan,M,11,218,141.4
ID,2015,Scott,M,11,218,141.4
ID,2015,Alex,M,10,237,128.5
ID,2015,Andre,M,10,237,128.5
ID,2015,August,M,10,237,128.5
ID,2015,Boston,M,10,237,128.5
ID,2015,Briggs,M,10,237,128.5
ID,2015,Bryan,M,10,237,128.5
ID,2015,Clark,M,10,237,128.5
ID,2015,Clayton,M,10,237,128.5
ID,2015,Derek,M,10,237,128.5
ID,2015,Desmond,M,10,237,128.5
ID,2015,Garrett,M,10,237,128.5
ID,2015,Hyrum,M,10,237,128.5
ID,2015,Jake,M,10,237,128.5
ID,2015,Jeffrey,M,10,237,128.5
ID,2015,Judah,M,10,237,128.5
ID,2015,Kaleb,M,10,237,128.5
ID,2015,Keegan,M,10,237,128.5
ID,2015,Kenneth,M,10,237,128.5
ID,2015,Krew,M,10,237,128.5
ID,2015,Lorenzo,M,10,237,128.5
ID,2015,Oscar,M,10,237,128.5
ID,2015,Quinn,M,10,237,128.5
ID,2015,Remington,M,10,237,128.5
ID,2015,Simon,M,10,237,128.5
ID,2015,Trevor,M,10,237,128.5
ID,2015,Victor,M,10,237,128.5
ID,2015,Adaline,F,8,245,125.9
ID,2015,Adilynn,F,8,245,125.9
ID,2015,Allie,F,8,245,125.9
ID,2015,Ayla,F,8,245,125.9
ID,2015,Cassidy,F,8,245,125.9
ID,2015,Celeste,F,8,245,125.9
ID,2015,Danielle,F,8,245,125.9
ID,2015,Elle,F,8,245,125.9
ID,2015,Elliana,F,8,245,125.9
ID,2015,Elora,F,8,245,125.9
ID,2015,Hadlee,F,8,245,125.9
ID,2015,Harmony,F,8,245,125.9
ID,2015,Hayden,F,8,245,125.9
ID,2015,Henley,F,8,245,125.9
ID,2015,Jessa,F,8,245,125.9
ID,2015,Lacey,F,8,245,125.9
ID,2015,Leslie,F,8,245,125.9
ID,2015,Lilian,F,8,245,125.9
ID,2015,Londyn,F,8,245,125.9
ID,2015,Magnolia,F,8,245,125.9
ID,2015,Malia,F,8,245,125.9
ID,2015,Mckinley,F,8,245,125.9
ID,2015,Paityn,F,8,245,125.9
ID,2015,Penny,F,8,245,125.9
ID,2015,Rosalie,F,8,245,125.9
ID,2015,Scarlet,F,8,245,125.9
ID,2015,Summer,F,8,245,125.9
ID,2015,Tessa,F,8,245,125.9
ID,2015,Valerie,F,8,245,125.9
ID,2015,Antonio,M,9,263,115.7
ID,2015,Brady,M,9,263,115.7
ID,2015,Brock,M,9,263,115.7
ID,2015,Bronson,M,9,263,115.7
ID,2015,Brooks,M,9,263,115.7
ID,2015,Charlie,M,9,263,115.7
ID,2015,Dakota,M,9,263,115.7
ID,2015,Damon,M,9,263,115.7
ID,2015,Elliott,M,9,263,115.7
ID,2015,Jase,M,9,263,115.7
ID,2015,Javier,M,9,263,115.7
ID,2015,Jaxen,M,9,263,115.7
ID,2015,Kameron,M,9,263,115.7
ID,2015,Killian,M,9,263,115.7
ID,2015,Martin,M,9,263,115.7
ID,2015,Miguel,M,9,263,115.7
ID,2015,Milo,M,9,263,115.7
ID,2015,Myles,M,9,263,115.7
ID,2015,Omar,M,9,263,115.7
ID,2015,Peter,M,9,263,115.7
ID,2015,Ronin,M,9,263,115.7
ID,2015,Royce,M,9,263,115.7
ID,2015,Santiago,M,9,263,115.7
ID,2015,Sterling,M,9,263,115.7
ID,2015,Sullivan,M,9,263,115.7
ID,2015,Taylor,M,9,263,115.7
ID,2015,Thiago,M,9,263,115.7
ID,2015,Walter,M,9,263,115.7
ID,2015,Adelynn,F,7,274,110.2
ID,2015,Adriana,F,7,274,110.2
ID,2015,Alaina,F,7,274,110.2
ID,2015,Allyson,F,7,274,110.2
ID,2015,Alyssa,F,7,274,110.2
ID,2015,Amanda,F,7,274,110.2
ID,2015,Amara,F,7,274,110.2
ID,2015,Blake,F,7,274,110.2
ID,2015,Brynn,F,7,274,110.2
ID,2015,Cecilia,F,7,274,110.2
ID,2015,Dakota,F,7,274,110.2
ID,2015,Elaina,F,7,274,110.2
ID,2015,Emmy,F,7,274,110.2
ID,2015,Esther,F,7,274,110.2
ID,2015,Heidi,F,7,274,110.2
ID,2015,Izabella,F,7,274,110.2
ID,2015,Josie,F,7,274,110.2
ID,2015,Kamryn,F,7,274,110.2
ID,2015,Kendra,F,7,274,110.2
ID,2015,Kenzie,F,7,274,110.2
ID,2015,Kyra,F,7,274,110.2
ID,2015,Lainey,F,7,274,110.2
ID,2015,Lillie,F,7,274,110.2
ID,2015,Maci,F,7,274,110.2
ID,2015,Macie,F,7,274,110.2
ID,2015,Maggie,F,7,274,110.2
ID,2015,Marley,F,7,274,110.2
ID,2015,Mary,F,7,274,110.2
ID,2015,Miriam,F,7,274,110.2
ID,2015,Nova,F,7,274,110.2
ID,2015,Rebekah,F,7,274,110.2
ID,2015,Rylie,F,7,274,110.2
ID,2015,Teagan,F,7,274,110.2
ID,2015,Virginia,F,7,274,110.2
ID,2015,Abram,M,8,291,102.8
ID,2015,Barrett,M,8,291,102.8
ID,2015,Colin,M,8,291,102.8
ID,2015,Donovan,M,8,291,102.8
ID,2015,Fletcher,M,8,291,102.8
ID,2015,Hendrix,M,8,291,102.8
ID,2015,Jaxton,M,8,291,102.8
ID,2015,Joaquin,M,8,291,102.8
ID,2015,Johnathan,M,8,291,102.8
ID,2015,Karter,M,8,291,102.8
ID,2015,Leonardo,M,8,291,102.8
ID,2015,Mario,M,8,291,102.8
ID,2015,Odin,M,8,291,102.8
ID,2015,Peyton,M,8,291,102.8
ID,2015,Phoenix,M,8,291,102.8
ID,2015,Quinton,M,8,291,102.8
ID,2015,Rowan,M,8,291,102.8
ID,2015,Ryland,M,8,291,102.8
ID,2015,Travis,M,8,291,102.8
ID,2015,Wade,M,8,291,102.8
ID,2015,Addilynn,F,6,308,94.5
ID,2015,Afton,F,6,308,94.5
ID,2015,Ainsley,F,6,308,94.5
ID,2015,Alexia,F,6,308,94.5
ID,2015,Alicia,F,6,308,94.5
ID,2015,Anastasia,F,6,308,94.5
ID,2015,Ariah,F,6,308,94.5
ID,2015,Ashlynn,F,6,308,94.5
ID,2015,Bentley,F,6,308,94.5
ID,2015,Catalina,F,6,308,94.5
ID,2015,Clarissa,F,6,308,94.5
ID,2015,Danika,F,6,308,94.5
ID,2015,Elliot,F,6,308,94.5
ID,2015,Emerald,F,6,308,94.5
ID,2015,Emersyn,F,6,308,94.5
ID,2015,Emrie,F,6,308,94.5
ID,2015,Georgia,F,6,308,94.5
ID,2015,Gwen,F,6,308,94.5
ID,2015,Jacqueline,F,6,308,94.5
ID,2015,Jaelyn,F,6,308,94.5
ID,2015,Janet,F,6,308,94.5
ID,2015,Jayla,F,6,308,94.5
ID,2015,Jaylee,F,6,308,94.5
ID,2015,Kali,F,6,308,94.5
ID,2015,Katelyn,F,6,308,94.5
ID,2015,Kathleen,F,6,308,94.5
ID,2015,Kayla,F,6,308,94.5
ID,2015,Keeley,F,6,308,94.5
ID,2015,Kenna,F,6,308,94.5
ID,2015,Kinslee,F,6,308,94.5
ID,2015,Leilani,F,6,308,94.5
ID,2015,Liberty,F,6,308,94.5
ID,2015,Lilah,F,6,308,94.5
ID,2015,Maddison,F,6,308,94.5
ID,2015,Millie,F,6,308,94.5
ID,2015,Monroe,F,6,308,94.5
ID,2015,Mya,F,6,308,94.5
ID,2015,Myah,F,6,308,94.5
ID,2015,Myla,F,6,308,94.5
ID,2015,Oaklie,F,6,308,94.5
ID,2015,Pyper,F,6,308,94.5
ID,2015,Raelee,F,6,308,94.5
ID,2015,Sara,F,6,308,94.5
ID,2015,Selena,F,6,308,94.5
ID,2015,Skylar,F,6,308,94.5
ID,2015,Sylvia,F,6,308,94.5
ID,2015,Tenley,F,6,308,94.5
ID,2015,Tylee,F,6,308,94.5
ID,2015,Augustus,M,7,311,90.0
ID,2015,Avery,M,7,311,90.0
ID,2015,Boone,M,7,311,90.0
ID,2015,Caden,M,7,311,90.0
ID,2015,Collin,M,7,311,90.0
ID,2015,Cyrus,M,7,311,90.0
ID,2015,Dillon,M,7,311,90.0
ID,2015,Edgar,M,7,311,90.0
ID,2015,Giovanni,M,7,311,90.0
ID,2015,Israel,M,7,311,90.0
ID,2015,Jagger,M,7,311,90.0
ID,2015,Jakob,M,7,311,90.0
ID,2015,Jamison,M,7,311,90.0
ID,2015,Jorge,M,7,311,90.0
ID,2015,Kade,M,7,311,90.0
ID,2015,Karson,M,7,311,90.0
ID,2015,Kasen,M,7,311,90.0
ID,2015,Lachlan,M,7,311,90.0
ID,2015,Luis,M,7,311,90.0
ID,2015,Mccoy,M,7,311,90.0
ID,2015,Nicolas,M,7,311,90.0
ID,2015,Niko,M,7,311,90.0
ID,2015,Ricardo,M,7,311,90.0
ID,2015,Russell,M,7,311,90.0
ID,2015,Sean,M,7,311,90.0
ID,2015,Steven,M,7,311,90.0
ID,2015,Titan,M,7,311,90.0
ID,2015,Trenton,M,7,311,90.0
ID,2015,Trey,M,7,311,90.0
ID,2015,Zaiden,M,7,311,90.0
ID,2015,Alexis,M,6,341,77.1
ID,2015,Ali,M,6,341,77.1
ID,2015,Andy,M,6,341,77.1
ID,2015,Chance,M,6,341,77.1
ID,2015,Cristian,M,6,341,77.1
ID,2015,Dalton,M,6,341,77.1
ID,2015,Daxon,M,6,341,77.1
ID,2015,Decker,M,6,341,77.1
ID,2015,Dexter,M,6,341,77.1
ID,2015,Dimitri,M,6,341,77.1
ID,2015,Dustin,M,6,341,77.1
ID,2015,Emanuel,M,6,341,77.1
ID,2015,Finley,M,6,341,77.1
ID,2015,Hank,M,6,341,77.1
ID,2015,Harvey,M,6,341,77.1
ID,2015,Hugh,M,6,341,77.1
ID,2015,Jared,M,6,341,77.1
ID,2015,Jay,M,6,341,77.1
ID,2015,Jonas,M,6,341,77.1
ID,2015,Jonathon,M,6,341,77.1
ID,2015,Kamden,M,6,341,77.1
ID,2015,Keith,M,6,341,77.1
ID,2015,Kellen,M,6,341,77.1
ID,2015,Kendrick,M,6,341,77.1
ID,2015,Lance,M,6,341,77.1
ID,2015,Louie,M,6,341,77.1
ID,2015,Marcos,M,6,341,77.1
ID,2015,Morgan,M,6,341,77.1
ID,2015,Oakley,M,6,341,77.1
ID,2015,Rafael,M,6,341,77.1
ID,2015,Raiden,M,6,341,77.1
ID,2015,Ruger,M,6,341,77.1
ID,2015,Skyler,M,6,341,77.1
ID,2015,Thaddeus,M,6,341,77.1
ID,2015,Thatcher,M,6,341,77.1
ID,2015,Walker,M,6,341,77.1
ID,2015,Winston,M,6,341,77.1
ID,2015,Zayne,M,6,341,77.1
ID,2015,Abby,F,5,356,78.7
ID,2015,Addisyn,F,5,356,78.7
ID,2015,Adelina,F,5,356,78.7
ID,2015,Aileen,F,5,356,78.7
ID,2015,Alejandra,F,5,356,78.7
ID,2015,Alessandra,F,5,356,78.7
ID,2015,Alexys,F,5,356,78.7
ID,2015,Aliana,F,5,356,78.7
ID,2015,Arabella,F,5,356,78.7
ID,2015,Ariel,F,5,356,78.7
ID,2015,Ariella,F,5,356,78.7
ID,2015,Austyn,F,5,356,78.7
ID,2015,Azalea,F,5,356,78.7
ID,2015,Braelyn,F,5,356,78.7
ID,2015,Braelynn,F,5,356,78.7
ID,2015,Briella,F,5,356,78.7
ID,2015,Brylee,F,5,356,78.7
ID,2015,Capri,F,5,356,78.7
ID,2015,Carter,F,5,356,78.7
ID,2015,Charli,F,5,356,78.7
ID,2015,Cheyanne,F,5,356,78.7
ID,2015,Cheyenne,F,5,356,78.7
ID,2015,Christina,F,5,356,78.7
ID,2015,Daniella,F,5,356,78.7
ID,2015,Diana,F,5,356,78.7
ID,2015,Emberlee,F,5,356,78.7
ID,2015,Emerie,F,5,356,78.7
ID,2015,Emmalyn,F,5,356,78.7
ID,2015,Emmalynn,F,5,356,78.7
ID,2015,Emory,F,5,356,78.7
ID,2015,Esme,F,5,356,78.7
ID,2015,Evelynn,F,5,356,78.7
ID,2015,Everlee,F,5,356,78.7
ID,2015,Evie,F,5,356,78.7
ID,2015,Finnley,F,5,356,78.7
ID,2015,Freya,F,5,356,78.7
ID,2015,Gabriela,F,5,356,78.7
ID,2015,Guadalupe,F,5,356,78.7
ID,2015,Holland,F,5,356,78.7
ID,2015,Indie,F,5,356,78.7
ID,2015,Jaiden,F,5,356,78.7
ID,2015,Jimena,F,5,356,78.7
ID,2015,Julianna,F,5,356,78.7
ID,2015,Kadence,F,5,356,78.7
ID,2015,Kallie,F,5,356,78.7
ID,2015,Karli,F,5,356,78.7
ID,2015,Katie,F,5,356,78.7
ID,2015,Keira,F,5,356,78.7
ID,2015,Khaleesi,F,5,356,78.7
ID,2015,Kiana,F,5,356,78.7
ID,2015,Kiara,F,5,356,78.7
ID,2015,Laura,F,5,356,78.7
ID,2015,Leighton,F,5,356,78.7
ID,2015,Lela,F,5,356,78.7
ID,2015,Lia,F,5,356,78.7
ID,2015,Liliana,F,5,356,78.7
ID,2015,Lilith,F,5,356,78.7
ID,2015,Lilliana,F,5,356,78.7
ID,2015,Liv,F,5,356,78.7
ID,2015,Madilyn,F,5,356,78.7
ID,2015,Madisyn,F,5,356,78.7
ID,2015,Mariah,F,5,356,78.7
ID,2015,Marlee,F,5,356,78.7
ID,2015,Maylee,F,5,356,78.7
ID,2015,Megan,F,5,356,78.7
ID,2015,Melissa,F,5,356,78.7
ID,2015,Miranda,F,5,356,78.7
ID,2015,Myra,F,5,356,78.7
ID,2015,Nicole,F,5,356,78.7
ID,2015,Opal,F,5,356,78.7
ID,2015,Ophelia,F,5,356,78.7
ID,2015,Philomena,F,5,356,78.7
ID,2015,Phoebe,F,5,356,78.7
ID,2015,Phoenix,F,5,356,78.7
ID,2015,Priscilla,F,5,356,78.7
ID,2015,Rowan,F,5,356,78.7
ID,2015,Ryann,F,5,356,78.7
ID,2015,Serena,F,5,356,78.7
ID,2015,Shelby,F,5,356,78.7
ID,2015,Sierra,F,5,356,78.7
ID,2015,Skyla,F,5,356,78.7
ID,2015,Sloane,F,5,356,78.7
ID,2015,Tesla,F,5,356,78.7
ID,2015,Waverly,F,5,356,78.7
ID,2015,Willa,F,5,356,78.7
ID,2015,Zelda,F,5,356,78.7
ID,2015,Alexzander,M,5,379,64.3
ID,2015,Anderson,M,5,379,64.3
ID,2015,Andreas,M,5,379,64.3
ID,2015,Arthur,M,5,379,64.3
ID,2015,Atreyu,M,5,379,64.3
ID,2015,Axton,M,5,379,64.3
ID,2015,Blaine,M,5,379,64.3
ID,2015,Bodee,M,5,379,64.3
ID,2015,Brigham,M,5,379,64.3
ID,2015,Cade,M,5,379,64.3
ID,2015,Case,M,5,379,64.3
ID,2015,Coleman,M,5,379,64.3
ID,2015,Conrad,M,5,379,64.3
ID,2015,Davis,M,5,379,64.3
ID,2015,Dominik,M,5,379,64.3
ID,2015,Enzo,M,5,379,64.3
ID,2015,Ephraim,M,5,379,64.3
ID,2015,Finnley,M,5,379,64.3
ID,2015,Francisco,M,5,379,64.3
ID,2015,Frederick,M,5,379,64.3
ID,2015,Gael,M,5,379,64.3
ID,2015,Graysen,M,5,379,64.3
ID,2015,Harper,M,5,379,64.3
ID,2015,Hezekiah,M,5,379,64.3
ID,2015,Iker,M,5,379,64.3
ID,2015,Jaden,M,5,379,64.3
ID,2015,Julius,M,5,379,64.3
