ID,Hashtag
774420883117051906,oreillyfactor
774391731219533824,neverhillary
774391698717810689,valuesvotersummit
774389616954712064,teamtrump
774389616954712064,makeamericagreatagain
774362914539143168,neverhillary
774362914539143168,hillaryclinton
774361225216032769,benghazi
774361225216032769,maga
774359289561362432,1
774328632642863104,bots
774306191887441920,momentum
774263713922748417,schoolchoice
774241349994504192,maga
774235040876208128,makeamericagreatagain
773994375034527744,schoolchoice
773994375034527744,maga
773954660050739200,crookedhillary
773954660050739200,hillarysearpiece
773928938540150784,trump2016
773923188895911936,nbcnewsforum
773923058646028288,maga
773911935242743808,trump2016
773880247632535552,repost
773880247632535552,veterans
773856728311922688,kktv
773702270764527617,shortcircut
773702270764527617,benghazi
773697776785825793,benghazi
773697776785825793,nbcnewsforum
773653662992183296,maga
773652229932720128,houseofclintons
773651413712777217,maga
773647301076094977,maga
773615384582688768,colorado
773615384582688768,copol
773615384582688768,maga
773572994014732289,trump
773572994014732289,makeamericagreatagain
773511042613645316,repost
773506635654455296,trump2016
773506635654455296,trumppence
773506635654455296,trump
773506635654455296,maga
773482200209690624,trump2016
773482200209690624,maga
773350779042267136,trump
773345205835759617,hannity
773344522898145280,clinton
773305884978114561,makeamericagreatagain
773287203703296000,maga
773216730361520128,1
773189277505191936,schoolchoice
773164805775556608,schoolchoice
772968110945075201,trump2016
772968110945075201,makeamericagreatagain
772968110945075201,trump
772968110945075201,trumppence
772968110945075201,maga
772801076777017345,repost
772797999705649153,maga
772797999705649153,dobbs
772441808504750080,makeamericagreatagain
772437981252710400,icymi
772422734982877184,motherteresa
772247942912548864,nebraska
772247942912548864,ne
772247942912548864,makeamericagreatagain
772247942912548864,maga
772244255284817920,maga
772068248577777664,makeamericagreatagain
772051446799958020,imwithyou
771453206383570944,repost
771113316920025088,trumpmexico
771009402572713984,illegalimmigration
770755590771642372,specialreport
770713810835562496,trump
770713367162023936,benghazi
770713348421844992,benghazi
770652625134096384,obamaworld
770621960086753280,real
770621960086753280,glencoffee
770621960086753280,maga
770620655482073088,riggedelection
770592384832929792,hannity
770577482781167617,obamacare
770448204961878016,hannity
770407487044521984,trumpdc
770407487044521984,openingsoon
770407487044521984,washingtondc
770389911903940608,hannity
770389911903940608,austin
770389911903940608,tx
769658617134022657,hillaryclintonsearchterms
769173315474841600,benghazi
768987061458206721,clintoncash
768970785599782912,throwback
768970785599782912,daddydaughter
768931851243315200,hillarysamerica
768931851243315200,thehissilentinbenghazi
768931851243315200,hillaryforprison
768931851243315200,maga
768928132183261185,paytoplay
768902706022846464,altrightmeans
768900655217946624,paranoidhillary
768879026773626880,noethics
768853042305327104,leadright2016
768646916292968449,hannity
768635529546108928,makeamericasafeagain
768633526023516161,clinton
768586855302344704,austin
768586855302344704,tx
768586855302344704,maga
768558713569366016,trumptrain
768558713569366016,makeamericagreatagain
768517287817060352,repost
768268162060029953,leadright2016
768245118792929280,trumptrain
768245118792929280,rudygiuliani
768243536395239424,crooked
768238707690254336,crookedhillary
768238107388850176,greta
768237733043052545,greta
768236566808399872,american
768214387706306560,greta
768206975335182336,austin
768206975335182336,tx
768206975335182336,texas
768193320426229762,maga
768168716257271810,repost
768168716257271810,makeamericagreatagain
768168716257271810,trumppence16
768168716257271810,usa
768068632618340352,podesta
768041357076291584,hillaryclinton
767922666523230208,facebooklive
767922666523230208,trumptrain
767922666523230208,maga
767879406488616960,fore
767181511619600384,familytime
767181511619600384,family
767117815786725376,archery
767117815786725376,targetshooting
767117815786725376,compound
767031877836218368,familytime
766989069406666754,catskills
766989069406666754,familytime
766989069406666754,family
766769829395128320,makeamericagreatagain
766697595347415040,standwithlouisiana
766697595347415040,americafirst
766697595347415040,imwithyou
766623322364846080,crookedlogic
766609226512863232,familytime
766609226512863232,cooking
766609226512863232,daddysgirl
766442015487823872,breaking
766440277246636032,donaldtrump
766256244143300608,rigged
766036842688966657,trumppence16
765868820779012096,repost
765868820779012096,wisconsin
765868820779012096,lawandorder
765868820779012096,imwithyou
765746125315805186,repost
765710051222835200,yukon
765541756419047424,trumptrain
765304519060107264,repost
765304519060107264,makeamericasafeagain
765304519060107264,trumppence16
765304519060107264,trumptrain
765254114414432256,repost
761318307496505344,thelead
760943874005012480,clintoning
760883440174575616,sarcasmdisclaimer
760863752023531520,unfit
760478779219255297,crookedhillary
760478503401877504,dobbs
760236847259877376,makeamericagreatagain
760236847259877376,trumppence16
760183487836061696,benghazi
760183487836061696,hillaryclinton
760114673849171968,repost
759486970666123264,saudi
759212352382402560,crookedhillary
759166786499665924,bizbeat
759125851510280192,hillaryclinton
759125851510280192,usa
759077935399702528,indiana
759077935399702528,govsride
759031931984048128,dncinphl
759025226323783680,imwithher
759025226323783680,demsinphilly
759022534356561921,s
758867222320123904,demsinphilly
758867222320123904,enoughclinton
758866384101093377,demsinphilly
758832375375683584,wikileaks
758832375375683584,dncleak
758828174427889664,neshobacountyfair
758828174427889664,philbryant
758815026031362048,demsinphilly
758815026031362048,demconvention
758778579496886272,enoughclinton
758778579496886272,demsinphilly
758771073609531392,throwbackthursday
758761339233984513,trumppence16
758761339233984513,maga
758761339233984513,bts
758737854369452032,demsinphilly
758737854369452032,demconvention
758690550837051393,dobbs
758682351849312256,demsinphilly
758662395900420097,demconvention
758662395900420097,maga
758657999082782720,makeamericagreatagain
758657999082782720,trumppence16
758657999082782720,americafirst
758657999082782720,trumptrain
758657999082782720,dobbs
758650674380931072,whatajoke
758648907618455552,demsinphilly
758422127041282048,demsinphilly
758422127041282048,dncinphl
758421465897267201,noteverythingisracist
758419128323571714,demsinphilly
758419128323571714,democrat
758419128323571714,american
758419128323571714,dnc
758418762949353472,demconvention
758418762949353472,demsinphilly
758406290444017664,demsinphilly
758400769792024576,elections
758400769792024576,usa
758395446838657024,1
758395446838657024,openingsept12
758331298255609856,makeamericagreatagain
758298799282458624,riggedsystem
758298799282458624,riggeddnc
758093001918783488,demsinphilly
758084983567167488,makeamericagreatagain
758084983567167488,trump2016
758055336141926400,neshobacountyfair
758055336141926400,neshoba
757995745035165696,vfwconvention
757995012986593280,vfwconvention
757994268707295232,dobbs
757993086668644352,makeamericagreatagain
757991206236205056,feelthebern
757991206236205056,demexit
757960937030553601,dnc
757958411753394176,dncinphl
757958411753394176,demsinphilly
757953779832492032,normandy
757952292960165888,trumppence16
757952292960165888,trumptrain
757783079368785921,hannity
757777469264887808,isis
757777469264887808,greta
757728289225977856,bernie
757728289225977856,hillary
757726994544984064,emptyseats
757722725553012736,hillaryclinton
757722725553012736,demsinphilly
757720983184691201,riggedsystem
757695942032097280,dncleak
757677872647589888,clintoncash
757553263386308608,riggedsystem
757553263386308608,setup
757424225569214464,dncwikileaks
757420455749820416,dncleak
757315399067193346,cnnsotu
757315033172881408,cnnsotu
757291588045471744,shocircus
757275483084128256,riggedsystem
757267907290202112,irony
757258173053018112,wikileaks
757251091662856192,demconvention
757251091662856192,dncleak
757251091662856192,dncinphl
757247324468969472,s
757223724156420100,thisweek
757222991134621696,riggedsystem
757218332588273664,cnnsotu
757217447074205696,cnnsotu
757191263154307072,cnnsotu
757029436499910656,clintoncash
756900673573228548,rncincle
756891788212838400,trumps
756670285789720576,rncincle
756656295181185028,kellyfile
756625307864530945,daddysgirl
756532038753193984,rnc
756507432625532928,rncincle
756500431224832000,rncincle
756499032743305216,rncincle
756354865656365056,america
756353477174059008,rncincle
756353477174059008,trumppence2016
756351015755145216,rncincle
756350928068960256,rncincle
756331440359342080,makeyoutubegreatagain
756307269449428993,makeamericagreatagain
756288667153371137,gopconvention
756288483715522560,rncincle
756287534561320960,rncincle
756287534561320960,trumppence2016
756270639527391233,rnc
756262548069085184,rncincle
756254551716409344,potus
756254551716409344,maga
756254551716409344,rncincle
756129970783555588,rncincle
756129302622580736,gopconvention
756109298950893568,gopconvention
756109298950893568,rncincle
756088459027095552,rncincle
756083062270730240,rncincle
756083062270730240,maga
755967074896183296,rncconvention2016
755967074896183296,rncincle
755967074896183296,trump2016
755950298531700736,makeamericagreatagain
755935313550159872,rncincle
755925252253872128,gopconvention
755925252253872128,rncincle
755922325749522433,rncincle
755887224110088192,icymi
755887224110088192,gopconvention
755887224110088192,trumppence16
755887224110088192,rncincle
755887224110088192,makeamericagreatagain
755822610336870400,rncincle
755819344064425984,rncincle
755818846288687105,trump2016
755814540231663616,rncincle
755806122594873345,rncincle
755802804854386688,donaldtrumpjr2024
755781516345610241,rncincle
755776045614325760,gopconvention
755776045614325760,rncincle
755768244917723137,rncincle
755742105440489476,rncincle
755742105440489476,rnc
755742105440489476,neverhillary
755742105440489476,lockherup
755654545968070656,rncincle
755654545968070656,makeamericagreatagain
755599407932960768,beastmode
755594981151215620,rncincle
755591774018625540,rncincle
755591774018625540,makeamericaworkagain
755582594096431104,speechtime
755582594096431104,rncincle
755582594096431104,gopconvention
755582594096431104,trump2016
755582594096431104,trumppence16
755582594096431104,makeamericagreatagain
755580331378380800,rncincle
755569070074757120,rncincle
755567095144865792,rncincle
755566976861286400,rncincle
755566284629159936,rncincle
755562903495991296,onlytrumpwilldo
755538323305881600,rncincle
755538323305881600,trump2016
755538323305881600,makeamericagreatagain
755473877871067136,rncincle
755473840583606272,pennsylvania
755473840583606272,rncincle
755459277796421633,spinaltap
755459277796421633,hellocleveland
755457048641310722,rncincle
755443290552561664,rncincle
755443290552561664,wfriendslikethese
755424590290161664,rncincle
755411052897177600,rncincle
755384545734750208,pennsylvania
755384545734750208,pagopincle
755379444441841664,pagopincle
755379444441841664,rncincle
755365456874246144,indiana
755364332465164289,gopconvention
755242451271557120,hannity
755236694958407680,rudygiuliani
755236694958407680,makeamericasafeagain
755236526947176448,rncincle
755235644536975360,rncincle
755215349134528517,rncincle
755215051318030337,rncincle
755208673589399552,rncincle
755208673589399552,rnc2016
755204075222929408,rncincle
755204075222929408,makeamericasafeagain
755191694602231808,rncincle
755186345593692160,cleveland
755186345593692160,trump2016
755177929596960771,gopconvention
755177929596960771,makeamericasafeagain
755177929596960771,trump2016
755157101564002305,trumpwashingtondc
755157101564002305,comingsoon
755155852156407810,bluelivesmatter
755155852156407810,batonrouge
755063721341444096,trumpdc
755006972454395905,hannity
754394870232584192,breaking
754365807283539968,makeamericagreatagain
754358386876088320,trumppence16
753910746577301505,bastilleday
795462777255116801,maga3x
795445872280698880,virginia
795445872280698880,trumppence16
795445872280698880,maga
795445872280698880,jobs
795445872280698880,economy
795427553221681153,maga3x
795427553221681153,draintheswamp
795426385837879296,maga3x
795421527911104516,draintheswamp
795421527911104516,neverhillary
795421527911104516,maga3x
795106730631905280,draintheswamp
795093250377916416,americafirst
795017156245225472,imwithher
795010080571846657,imwithher
795010080571846657,maga
795006650436517888,icymi
794651828981993473,spiritcooking
794651828981993473,neveryhillary
794651828981993473,draintheswamp
794577613725569024,maga3x
794573524941860864,podestaemails29
794346723145564171,nevergiveup
794346723145564171,draintheswamp
794346723145564171,maga3x
793530399922282498,podestaemails20
793530399922282498,neverhillary
793286916720488448,maga3x
793285418213138432,draintheswamp
792867422726336512,trumpinaz
792867422726336512,trumprally
792867422726336512,draintheswamp
792844975574687744,gohillary
792844975574687744,draintheswamp
792844975574687744,maga3x
792842079663644672,veteransfortrump
792842079663644672,draintheswamp
792842079663644672,maga3x
792827433548382208,veteransfortrump
792212224068771840,draintheswamp
792212224068771840,maga3x
792212224068771840,podestaemails21
792162855835541504,draintheswamp
792162855835541504,maga3x
792162855835541504,neverhillary
792145165838381056,neverhillary
792145165838381056,maga3x
792145165838381056,podestaemails21
792063794105217025,draintheswamp
792063794105217025,maga3x
792052192077160448,neverhillary
792052192077160448,draintheswamp
792036024981524480,neverhillary
792036024981524480,draintheswamp
792035426492157957,maga3x
791979133395955713,maga3x
791858125175488512,springfieldoh
791648622500835328,circleofenrichment
791648622500835328,podestaemails20
791648622500835328,maga3x
791648622500835328,draintheswamp
791443379892711424,neverhillary
791397116371349504,trumpocrats
791397116371349504,draintheswamp
791397116371349504,podestaemails19
791397116371349504,maga3x
791396424965427200,ohio
791396424965427200,mi
791396424965427200,pa
791396424965427200,nc
791396424965427200,va
791396424965427200,ga
791396424965427200,fla
791396424965427200,mi
791396424965427200,co
791396424965427200,az
791396424965427200,nv
791396424965427200,trumppence16
791363757599363072,podestaemails19
791354772502810624,neverhillary
791354772502810624,podestaemails19
791354772502810624,draintheswamp
791354772502810624,maga3x
791352321506734081,podestaemails19
791352321506734081,draintheswamp
791352321506734081,maga3x
791320495572578304,periscope
791106948364177408,megynkelly
791106948364177408,neverhillary
791106948364177408,draintheswamp
791106948364177408,maga3x
791100489261780993,draintheswamp
791085796858163200,maga3x
791012497373265921,podestaemails18
791012497373265921,draintheswamp
791012497373265921,neverhillary
791012497373265921,maga3x
790993909417648128,neverhillary
790993909417648128,podestaemails17
790900780668588033,draintheswamp
790900780668588033,neveryhillary
790756277332959233,draintheswamp
790661318089015297,maga3x
790589451206397952,maga3x
790581372091904000,podestaemails17
790581372091904000,trumppence16
790581372091904000,maga3x
790581372091904000,draintheswamp
790570498140827648,maga3x
790570498140827648,draintheswamp
789950884008501248,maga3x
789950884008501248,gettysburg
789950884008501248,podestaemails15
789939463262568449,podestaemails15
789939463262568449,draintheswamp
789939463262568449,gettysburg
789874170964221952,gettysburg
789874170964221952,podestaemails15
789874170964221952,maga3x
789874170964221952,draintheswamp
789874170964221952,voterfraud
789874170964221952,trump2016
789874170964221952,trumppence
789872954049900544,gettysburg
789868341980573696,gettysburg
789868341980573696,trump
789868341980573696,maga3x
789868341980573696,podestaemails15
789868341980573696,neverhillary
789866049327943680,gettysburg
789866049327943680,maga3x
789866049327943680,podestaemails15
789866049327943680,neverhillary
789794128079024128,maga
789572402460098560,enoughisenough
789207769270263808,neverhillary
789120807582564352,maga
789120430762184705,maga
788182649068216320,maga
787809039874949120,trump
787482805894643712,maga3x
786537708969603072,neverhillary
785538438124666880,maga
785535854387290112,debates2016
785367441790697472,debate
785355727992827904,obamacare
785353143601082368,neverhillary
785353143601082368,maga
785351179429568512,ransom
785351179429568512,debate
784943606763167745,maga
784943606763167745,moreelectablethantrump
784845650693238784,trumptapes
783863382160138240,neverhillary
783505930704986112,vpdebate
783504121017962496,vpdebate
783503367016284160,vpdebate
783496556313837568,maga
783496148593971202,maga
783493907090780160,vpdebate
783492907760181252,vpdebate
783492124096417792,vpdebate
783492060921769984,vpdebate
783487961455222784,paytoplay
783487961455222784,vpdebate
783397587005038596,neverhillary
783397176235798529,neverhillary
782994166796193792,maga
782588511945830400,sundayfutures
782588473282744320,nyt
782588473282744320,trump
782588454651568128,sundayfutures
782383063191818240,basementdwellers
782354139607031809,neverhillary
781940461716041728,nothillary
781920919681982464,nothillary
781625116946030592,neverhillary
781248322619133952,followthemoney
780819134036766720,debatenight
780819033994227713,debatenight
780819033994227713,debates2016
780818646612467714,neverhillary
780631695263408128,trumpwins
780631196795564032,trumpwins
780631196795564032,debates2016
780472279700496384,trumpwins
780471957091385344,trumptrain
780471957091385344,trumpwins
780469448289447936,trumpwins
780469448289447936,maga
780468488204853248,trumpwins
779392464515915776,america
779368945774170113,debate
779368945774170113,50debatepoints
779368945774170113,trumpunstoppable
779368945774170113,debates2016
778899900922732544,maga
778717066580729857,neverhillary
778378190813327360,ldtpoll
777523800212733952,corruptcgi
777495909047365632,maga
777457805120966659,trumptrai
776876907405213704,trump
776876907405213704,birtherism
776844540795846657,maga
776585361170440192,maga
776391090941329408,maga
775846890998935552,trump2016
775846869578584064,trump2016
775846860904734720,trump2016
775520333772324865,1
775520333772324865,masa
775520333772324865,maga
775518500920188928,basketofdeplorables
775518500920188928,americans
775518500920188928,votetrump
774978155794751488,september11
774978155794751488,neverforget
774978155794751488,september11
774978155794751488,neverforget
774978155794751488,september11
774978155794751488,neverforget
774978155794751488,september11
774978155794751488,neverforget
774978155794751488,september11
774978155794751488,godblessamerica
774978050123378688,rt
774949490373435394,september11
774949490373435394,neverforget
774949490373435394,september11
774949490373435394,neverforget
774949490373435394,september11
774949490373435394,neverforget
774949490373435394,september11
774949490373435394,neverforget
774949490373435394,september11
774949490373435394,godblessamerica
774706821940514816,veterans
774706821940514816,military
774706821940514816,maga
774705173813981184,deplorable
774705173813981184,basketofdeplorables
774701493345742852,basketofdeplorables
774701493345742852,trump16
774698514907557889,basketofdeplorables
774698114968084480,basketofdeplorables
774698114968084480,crookedhillary
774697819521318913,deplorable
774646816339931142,basketofdeplorables
774646622378610689,basketofdeplorables
774646622378610689,neverhillary
774641489636839426,trumptrain
774638813633052672,basketofdeplorables
774563970522943488,maga
774563880836198401,desparate
774563880836198401,neverhillary
774476825292603393,maga
773729208002551809,nbcnewsforum
773719892642172928,nbcnewsforum
773515230039117824,neverhillary
773501877631803392,imwithyou
773501813974859776,votetrump
773501813974859776,makeamericagreatagain
773370699905990656,maga
773370699905990656,votetrump
773370699905990656,veteransfortrump
773107579446788096,maga
772521594526785536,maga
772397861074067457,maga
772397053955674112,trumppence
772397053955674112,trumpindetroit
772397053955674112,maga
772256457848983552,maga
772252229067767809,imwithyou
772251806898483204,bancnn
772242060585893888,maga
771871843506614273,neverhillary
771865936718622720,neverhillary
771828083556966400,maga
771827750550114304,neverhillary
771826765970956288,neverhillary
771445604459347968,latinosfortrump
771164139586584576,latinosfortrump
771155031588569088,neverhillary
771154425146736640,latinosfortrump
771113463523450880,trumpenmexico
771108942608998401,trumpenmexico
771108942608998401,americafirst
771108942608998401,maga
770782990800678912,fl18
770467657653026816,neverhillary
770047723961802756,crookedhillary
770047723961802756,maga
770047723961802756,trump
770046524889989123,maga
770046524889989123,neverhillary
769684990661582852,neverhillary
769683805690994688,trumppence2016
769678644948049920,roastandride
769157269866983425,maga
769157269866983425,neverhillary
769157242373349376,neverhillary
769156926907092992,neverhillary
769039571174785025,maga
769039571174785025,neverhillary
768891464122298368,neverhillary
768890960088530944,neverhillary
768890960088530944,maga
768881091415515136,neverhillary
768852741288501249,makeamericagreatagain
768850299687755776,maga
768850299687755776,neverhillary
768796620964134912,maga
768796620964134912,neverhillary
768646382332809217,trumppence16
768469048841662464,operationtacobowl
768469048841662464,latinosfortrump
767922546293501952,teamtrump
767922546293501952,america
767922546293501952,neverhillary
767541321338937348,teamtrump
767541321338937348,america
767541321338937348,neverhillary
767540186511183872,america
767536902249521152,maga
767536902249521152,neverhillary
767498673043279872,mikepence
767498673043279872,isis
767464459954782214,maga
767464459954782214,neverhillary
767114766460616704,rio2016
767114766460616704,athletics
767033549216182273,trumppence16
767033549216182273,maga
767028637048639488,leader
767027964143951873,trumptrain
767027964143951873,makeamericagreatagain
767004428121571328,maga
767004428121571328,whereshillary
766973842094977024,maga
766973842094977024,whereshillary
766973842094977024,neverhillary
766966748994277376,whereshillary
766846627596406784,whereshillary
766718723944288256,maga
766717894898122752,neverhillary
766650126655815680,neverhillary
766457784506417152,fieldoffight
766457784506417152,isis
766043605127618561,trumppence16
765883420794814464,rude
765883384656695296,maga
765746611607576576,neverhillary
765745047513935873,maga
765303878174797824,maga
765025210017820672,maga
765019426261381120,maga
765019426261381120,neverhillary
765018399189544961,maga
765018399189544961,neverhillary
764893381873000453,neverhillary
764644439667138560,trump
764578636481650688,neverhillary
764537137517760512,neverhillary
763202514267152385,neverhillary
762987923138457600,neverhillary
762987888325734400,neverhillary
762657034013593601,neverhillary
762392223463780352,neverhillary
762318290995863552,nato
762318290995863552,mtp
762318207759880193,neverhillary
762270467088605184,imnotwithher
762270467088605184,benghazi
762270467088605184,benghazireport
762257266120810497,neverhillary
761749335180795910,neverhillary
761749335180795910,maga
761747267107815424,democrats
761747267107815424,crookedhillary
761747267107815424,trump
761706997620346880,neverhillary
761706997620346880,maga
761706422421819392,trumptrain
761706422421819392,makeamericagreatagain
761401816026198016,neverhillary
761172310384599043,trumptrain
761172310384599043,maga
761171901112811520,trumptrain
761171901112811520,potus
761171901112811520,maga
760918901475647488,electiondayin5words
760918901475647488,maga
760918901475647488,trumppence16
760918901475647488,trumptrain
760617187769851906,benghazi
759834339467145216,neverhillary
759732219468402688,neverhillary
759543535066415104,neverhillary
759537312837447680,neverhillary
759526231322656769,neverhillary
759525841512443904,neverhillary
759520138865418242,crookedhillary
759221555629088768,neverhillary
759219041647157252,lockherup
759219041647157252,hillno
759219041647157252,neverhillary
759219041647157252,dncinphl
759219041647157252,riggedsystem
759219041647157252,feelthebern
759219041647157252,trumppence16
758864040936353797,lockherup
758864040936353797,crookedhillary
758864040936353797,dishonestmedia
758863428815458304,neverhillary
758860464872824833,neverhillary
758851971491082240,neverhillary
758676373405855744,maga
758676373405855744,neverhillary
758674545532370948,dncleaks
758674190287376384,maga
758674190287376384,neverhillary
758474378694787073,demsinphilly
758472212521291776,neverhillary
758472212521291776,freddiegray
758472212521291776,policelivesmatter
758377654525399040,trump
758377654525399040,varneyco
757933702512939008,demsinphilly
757687753739952130,maga
757687753739952130,dncinphl
757681085572452352,maga
757681085572452352,dncinphl
757012590346153984,trumppence16
757012590346153984,trumppoll
757012338008477697,trumppence16
757012312536420352,trumppence16
756942481103527936,trumppence16
756942481103527936,maga
756931867266260992,bernie
756931867266260992,protesting
756931867266260992,dncinphl
756752339428487168,neverhilliary
756688487785476096,neverhilliary
756565410795761664,yourfired
756415852031905792,gopconvention
756415852031905792,rncincle
756326907885551617,rncincle
756288664808873984,rncincle
755957879572692992,rncincle
755585261745082368,rncincle
755585261745082368,wfriendslikethese
755512802807209984,makeamericaworkagain
755512802807209984,trumppence16
755512802807209984,rncincle
755417685358510080,rncincle
755381534673166336,military
755363480484581376,neverhillary
755343970641870848,makeamericasafeagain
755343970641870848,gopconvention
755343970641870848,rncincle
755259011340070912,rncincle
755050799680528385,maga
754775870536093696,maga
754464918016036864,4
754464918016036864,kindle
754340538254561280,neverhillary
754340538254561280,stopcrookedhillary
754340538254561280,trumppence
754340538254561280,trump2016
754338913620230149,maga
754338913620230149,neverhillary
754337375371788288,maga
754326011030937601,maga
754322252808744960,neverhillary
754320844390862848,neverhillary
754318246472511488,imwithyou
754045171919122433,maga
754045171919122433,neverhillary
753774305985658880,neverhillary
753436702861955072,hannity
753436576215015424,cleveland
753241179211329537,hannity
753237262649921536,crookedhillary
753237262649921536,imwithyou
753217256876716032,crookedhillary
753201694100615169,crookedhillary
752728620163039232,newrelease
752685341153329152,gop
752685341153329152,isis
752645639398305795,neverhillary
752486911789436928,neverhillary
752468295501086721,nevereverhillary
752227873252139008,neverhillary
751562202117701632,neverhillary
751561087104016384,maga
751560853137321984,maga
751476263714484224,fieldoffight
751249516817420289,hillary
751247785178099712,usmc
751247785178099712,hillary
751247785178099712,clinton
750875695384002560,trump2016
750875695384002560,trumptrain
750803929437470720,neverhillary
750446529731780608,riggedsystem
750446529731780608,bernieorbust
749921190999826432,declassified
749920440143929344,declassified
749429718219456512,crookedhillary
748349452470063104,kellyfile
748347001947971588,obama
748344617893003264,kellyfile
748332714080731137,kellyfile
748119454622621696,makeamericagreatagain
748119427892281344,benghazireport
748112141929091072,benghazireport
747915919129600000,istanbul
747914998895108097,america
747897380880539648,thefightathand
747897380880539648,heknowsothersknow
747884308178706432,ciwag
747240436406751232,fieldoffight
746794788041568257,brexit
746793182529093632,trumptrain
746793182529093632,bluehand
746641969162522624,truthfearsnoquestions
746365272500506624,fieldoffight
745944681331122180,trump2016
745944681331122180,fieldoffight
745944681331122180,americafirst
745943181527646208,neverhillary
745755866452766720,fieldoffight
745627087298396161,fieldoffight
745228259009273856,guncontrol
745228259009273856,hannity
745228259009273856,2a
745069382087344128,orlando
745047541868277760,constantcontact
744552039884140544,maga
744552039884140544,trump2016
744551878348935168,trump2016
743118389510574080,fieldoffight
742211465990549505,fbi
742211465990549505,isis
742211465990549505,usa
742211465990549505,tkg
742112103427899392,listentothevoters
740641230871232512,winning
740324570687627265,myfirsttweet
740320736506568704,hillaryforprison2016
739276382581051392,fbi
739051785910767616,2
738531935140487168,trump2016
737021906612801540,boom
737021906612801540,realitycheck
737021906612801540,terror
736534266960445440,trump
736534266960445440,makeamericagreatagain
736534266960445440,trump2016
736365322698121216,26
733599140517675008,trumptrain
728571112020381696,listentothevoters
728570762035134465,brexit
724334560247447552,audio
723488405737365504,leadership
723488405737365504,essentials
723488405737365504,commune
723488405737365504,combat
723488405737365504,college
723488405737365504,culture
723488405737365504,myiuk
720430519889092608,bowebergdahl
719716785952526336,kellyfile
719274218437931008,cybersecurity
719274081112231940,obama
719274081112231940,whitehouse
717192949008703489,2
717192949008703489,0
714268297689042944,brussels
709855449013682178,putin
709855449013682178,assad
706160024444399617,benghazi
699330015402418176,ff
691356419224838144,kimberlydvorak
689650225166753792,sonomacellar
689650225166753792,drycreekvin
688524284344545280,cia
688524284344545280,syria
688524284344545280,alqaeda
688524284344545280,isis
688524284344545280,isil
688524284344545280,daesh
688524284344545280,dia
684938058660208644,kellyfile
671919568407928832,paris
671918846794719233,islamicstate
671918846794719233,turkey
666995252859924480,israel
666995252859924480,iraq
666995252859924480,terrorism
666995252859924480,blindsided
666995252859924480,syria
665610912456380416,s
665610912456380416,s
665029208884838400,mosul
665029208884838400,christians
665029045814456320,jihadijohn
656539225211412480,cybergov
656539225211412480,cybersecurity
656538873942659072,cybergov
656538873942659072,cybersecurity
656538734985392128,cybergov
656538734985392128,cybersecurity
651631747944181760,russia
651631747944181760,syria
650266412406190080,kellyfile
649679433138352130,tdih
649679433138352130,military
649679433138352130,intelligence
641793978879320064,chicago
641793978879320064,police
639629885288353792,changeagent
639629885288353792,changeagent
635258337936936960,mattbetley
634887772923396096,waves
634883206345568256,1
633830767097942016,danielledeen
629799346834407425,greta
629798499161370624,greta
621814478452224002,kellyfile
621126050647539713,1
621126050647539713,1
610269950100545536,irantruth
610268767600422913,iran
610268767600422913,afghanistan
609146579870728192,specialreport
607248222889877504,olympicday
606598470565265409,teamofteams
600592892973940736,ramadi
600592675453153280,haveweforgottenhowtowin
593396713928392704,bemore
590666634395787264,ttp
590666634395787264,pakistan
590666634395787264,dangerous
585770293458817024,geoint
585770293458817024,hbcu
584111240512987137,beyondthe22
582184400315674624,ncaahockey
579501732532744192,marchmadness
579501732532744192,ndvsbutler
576848337560825857,sxsw
574025939274829824,smithgrudgematch
572071869962194945,freespeech
553909603164254208,bokoharam
553909603164254208,nigeria
547239334332874752,patriots
533453038405828608,isis
533453038405828608,refugees
533452934911389696,drone
532484232291966976,cyberlawconf
532484232291966976,cybercrime
526510882952847361,gronk
518972191858495488,postseason
518783390620057600,cascaiswomenspro
514957121042259968,cgi2014
514943570852478976,humangeography
514943570852478976,geoint
512027241291591680,hurleypro
509913231297871872,manwarcon
509913005354938368,manwarcon
498623151069483008,followfriday
498498094720245760,intelligence
498498094720245760,geoint
498498094720245760,kony
498498094720245760,lra
498498094720245760,africa
494639427663060992,savewasabi
494639382347780097,savewasabi
467655191261503488,redsox
795411982811885568,strongertogether
795385628921909248,ohhillyes
795385628921909248,ohvotesearly
795383943180775424,voting
795299254155825154,strongertogether
794966323637944320,teamawesome
794912693203374084,imwithher
794294763335929856,votaarizona
794042961994596353,flythew
794027800336486400,votaarizona
793574955568988161,latinaequalpay
792011003332534272,votelove
791006837000765441,nationalpantsuitday
790975056235102208,endleadpoisoningnow
790975056235102208,lppw2016
790717628671201280,earlyvote4her
790682803289587712,maga
789652171650465792,juntossepuede
789651307426635776,strongertogether
789574947685498880,strongertogether
789531437376602113,alsmithdinner
789303801085849600,alsmithdinner
789281081124061184,alsmithdinner
789280279206789122,alsmithdinner
789276825683890177,alsmithdinner
789276725171593216,alsmithdinner
789276139088973824,alsmithdinner
789275561193537537,alsmithdinner
789172507316146177,spiritday
789142394822426624,virwinia
789132496919228416,herstory
788964498401071104,debatenight
788957930867548161,debatenight
788948158466367488,shewon
788945447561879552,shewon
788945447561879552,debatenight
788944256044064768,shewon
