year,name,geo_id,total_population,white,black,hispanic,asian,american_indian,pacific_islander,other_race,median_age,total_households,owner_occupied_homes_median_value,per_capita_income,median_household_income,below_poverty_line,foreign_born_population,state,place
2015,"San Tan Valley CDP, Arizona",16000US0464210,82797,,,18733,,,,,31.3,,177200,61441,61441,9257,5757,04,64210
2015,"Scottsdale city, Arizona",16000US0465000,236844,,,24766,,,,,46.9,108501,434700,75346,75346,26006,27207,04,65000
2015,"Surprise city, Arizona",16000US0471510,128442,89201,7448,25366,1562,267,280,680,39.4,44180,213900,65688,65688,9303,9929,04,71510
2015,"Tempe city, Arizona",16000US0473000,175826,99348,9698,44404,14561,2939,532,0,28.8,67325,246200,51688,51688,32891,26620,04,73000
2015,"Tucson city, Arizona",16000US0477000,531674,237855,24815,231025,15992,9578,526,349,33.6,206448,139400,38155,38155,127626,82220,04,77000
2015,"Yuma city, Arizona",16000US0485540,94145,32582,2583,57054,562,252,0,72,33.4,34467,125500,43663,43663,18290,19326,04,85540
2015,"Fayetteville city, Arkansas",16000US0523290,82832,,,5535,,,,,27.1,33227,182600,39546,39546,17889,6313,05,23290
2015,"Fort Smith city, Arkansas",16000US0524550,88195,,,17104,,,,,34.9,35543,116300,33534,33534,25647,13177,05,24550
2015,"Jonesboro city, Arkansas",16000US0535710,73906,,,4614,,,,,32.6,28816,139000,38094,38094,12887,3222,05,35710
2015,"Little Rock city, Arkansas",16000US0541000,197986,,,15500,,,,,36.6,82603,162000,44251,44251,37451,16640,05,41000
2015,"North Little Rock city, Arkansas",16000US0550450,66506,,,4860,,,,,33.6,25116,130700,39686,39686,23339,2787,05,50450
2015,"Springdale city, Arkansas",16000US0566080,80454,41311,1454,30200,1239,259,5227,0,31.8,26151,151000,48953,48953,15049,19969,05,66080
2015,"Alameda city, California",16000US0600562,78614,35134,6035,8265,23273,293,758,293,41.4,30710,738000,92225,92225,5651,18841,06,00562
2015,"Alhambra city, California",16000US0600884,85572,8607,1399,31386,43084,0,243,39,41,29362,562500,51641,51641,13546,44441,06,00884
2015,"Anaheim city, California",16000US0602000,350738,87307,7722,201593,47374,326,1113,159,33.6,99991,482700,63104,63104,52668,137133,06,02000
2015,"Antioch city, California",16000US0602252,110542,34518,21411,35563,10960,439,2698,464,34,33214,348200,68800,68800,14505,24942,06,02252
2015,"Apple Valley town, California",16000US0602364,72185,,,25928,,,,,34.3,23644,217500,44498,44498,17170,5801,06,02364
2015,"Arden-Arcade CDP, California",16000US0602553,96276,59704,11079,15273,5938,438,0,163,41.5,43562,331000,46720,46720,19026,13458,06,02553
2015,"Bakersfield city, California",16000US0603526,373627,126270,29609,180241,29035,1316,354,152,30.6,114383,237600,61039,61039,64117,71575,06,03526
2015,"Baldwin Park city, California",16000US0603666,77056,,,56282,,,,,35.8,18541,357700,47502,47502,14770,34322,06,03666
2015,"Bellflower city, California",16000US0604982,78434,,,42472,,,,,33.4,21729,432700,50692,50692,12342,24607,06,04982
2015,"Berkeley city, California",16000US0606000,120971,68118,8818,15429,22196,359,100,172,32.5,46277,888300,73462,73462,20877,25000,06,06000
2015,"Buena Park city, California",16000US0608786,83264,22920,790,32915,23308,113,1573,0,35.7,23264,483500,68656,68656,15067,28430,06,08786
2015,"Burbank city, California",16000US0608954,105314,,,22089,,,,,37,41633,664700,70816,70816,13842,32435,06,08954
2015,"Camarillo city, California",16000US0610046,67623,43286,878,16186,5056,28,0,479,40.8,24247,548200,85495,85495,6140,9735,06,10046
2015,"Carlsbad city, California",16000US0611194,113466,,,12969,,,,,42.1,42216,704600,96346,96346,5666,17689,06,11194
2015,"Carmichael CDP, California",16000US0611390,63215,,,9291,,,,,41,25951,331500,51844,51844,13846,7378,06,11390
2015,"Carson city, California",16000US0611530,93296,7164,18453,32938,29316,582,2389,123,40.4,24956,421600,77162,77162,7615,33860,06,11530
2015,"Chico city, California",16000US0613014,90336,64847,1191,15578,4530,202,134,66,29.9,34919,278600,45598,45598,23003,8425,06,13014
2015,"Chino city, California",16000US0613210,85599,19392,4362,45495,10926,389,24,34,36.5,17610,415900,72155,72155,7984,18666,06,13210
2015,"Chino Hills city, California",16000US0613214,78313,,,22539,,,,,41.9,25659,590200,102890,102890,2878,24764,06,13214
2015,"Chula Vista city, California",16000US0613392,265754,44951,12551,156522,41469,297,1354,2243,34.6,79461,440400,66868,66868,28080,82710,06,13392
2015,"Citrus Heights city, California",16000US0613588,87053,62587,4612,14661,2215,109,196,0,37.8,34610,249300,49808,49808,10500,9466,06,13588
2015,"Clovis city, California",16000US0614218,104172,62224,2554,23744,12355,163,0,476,37.8,37621,276400,62863,62863,11042,13409,06,14218
2015,"Compton city, California",16000US0615044,98448,,,67523,,,,,30.1,23978,306200,45676,45676,21280,30660,06,15044
2015,"Concord city, California",16000US0616000,128668,63176,4990,41400,13732,86,936,256,39.6,46885,463700,72114,72114,14306,37428,06,16000
2015,"Corona city, California",16000US0616350,164242,65264,7736,68592,18041,328,162,218,37.1,55011,412200,71291,71291,18013,42131,06,16350
2015,"Costa Mesa city, California",16000US0616532,113186,60095,2688,38239,7676,542,1256,411,34.8,42871,657100,72128,72128,15200,26645,06,16532
2015,"Daly City city, California",16000US0617918,106574,14515,4557,24316,57607,77,2255,303,39.7,32434,633100,81355,81355,10744,56640,06,17918
2015,"Davis city, California",16000US0618100,67656,,,9041,,,,,26.3,24426,598800,58176,58176,19187,13997,06,18100
2015,"Downey city, California",16000US0619766,114211,,,84806,,,,,37.3,32932,518300,69860,69860,10958,39977,06,19766
2015,"East Los Angeles CDP, California",16000US0620802,119666,,,116211,,,,,32.6,31853,357000,41220,41220,26088,49575,06,20802
2015,"El Cajon city, California",16000US0621712,103688,57692,5406,31542,2580,168,873,973,32.7,32120,388000,49227,49227,21149,31865,06,21712
2015,"Elk Grove city, California",16000US0622020,166890,59837,15755,28781,49652,230,3014,39,36.1,49724,350300,84454,84454,13378,38693,06,22020
2015,"El Monte city, California",16000US0622230,116745,,,77523,,,,,37.3,31474,413600,41632,41632,25412,59655,06,22230
2015,"Escondido city, California",16000US0622804,151458,56326,3735,73793,12593,260,393,880,33.3,45676,384900,54284,54284,23548,46298,06,22804
2015,"Fairfield city, California",16000US0623182,112972,38262,15566,32976,17710,415,1590,91,34.7,35392,345500,70776,70776,13280,24503,06,23182
2015,"Florence-Graham CDP, California",16000US0624477,66359,,,60895,,,,,30.2,14511,291800,40310,40310,16429,28696,06,24477
2015,"Folsom city, California",16000US0624638,76368,50581,2973,5822,13149,211,627,0,40.9,27044,466700,105278,105278,3918,13234,06,24638
2015,"Fontana city, California",16000US0624680,207472,21826,13794,156134,11947,203,224,289,29.5,49811,322100,64297,64297,35679,61448,06,24680
2015,"Fremont city, California",16000US0626000,232191,51335,5912,29594,132210,497,3848,395,38.3,73846,784400,112263,112263,11143,109427,06,26000
2015,"Fresno city, California",16000US0627000,520072,142377,38738,256145,68079,3499,982,928,30,163473,203700,43494,43494,144807,103453,06,27000
2015,"Fullerton city, California",16000US0628000,140849,48013,2946,53459,30770,197,244,87,34.5,46220,611300,68801,68801,17566,43404,06,28000
2015,"Garden Grove city, California",16000US0629000,175384,34231,992,66038,70118,1105,466,38,37.8,47381,472500,58123,58123,30814,80677,06,29000
2015,"Glendale city, California",16000US0630000,201025,124226,3281,30807,37251,0,288,547,42.1,74215,687400,58076,58076,25800,111510,06,30000
2015,"Hawthorne city, California",16000US0632548,88444,9355,19962,50115,6962,156,132,686,33.7,29545,465700,41933,41933,18818,32107,06,32548
2015,"Hayward city, California",16000US0633000,158300,26378,16203,64880,41264,607,3388,23,34.3,46909,471800,74723,74723,16700,60970,06,33000
2015,"Hemet city, California",16000US0633182,83873,34324,6174,37448,3176,287,649,121,36.8,27881,191900,36334,36334,20953,13330,06,33182
2015,"Hesperia city, California",16000US0633434,93286,31343,4703,53765,1130,1202,65,461,29.4,26458,191300,46169,46169,25668,16667,06,33434
2015,"Huntington Beach city, California",16000US0636000,201927,124016,2455,42303,22514,1178,643,916,41.6,75158,718700,85778,85778,19871,35368,06,36000
2015,"Indio city, California",16000US0636448,87526,,,58852,,,,,35.9,28165,248600,52343,52343,13494,22538,06,36448
2015,"Inglewood city, California",16000US0636546,111656,4727,41530,60873,1677,0,71,265,34.9,35250,385900,42122,42122,24856,34171,06,36546
2015,"Irvine city, California",16000US0636770,256927,102216,7296,19266,116289,112,362,493,34.6,91186,777000,93781,93781,36411,116366,06,36770
2015,"Jurupa Valley city, California",16000US0637692,100314,25927,2489,66525,4087,50,69,0,33.8,25741,325600,61042,61042,16410,25338,06,37692
2015,"Laguna Niguel city, California",16000US0639248,65812,,,9203,,,,,45.8,25350,738200,86662,86662,5164,12571,06,39248
2015,"Lake Forest city, California",16000US0639496,82497,,,17410,,,,,40.3,29726,590200,87084,87084,7896,20784,06,39496
2015,"Lakewood city, California",16000US0639892,81592,30287,5281,24987,17374,98,2042,77,39.9,26001,475000,82027,82027,4718,18274,06,39892
2015,"Lancaster city, California",16000US0640130,161113,59065,32301,57423,7222,173,0,188,30.9,47372,221000,49729,49729,36404,17247,06,40130
2015,"Livermore city, California",16000US0641992,88117,51553,1452,19582,10660,202,109,80,36.7,30146,654000,110212,110212,4558,13959,06,41992
2015,"Long Beach city, California",16000US0643000,474172,131199,56759,207890,58091,2388,4872,831,34.6,167660,483700,54971,54971,89600,127764,06,43000
2015,"Los Angeles city, California",16000US0644000,3971896,1119405,355984,1936732,451761,6061,5795,14467,35,1360164,542100,52024,52024,800902,1485425,06,44000
2015,"Lynwood city, California",16000US0644574,72005,,,63377,,,,,29.4,15616,347000,46241,46241,14663,28061,06,44574
2015,"Manteca city, California",16000US0645484,75450,,,31552,,,,,35.3,23005,325500,60716,60716,11411,13942,06,45484
2015,"Menifee city, California",16000US0646842,87163,42865,4839,29790,4564,668,289,49,37.1,28384,294000,57204,57204,13113,12481,06,46842
2015,"Merced city, California",16000US0646898,82440,23508,3960,43684,8114,228,20,0,29.7,25848,204400,34321,34321,28618,16348,06,46898
2015,"Milpitas city, California",16000US0647766,77617,,,11815,,,,,36.8,22756,712000,102200,102200,4979,39436,06,47766
2015,"Mission Viejo city, California",16000US0648256,97163,63328,889,18913,10096,39,181,195,44.9,33575,648600,106104,106104,4932,17308,06,48256
2015,"Modesto city, California",16000US0648354,211257,94767,6762,85141,15598,940,2123,0,35.2,70114,234900,51901,51901,45227,39613,06,48354
2015,"Moreno Valley city, California",16000US0649270,204181,36819,32679,120610,9768,149,1047,63,30.7,52091,260900,56025,56025,31280,54442,06,49270
2015,"Mountain View city, California",16000US0649670,80438,38822,1091,16397,20805,80,0,167,33.5,32514,1149900,120102,120102,3926,31857,06,49670
2015,"Murrieta city, California",16000US0650076,109816,51506,6940,32944,11862,443,591,0,35.3,33068,372300,74594,74594,12303,19875,06,50076
2015,"Napa city, California",16000US0650258,80429,,,33229,,,,,37.2,27905,543500,74315,74315,8397,18449,06,50258
2015,"Newport Beach city, California",16000US0651182,87131,,,8127,,,,,46.8,36146,1709300,123351,123351,5982,15318,06,51182
2015,"Norwalk city, California",16000US0652526,107145,9959,4591,76020,14969,393,220,317,35,27139,386600,58957,58957,12558,39396,06,52526
2015,"Oakland city, California",16000US0653000,419278,117575,101116,114054,63735,1505,1679,2079,35.7,161104,557000,58807,58807,81919,113896,06,53000
2015,"Oceanside city, California",16000US0653322,175714,80823,9148,62100,14377,205,1658,281,39.4,64200,421000,60720,60720,24774,37492,06,53322
2015,"Ontario city, California",16000US0653896,171200,26687,10744,118292,11661,116,191,419,31,48463,335700,57361,57361,29993,48557,06,53896
2015,"Orange city, California",16000US0653980,140995,69834,2415,46255,19105,99,127,63,35,42686,614500,83429,83429,17070,34550,06,53980
2015,"Oxnard city, California",16000US0654652,207252,27135,4971,154911,15408,136,1022,520,31,50396,408400,59830,59830,36131,78678,06,54652
2015,"Palmdale city, California",16000US0655156,158350,35483,23210,87452,8984,494,55,364,32.6,44629,235000,52014,52014,27985,41974,06,55156
2015,"Palo Alto city, California",16000US0655282,66848,,,3496,,,,,40.2,26030,2000001,147737,147737,4391,23348,06,55282
2015,"Pasadena city, California",16000US0656000,142246,50876,13535,52717,20045,236,60,1338,37.6,52636,693300,77312,77312,21441,40779,06,56000
2015,"Perris city, California",16000US0656700,74959,,,54398,,,,,26.9,15614,229500,55074,55074,17067,23277,06,56700
2015,"Pittsburg city, California",16000US0657456,69427,12960,12616,28605,11240,49,694,307,34.5,21934,327500,61878,61878,11856,21043,06,57456
2015,"Pleasanton city, California",16000US0657792,79519,41426,1284,7949,24691,232,890,40,41.3,27610,869900,134801,134801,3251,23208,06,57792
2015,"Pomona city, California",16000US0658072,153252,16279,9508,108787,14338,458,365,369,32.1,40843,348400,51266,51266,26788,53879,06,58072
2015,"Rancho Cordova city, California",16000US0659444,71026,33318,5967,13970,10595,534,961,303,33.8,24656,239500,59552,59552,11087,17020,06,59444
2015,"Rancho Cucamonga city, California",16000US0659451,175232,61786,19542,65823,20392,894,2321,68,34.5,54106,466400,80720,80720,16756,33878,06,59451
2015,"Redding city, California",16000US0659920,91579,71153,1503,9143,4510,2590,0,0,38.8,36937,253100,45490,45490,16389,5181,06,59920
2015,"Redlands city, California",16000US0659962,71028,38353,5686,19698,5163,267,294,138,36.2,24203,344000,66148,66148,8795,8681,06,59962
2015,"Redondo Beach city, California",16000US0660018,68185,,,8858,,,,,43,29119,802800,101592,101592,2651,13536,06,60018
2015,"Redwood City city, California",16000US0660102,85300,38314,1507,29011,12627,86,1015,264,37.1,31716,1053600,97750,97750,8225,27652,06,60102
2015,"Rialto city, California",16000US0660466,103137,9709,10193,78571,3209,372,0,133,31.6,26750,280800,52080,52080,16764,32741,06,60466
2015,"Richmond city, California",16000US0660620,109715,18076,23893,45132,18183,192,257,659,35.3,37778,376700,56374,56374,18784,42215,06,60620
2015,"Riverside city, California",16000US0662000,322423,108958,19344,160697,20214,1289,1574,322,31.4,92408,317600,61279,61279,49682,69584,06,62000
2015,"Roseville city, California",16000US0662938,130282,83366,2819,23499,14271,293,423,0,38.4,47520,380900,72312,72312,11591,18161,06,62938
2015,"Sacramento city, California",16000US0664000,490715,155784,63447,150153,88422,2095,5388,2368,33.7,177131,287300,52151,52151,98204,112579,06,64000
2015,"Salinas city, California",16000US0664224,157386,22866,1344,121196,8691,625,51,505,30.4,41925,340600,52334,52334,33507,58693,06,64224
2015,"San Bernardino city, California",16000US0665000,216137,33328,28714,136214,10584,586,1084,592,28.5,57585,201300,35932,35932,66498,55135,06,65000
2015,"San Buenaventura (Ventura) city, California",16000US0665042,109717,,,38463,,,,,37.7,40166,480600,70627,70627,10636,18025,06,65042
2015,"San Clemente city, California",16000US0665084,65532,,,10421,,,,,45.2,24662,880900,100187,100187,2912,8109,06,65084
2015,"San Diego city, California",16000US0666000,1394907,596828,89678,425414,221127,2285,5754,2133,34.5,497663,526900,67871,67871,212994,373842,06,66000
2015,"San Francisco city, California",16000US0667000,864816,353005,43448,132114,298331,1229,3148,3312,38.3,356916,941400,92094,92094,105206,297199,06,67000
2015,"San Jose city, California",16000US0668000,1026919,268948,30068,331232,355777,2053,2587,4167,36.5,323133,717100,91451,91451,96229,401493,06,68000
2015,"San Leandro city, California",16000US0668084,90711,19254,8786,26894,31920,235,271,165,41.8,32325,473500,59070,59070,9001,34293,06,68084
2015,"San Marcos city, California",16000US0668196,92934,,,35164,,,,,35.4,29407,466600,66318,66318,13698,21558,06,68196
2015,"San Mateo city, California",16000US0668252,103524,45015,1994,23151,25855,176,2498,86,39.3,38658,934500,100238,100238,6571,34957,06,68252
2015,"San Ramon city, California",16000US0668378,76132,,,5449,,,,,39.1,24569,887100,125832,125832,4151,29691,06,68378
2015,"Santa Ana city, California",16000US0669000,335423,28149,4151,262436,35699,633,1135,1012,30.8,72177,437500,54392,54392,69778,152999,06,69000
2015,"Santa Barbara city, California",16000US0669070,91852,53513,1496,31102,4069,287,0,0,37.8,36016,952600,64414,64414,11957,19441,06,69070
2015,"Santa Clara city, California",16000US0669084,126216,40266,3608,22402,54578,446,1296,31,35.2,43971,846000,108886,108886,8524,52281,06,69084
2015,"Santa Clarita city, California",16000US0669088,182367,92841,6078,56944,19387,518,73,255,38.1,59863,456900,85916,85916,11769,40666,06,69088
2015,"Santa Maria city, California",16000US0669196,105082,,,81551,,,,,30.1,27144,302000,52170,52170,22724,39192,06,69196
2015,"Santa Monica city, California",16000US0670000,93219,,,14973,,,,,40.6,45678,1228600,85062,85062,8909,24448,06,70000
2015,"Santa Rosa city, California",16000US0670098,174989,98316,3772,54578,8973,1311,620,349,37.9,63648,478800,62329,62329,22617,33015,06,70098
2015,"Simi Valley city, California",16000US0672016,126766,75437,1217,34032,12014,342,0,142,39,40269,512900,93438,93438,6764,23260,06,72016
2015,"South Gate city, California",16000US0673080,96399,,,91312,,,,,32.5,24276,354000,45438,45438,16577,40571,06,73080
2015,"South San Francisco city, California",16000US0673262,67271,12578,1658,29173,21202,0,1037,82,39.4,19995,699100,96822,96822,6722,27528,06,73262
2015,"Stockton city, California",16000US0675000,305650,65251,32307,128216,65481,453,978,414,32.5,94561,224300,46795,46795,65239,79583,06,75000
2015,"Sunnyvale city, California",16000US0677000,151760,50385,3325,25638,64856,0,2247,70,35.7,55157,992400,112217,112217,11086,71441,06,77000
2015,"Temecula city, California",16000US0678120,112026,57338,3265,36246,9723,763,229,64,34.2,33487,389600,80495,80495,6467,18884,06,78120
2015,"Thousand Oaks city, California",16000US0678582,129329,,,26754,,,,,44.8,45593,684400,108322,108322,3847,25330,06,78582
2015,"Torrance city, California",16000US0680000,148468,60652,4596,25699,48183,383,1469,600,41.2,54436,713000,79921,79921,13380,43096,06,80000
2015,"Tracy city, California",16000US0680238,87093,30969,3804,32810,14007,28,184,123,35.5,25423,392900,80166,80166,7865,25410,06,80238
2015,"Turlock city, California",16000US0680812,72293,,,23559,,,,,36.2,25993,256300,54842,54842,10002,14686,06,80812
2015,"Tustin city, California",16000US0680854,80563,,,33998,,,,,33.4,24433,585200,73800,73800,13155,25034,06,80854
2015,"Union City city, California",16000US0681204,74510,10310,4924,13207,41848,34,1540,79,38.5,21306,627000,96376,96376,3931,32752,06,81204
2015,"Upland city, California",16000US0681344,76447,,,30787,,,,,39.7,27427,488600,63771,63771,11923,16552,06,81344
2015,"Vacaville city, California",16000US0681554,96794,47723,12819,23395,5962,120,127,304,35.8,31103,357500,76489,76489,9543,10577,06,81554
2015,"Vallejo city, California",16000US0681666,121269,31552,23876,28977,29118,163,1769,112,37.8,42429,290100,56923,56923,18300,30592,06,81666
2015,"Victorville city, California",16000US0682590,122236,31660,17736,60569,4972,241,45,84,30.6,33774,183800,47693,47693,26097,21959,06,82590
2015,"Visalia city, California",16000US0682954,130094,53664,1485,63482,8091,470,174,50,32.6,41345,189700,52599,52599,28565,20779,06,82954
2015,"Vista city, California",16000US0682996,100884,39980,4238,49524,5300,0,35,0,29.3,28142,446800,67421,67421,18981,23271,06,82996
2015,"Walnut Creek city, California",16000US0683346,68906,,,5212,,,,,47.6,30572,711200,91812,91812,2286,13624,06,83346
2015,"West Covina city, California",16000US0684200,108489,14686,2796,58907,29158,138,268,47,39.8,30233,459500,78140,78140,8207,37038,06,84200
2015,"Westminster city, California",16000US0684550,92111,24094,1365,19111,44484,420,100,0,42.9,28002,553100,55385,55385,16542,42227,06,84550
2015,"Whittier city, California",16000US0685292,87436,20857,652,61249,2739,55,83,377,36.1,27548,500000,70256,70256,8961,17145,06,85292
2015,"Yorba Linda city, California",16000US0686832,67966,,,10599,,,,,45.5,22559,784600,121102,121102,3193,15532,06,86832
2015,"Yuba City city, California",16000US0686972,66944,28046,876,20890,12916,206,336,58,34.5,22787,234000,48828,48828,11363,18032,06,86972
2015,"Arvada city, Colorado",16000US0803455,115035,91045,2227,16419,1837,706,0,179,41,46055,303600,69596,69596,9209,4921,08,03455
2015,"Aurora city, Colorado",16000US0804000,358870,163191,51401,109396,17151,1038,1311,2272,34.2,126466,227300,58445,58445,44264,65816,08,04000
2015,"Boulder city, Colorado",16000US0807850,107342,,,9795,,,,,29,43447,583600,58547,58547,20035,12993,08,07850
2015,"Broomfield city, Colorado",16000US0809280,65065,,,8065,,,,,36.8,25557,342800,84921,84921,2973,5316,08,09280
2015,"Centennial city, Colorado",16000US0812815,109726,90139,2960,8086,5459,196,60,317,42.4,40543,369800,96634,96634,4203,9501,08,12815
2015,"Colorado Springs city, Colorado",16000US0816000,456562,314395,28084,78711,14564,1568,1266,2029,34.8,181690,228600,56079,56079,55114,35320,08,16000
2015,"Denver city, Colorado",16000US0820000,682545,365869,62563,207847,22997,3522,363,2120,34.1,287074,316700,58003,58003,104385,113222,08,20000
2015,"Fort Collins city, Colorado",16000US0827425,161181,132952,2158,15521,5161,797,43,91,29.6,62631,302500,61514,61514,26537,9704,08,27425
2015,"Greeley city, Colorado",16000US0832155,100883,56024,1941,39271,1799,715,61,0,31,34611,194500,54307,54307,15925,11480,08,32155
2015,"Highlands Ranch CDP, Colorado",16000US0836410,102467,,,8393,,,,,39.6,37655,393700,111693,111693,4421,8827,08,36410
2015,"Lakewood city, Colorado",16000US0843000,152589,106565,1413,33630,5723,421,0,823,37.7,65646,305500,60984,60984,13444,14169,08,43000
2015,"Longmont city, Colorado",16000US0845970,92221,,,24846,,,,,36.8,34888,282800,59333,59333,12651,10424,08,45970
2015,"Loveland city, Colorado",16000US0846465,75188,,,13567,,,,,37.6,29515,247900,61377,61377,5724,3050,08,46465
2015,"Pueblo city, Colorado",16000US0862000,109419,47024,2023,57579,792,786,0,98,37.6,43203,124700,36267,36267,26390,3578,08,62000
2015,"Thornton city, Colorado",16000US0877290,133459,72646,2619,49241,5496,593,83,0,33.1,44755,255500,72697,72697,12764,17949,08,77290
2015,"Westminster city, Colorado",16000US0883835,113117,77792,1970,23355,7246,49,100,142,37.8,42844,275300,70212,70212,8838,11361,08,83835
2015,"Bridgeport city, Connecticut",16000US0908000,147619,32719,43746,59036,5855,18,71,1017,34.1,49811,167100,42420,42420,29360,44475,09,08000
2015,"Danbury city, Connecticut",16000US0918430,84662,,,25145,,,,,37.3,29775,279400,65517,65517,11471,25675,09,18430
2015,"Hartford city, Connecticut",16000US0937000,124014,17092,44739,55959,3722,0,0,950,31,44867,159200,34240,34240,33149,28467,09,37000
2015,"New Britain city, Connecticut",16000US0950370,72809,31617,7293,30188,1818,0,0,18,33.4,27834,162300,40485,40485,18807,15080,09,50370
2015,"New Haven city, Connecticut",16000US0952000,130310,36825,39392,43563,6720,291,0,416,29.9,48690,194300,36641,36641,38341,25871,09,52000
2015,"Norwalk city, Connecticut",16000US0955990,88483,,,24682,,,,,42.4,32467,435900,85052,85052,8765,22328,09,55990
2015,"Stamford city, Connecticut",16000US0973000,128877,65105,18136,33197,9828,0,0,784,35.4,47256,510400,79865,79865,11927,44003,09,73000
2015,"Waterbury city, Connecticut",16000US0980000,108807,41079,23750,38222,3719,0,0,371,36.2,39441,129400,37877,37877,29157,19967,09,80000
2015,"Wilmington city, Delaware",16000US1077580,71957,,,5516,,,,,36.4,28002,160300,41035,41035,18074,3336,10,77580
2015,"Washington city, District of Columbia",16000US1150000,672228,241855,312914,71129,25633,959,367,2976,33.8,281787,551300,75628,75628,110500,95117,11,50000
2015,"Alafaya CDP, Florida",16000US1200410,85264,,,34897,,,,,33.5,28974,216000,67797,67797,9017,15842,12,00410
2015,"Boca Raton city, Florida",16000US1207300,93226,,,14735,,,,,47.3,40551,402100,71678,71678,9239,21117,12,07300
2015,"Boynton Beach city, Florida",16000US1207875,73972,,,12553,,,,,45.8,29848,160700,47739,47739,13045,15431,12,07875
2015,"Brandon CDP, Florida",16000US1208150,113968,55194,21119,26224,8301,221,0,445,36.1,41955,165700,57942,57942,14427,16390,12,08150
2015,"Cape Coral city, Florida",16000US1210275,175230,,,33016,,,,,45,61251,189900,51464,51464,25012,24185,12,10275
2015,"Clearwater city, Florida",16000US1212875,112979,,,17211,,,,,47,46240,173600,46344,46344,14854,17686,12,12875
2015,"Coral Springs city, Florida",16000US1214400,129502,55408,24904,40817,5206,146,0,729,37.2,40825,318800,70422,70422,15611,38552,12,14400
2015,"Davie town, Florida",16000US1216475,100894,,,35311,,,,,40.8,36504,234400,60959,60959,11169,26532,12,16475
2015,"Deerfield Beach city, Florida",16000US1216725,79769,,,12729,,,,,41.4,31863,158500,46582,46582,8873,23642,12,16725
2015,"Delray Beach city, Florida",16000US1217100,66261,,,6397,,,,,47.9,27741,258000,51551,51551,7491,16639,12,17100
2015,"Deltona city, Florida",16000US1217200,88474,45106,9975,31357,390,0,0,39,39.9,,119800,43661,43661,13306,7098,12,17200
2015,"Fort Lauderdale city, Florida",16000US1224000,178587,85533,58841,28148,3194,58,97,301,42.8,73817,308200,51247,51247,31295,47582,12,24000
2015,"Fort Myers city, Florida",16000US1224125,74015,,,17866,,,,,37.3,28441,173700,41586,41586,13316,15365,12,24125
2015,"Gainesville city, Florida",16000US1225175,130133,73603,29488,12208,11202,466,119,59,26,48617,143100,34313,34313,38898,15272,12,25175
2015,"Hialeah city, Florida",16000US1230000,237082,,,227508,,,,,43,71124,180400,29095,29095,68987,170148,12,30000
2015,"Hollywood city, Florida",16000US1232000,149721,60343,26910,53247,3455,280,108,537,41.4,56104,201200,46091,46091,28535,55158,12,32000
2015,"Homestead city, Florida",16000US1232275,66500,,,41910,,,,,31.4,18924,171000,41260,41260,16770,24408,12,32275
2015,"Jacksonville city, Florida",16000US1235000,868031,457998,263473,80064,38968,982,1121,802,35.7,323488,146500,48239,48239,139428,85650,12,35000
2015,"Kendall CDP, Florida",16000US1236100,76466,,,47521,,,,,40.2,26911,387500,72663,72663,5290,31180,12,36100
2015,"Kissimmee city, Florida",16000US1236950,69152,,,44120,,,,,36.7,22823,147600,40437,40437,18115,16879,12,36950
2015,"Lakeland city, Florida",16000US1238250,104410,,,16501,,,,,38.1,38975,115800,41007,41007,18417,11592,12,38250
2015,"Largo city, Florida",16000US1239425,81007,,,9561,,,,,45.1,35192,105500,39931,39931,13079,10489,12,39425
2015,"Lauderhill city, Florida",16000US1239550,71574,,,6089,,,,,35.7,23525,124200,37496,37496,15769,25471,12,39550
2015,"Lehigh Acres CDP, Florida",16000US1239925,119480,47091,26491,42092,888,0,0,168,34.3,33574,117500,42296,42296,24569,31880,12,39925
2015,"Melbourne city, Florida",16000US1243975,80136,,,6060,,,,,43.4,32825,135200,43056,43056,12138,9685,12,43975
2015,"Miami city, Florida",16000US1245000,440989,44793,70461,319942,2522,0,0,243,40.4,171720,286600,29989,29989,115076,260789,12,45000
2015,"Miami Beach city, Florida",16000US1245025,92311,38725,2702,47446,2459,0,0,642,42.5,43400,460000,50937,50937,13754,49908,12,45025
2015,"Miami Gardens city, Florida",16000US1245060,113199,,,23287,,,,,34.9,29814,157300,37672,37672,27947,33394,12,45060
2015,"Miramar city, Florida",16000US1245975,137115,15260,60688,46767,10844,0,0,853,36.6,40203,277500,70133,70133,15199,57179,12,45975
2015,"Orlando city, Florida",16000US1253000,270917,102822,61955,89306,7949,799,0,2049,33.1,111100,214400,44804,44804,50530,50558,12,53000
2015,"Palm Bay city, Florida",16000US1254000,107895,69808,18455,16841,656,781,0,332,40.7,38113,118100,45904,45904,15992,12070,12,54000
2015,"Palm Coast city, Florida",16000US1254200,82121,59143,9853,8706,2058,325,0,157,48.8,29739,175200,49629,49629,9358,9084,12,54200
2015,"Pembroke Pines city, Florida",16000US1255775,166624,61131,30196,60519,11556,471,27,942,40.3,56409,249500,62404,62404,8589,62210,12,55775
2015,"Pine Hills CDP, Florida",16000US1256825,76081,,,10496,,,,,29.2,23027,97900,35740,35740,18924,20735,12,56825
2015,"Plantation city, Florida",16000US1257425,92555,43972,16855,26401,2656,0,0,754,40.6,33712,315100,63702,63702,8663,27902,12,57425
