year,name,geo_id,total_population,white,black,hispanic,asian,american_indian,pacific_islander,other_race,median_age,total_households,owner_occupied_homes_median_value,per_capita_income,median_household_income,below_poverty_line,foreign_born_population,state,place
2015,"Poinciana CDP, Florida",16000US1257900,73943,,,37382,,,,,34.2,,138500,45582,45582,14974,14349,12,57900
2015,"Pompano Beach city, Florida",16000US1258050,107771,44844,36249,23225,1089,283,0,176,42.5,40375,176200,43799,43799,24590,32733,12,58050
2015,"Port St. Lucie city, Florida",16000US1258715,179410,107808,28065,34240,4831,566,0,201,42.1,61310,158800,53222,53222,21696,34003,12,58715
2015,"Riverview CDP, Florida",16000US1260950,89746,,,23317,,,,,32.2,27869,184600,69797,69797,7388,12240,12,60950
2015,"St. Petersburg city, Florida",16000US1263000,257088,157033,63174,20483,9542,683,128,507,41.8,103788,170000,48858,48858,42571,28567,12,63000
2015,"Spring Hill CDP, Florida",16000US1268350,103197,,,15838,,,,,45.1,39446,126500,45090,45090,13989,7893,12,68350
2015,"Sunrise city, Florida",16000US1269700,92706,,,29163,,,,,37.7,30856,175600,55957,55957,10684,38209,12,69700
2015,"Tallahassee city, Florida",16000US1270600,189894,,,13538,,,,,26.2,74162,181600,40000,40000,51968,16720,12,70600
2015,"Tampa city, Florida",16000US1271000,369028,171125,81259,95154,12423,462,0,950,35.3,144582,189800,44432,44432,74848,58795,12,71000
2015,"The Villages CDP, Florida",16000US1271625,,,,1066,,,,,70.5,,256700,57379,57379,,,12,71625
2015,"Town 'n' Country CDP, Florida",16000US1272145,78996,29669,6793,37944,3154,161,0,0,38.1,30176,145800,48565,48565,14192,22135,12,72145
2015,"Weston city, Florida",16000US1276582,69947,,,36687,,,,,38.6,20939,436400,98963,98963,3594,30876,12,76582
2015,"West Palm Beach city, Florida",16000US1276600,106782,,,26132,,,,,39.6,41168,207500,49935,49935,17189,30675,12,76600
2015,"Albany city, Georgia",16000US1301052,71109,,,1783,,,,,33.3,28359,92600,31897,31897,21667,861,13,01052
2015,"Athens-Clarke County unified government (balance), Georgia",16000US1303440,122563,,,13159,,,,,26.5,46029,153400,31141,31141,43516,12868,13,03440
2015,"Atlanta city, Georgia",16000US1304000,463875,176998,239159,18653,20335,652,147,265,33.8,200503,241200,50210,50210,97650,32016,13,04000
2015,"Augusta-Richmond County consolidated government (balance), Georgia",16000US1304204,196579,69871,109703,9068,3770,469,0,1052,33.7,69567,101700,41190,41190,43728,7915,13,04204
2015,"Columbus city, Georgia",16000US1319000,200579,83725,89814,15180,4487,660,665,483,33.7,73961,137000,41859,41859,42431,10376,13,19000
2015,"Johns Creek city, Georgia",16000US1342425,83339,,,5924,,,,,39,26064,373700,116210,116210,3844,29000,13,42425
2015,"Macon-Bibb County, Georgia",16000US1349008,153459,61133,83284,4897,2839,195,0,0,36,59683,106700,38704,38704,38683,4846,13,49008
2015,"Roswell city, Georgia",16000US1367284,94496,,,16920,,,,,38.8,34758,332700,89088,89088,8587,16501,13,67284
2015,"Sandy Springs city, Georgia",16000US1368516,105347,,,13670,,,,,35.4,43687,415000,71996,71996,9207,19837,13,68516
2015,"Savannah city, Georgia",16000US1369000,145684,49475,77800,9734,4881,540,0,0,30.3,52331,141300,35827,35827,35145,10355,13,69000
2015,"Warner Robins city, Georgia",16000US1380508,74002,,,5378,,,,,31.4,29451,115600,45270,45270,13549,3210,13,80508
2015,"Urban Honolulu CDP, Hawaii",16000US1571550,352766,60170,6424,24586,189549,267,22247,345,41.4,126072,641900,64658,64658,41242,101312,15,71550
2015,"Boise City city, Idaho",16000US1608830,218280,,,19480,,,,,34.9,82631,209900,55309,55309,28524,13409,16,08830
2015,"Meridian city, Idaho",16000US1652120,90753,,,6596,,,,,38,35695,213100,54746,54746,9654,8110,16,52120
2015,"Nampa city, Idaho",16000US1656260,89850,,,22066,,,,,31.4,29557,132900,40884,40884,15271,6607,16,56260
2015,"Arlington Heights village, Illinois",16000US1702154,76996,,,2742,,,,,45.9,32014,344600,86298,86298,3684,14630,17,02154
2015,"Aurora city, Illinois",16000US1703012,203715,77159,20428,86653,15807,112,0,189,31.7,61166,169400,63355,63355,29555,50980,17,03012
2015,"Bloomington city, Illinois",16000US1706613,78295,,,3461,,,,,35.1,32583,171700,64339,64339,8830,7287,17,06613
2015,"Bolingbrook village, Illinois",16000US1707133,72096,,,16904,,,,,33.7,20989,206300,77929,77929,5921,15212,17,07133
2015,"Champaign city, Illinois",16000US1712385,86086,,,4015,,,,,28.7,34843,161200,48394,48394,19660,12261,17,12385
2015,"Chicago city, Illinois",16000US1714000,2720556,879318,834048,785725,166771,3938,396,4236,34.2,1053229,238500,50702,50702,556134,573463,17,14000
2015,"Cicero town, Illinois",16000US1714351,83867,,,76425,,,,,28.5,21428,157900,44664,44664,17073,33801,17,14351
2015,"Decatur city, Illinois",16000US1718823,72856,,,1709,,,,,40.4,31141,81300,41119,41119,17444,1224,17,18823
2015,"Elgin city, Illinois",16000US1723074,111076,,,48221,,,,,35.7,36761,172100,57097,57097,12004,30167,17,23074
2015,"Evanston city, Illinois",16000US1724582,75523,,,9075,,,,,36.8,29889,401000,70969,70969,9422,15003,17,24582
2015,"Joliet city, Illinois",16000US1738570,150025,,,45291,,,,,33.1,47074,163000,58363,58363,20280,22409,17,38570
2015,"Naperville city, Illinois",16000US1751622,147159,,,4928,,,,,38.5,52329,399200,105848,105848,8160,30399,17,51622
2015,"Palatine village, Illinois",16000US1757225,69269,,,18626,,,,,38,25724,278000,75997,75997,8728,21760,17,57225
2015,"Peoria city, Illinois",16000US1759000,118661,,,6874,,,,,33.1,47756,132100,49121,49121,22469,7517,17,59000
2015,"Rockford city, Illinois",16000US1765000,149346,82273,28584,28923,4779,370,0,335,36.3,57858,87200,40720,40720,32551,18323,17,65000
2015,"Schaumburg village, Illinois",16000US1768003,75811,,,12545,,,,,36.9,27763,227200,73537,73537,6067,24614,17,68003
2015,"Skokie village, Illinois",16000US1770122,64819,,,6590,,,,,43.4,23059,297900,67338,67338,5592,27424,17,70122
2015,"Springfield city, Illinois",16000US1772000,117809,,,2738,,,,,38.8,51364,129000,52102,52102,24267,4264,17,72000
2015,"Waukegan city, Illinois",16000US1779293,88347,,,54214,,,,,32.3,29510,117000,49203,49203,19516,30997,17,79293
2015,"Bloomington city, Indiana",16000US1805860,83815,,,3643,,,,,23.5,29579,199500,31115,31115,24826,10033,18,05860
2015,"Carmel city, Indiana",16000US1810342,89029,,,3111,,,,,39.9,32675,318800,108660,108660,4655,9645,18,10342
2015,"Evansville city, Indiana",16000US1822000,117679,,,3263,,,,,38,50419,89700,35293,35293,25848,3169,18,22000
2015,"Fishers town, Indiana",16000US1823278,86071,,,3409,,,,,34.5,,233500,109397,109397,3533,6138,18,23278
2015,"Fort Wayne city, Indiana",16000US1825000,258144,175487,37807,21234,11179,837,602,158,34.7,103574,105900,44977,44977,43329,19146,18,25000
2015,"Gary city, Indiana",16000US1827000,77354,,,6266,,,,,38.1,32637,68000,30467,30467,22745,1884,18,27000
2015,"Hammond city, Indiana",16000US1831000,77610,,,25320,,,,,36,29380,86600,41359,41359,17551,9224,18,31000
2015,"Indianapolis city (balance), Indiana",16000US1836003,848423,479376,234338,83426,25264,2488,0,1816,34.1,328431,123500,41278,41278,171019,72456,18,36003
2015,"Lafayette city, Indiana",16000US1840788,71170,,,9151,,,,,33.5,31907,106300,41328,41328,12784,5697,18,40788
2015,"Muncie city, Indiana",16000US1851876,69701,,,2499,,,,,27.4,26791,72700,32334,32334,21492,,18,51876
2015,"South Bend city, Indiana",16000US1871000,103757,55706,25752,16462,1377,145,161,91,32.4,37197,79500,36273,36273,26350,8779,18,71000
2015,"Ames city, Iowa",16000US1901855,65052,,,2024,,,,,23,25393,187700,42446,42446,15222,8606,19,01855
2015,"Cedar Rapids city, Iowa",16000US1912000,130405,,,5328,,,,,36.2,54931,135100,51011,51011,17960,5404,19,12000
2015,"Davenport city, Iowa",16000US1919000,102577,,,9131,,,,,35.2,41684,121500,49745,49745,15897,4065,19,19000
2015,"Des Moines city, Iowa",16000US1921000,210317,142247,21819,25306,13004,778,182,0,34.5,85023,119500,49072,49072,34149,23857,19,21000
2015,"Iowa City city, Iowa",16000US1938595,74227,,,4072,,,,,25.5,28675,195600,47593,47593,20391,9202,19,38595
2015,"Sioux City city, Iowa",16000US1973335,82776,,,15602,,,,,34.3,31015,106200,47584,47584,11848,7471,19,73335
2015,"Waterloo city, Iowa",16000US1982425,68457,,,4961,,,,,37.2,27941,111700,44153,44153,9476,5082,19,82425
2015,"Kansas City city, Kansas",16000US2036000,151261,59600,35706,44342,6515,465,23,0,33.4,55342,87600,41255,41255,33342,25507,20,36000
2015,"Lawrence city, Kansas",16000US2038900,93916,,,6435,,,,,27.4,33972,179100,46564,46564,21151,8701,20,38900
2015,"Olathe city, Kansas",16000US2052575,134316,102021,6546,16131,4774,169,0,0,33,44701,207700,80242,80242,7967,11913,20,52575
2015,"Overland Park city, Kansas",16000US2053775,186511,,,10104,,,,,38.2,77006,249000,81144,81144,10003,21407,20,53775
2015,"Shawnee city, Kansas",16000US2064500,65058,,,4864,,,,,40.1,24454,218200,88636,88636,5053,4136,20,64500
2015,"Topeka city, Kansas",16000US2071000,127257,88757,11124,18640,2360,962,0,0,37.1,52958,102800,43860,43860,22901,6711,20,71000
2015,"Wichita city, Kansas",16000US2079000,389955,244454,45254,65162,22725,2760,239,215,34.6,150497,124400,46894,46894,65862,40270,20,79000
2015,"Lexington-Fayette urban county, Kentucky",16000US2146027,314488,226587,44353,21766,11062,186,67,754,34.4,129088,170200,51948,51948,58992,28613,21,46027
2015,"Louisville/Jefferson County metro government (balance), Kentucky",16000US2148006,615389,414443,137294,28712,15200,773,424,977,37.5,245874,145000,48100,48100,100849,37875,21,48006
2015,"Baton Rouge city, Louisiana",16000US2205000,228596,,,7428,,,,,31.2,87286,172600,41224,41224,53910,12268,22,05000
2015,"Bossier City city, Louisiana",16000US2208920,68097,,,5589,,,,,32.7,27404,163200,46322,46322,11194,2980,22,08920
2015,"Kenner city, Louisiana",16000US2239475,67106,,,17769,,,,,36.9,25896,179200,44647,44647,12730,12352,22,39475
2015,"Lafayette city, Louisiana",16000US2240735,127661,,,6556,,,,,31.7,48597,186100,47830,47830,26889,5396,22,40735
2015,"Lake Charles city, Louisiana",16000US2241155,76066,,,3157,,,,,31.8,30987,152900,38256,38256,19525,3215,22,41155
2015,"Metairie CDP, Louisiana",16000US2250115,146458,105419,15502,19703,3334,86,0,395,41.6,61045,225100,53715,53715,17011,19871,22,50115
2015,"New Orleans city, Louisiana",16000US2255000,389617,121459,227343,21850,12027,715,0,1003,35.9,156591,216800,39077,39077,88852,21679,22,55000
2015,"Shreveport city, Louisiana",16000US2270000,196994,,,5081,,,,,35.2,75823,141000,38497,38497,45005,5658,22,70000
2015,"Portland city, Maine",16000US2360545,66872,,,2031,,,,,40.3,30427,267100,52139,52139,10143,9229,23,60545
2015,"Baltimore city, Maryland",16000US2404000,621849,175273,380555,29953,16894,743,282,1962,34.7,238400,155600,44165,44165,136746,49857,24,04000
2015,"Columbia CDP, Maryland",16000US2419125,103467,49107,26658,8033,15280,0,0,611,37.9,38325,368300,102431,102431,6704,23249,24,19125
2015,"Ellicott City CDP, Maryland",16000US2426000,70932,,,1602,,,,,42.4,25724,513700,113378,113378,2643,17587,24,26000
2015,"Frederick city, Maryland",16000US2430325,69482,,,13065,,,,,36.1,27298,254500,62500,62500,9153,14211,24,30325
2015,"Gaithersburg city, Maryland",16000US2431175,67445,,,18721,,,,,35.7,24544,356800,85854,85854,5486,28133,24,31175
2015,"Germantown CDP, Maryland",16000US2432025,84122,,,18202,,,,,34.9,28527,324900,85091,85091,5226,27877,24,32025
2015,"Glen Burnie CDP, Maryland",16000US2432650,69859,,,9137,,,,,36.5,26890,255900,66111,66111,4362,6971,24,32650
2015,"Rockville city, Maryland",16000US2467675,66998,,,9197,,,,,38.1,25426,550300,97377,97377,5581,25047,24,67675
2015,"Silver Spring CDP, Maryland",16000US2472450,82463,27283,19564,25924,6473,222,0,197,33.8,31646,504800,67623,67623,12528,30908,24,72450
2015,"Waldorf CDP, Maryland",16000US2481175,75512,,,4810,,,,,33.6,27896,251400,87223,87223,3797,5954,24,81175
2015,"Boston city, Massachusetts",16000US2507000,669469,299005,153039,130656,63260,691,47,7406,31.8,261492,453000,58263,58263,128385,190123,25,07000
2015,"Brockton city, Massachusetts",16000US2509000,95314,32389,39533,10890,2297,0,0,7707,35.2,32494,230600,43206,43206,20139,27313,25,09000
2015,"Cambridge city, Massachusetts",16000US2511000,110402,71561,9535,9433,16129,0,39,251,31.5,45569,665000,89847,89847,12086,27757,25,11000
2015,"Fall River city, Massachusetts",16000US2523000,88770,,,9081,,,,,39.3,39495,233000,39547,39547,18690,14775,25,23000
2015,"Framingham CDP, Massachusetts",16000US2524960,71210,44360,5339,13000,5474,638,0,799,40.3,27179,367100,70355,70355,7270,19070,25,24960
2015,"Lawrence city, Massachusetts",16000US2534550,80240,,,63175,,,,,30.8,24885,254800,36969,36969,20782,29170,25,34550
2015,"Lowell city, Massachusetts",16000US2537000,110720,50848,5486,22095,28452,242,0,1809,33.4,37880,242600,47727,47727,22643,33414,25,37000
2015,"Lynn city, Massachusetts",16000US2537490,92459,36057,11372,33250,8093,58,0,1065,34.8,32635,272800,49332,49332,18014,29899,25,37490
2015,"New Bedford city, Massachusetts",16000US2545000,94959,59765,5835,18336,1297,7,0,6602,38.6,38826,212900,36808,36808,20984,19024,25,45000
2015,"Newton city, Massachusetts",16000US2545560,88809,,,4790,,,,,42.3,29902,809700,126649,126649,3537,21692,25,45560
2015,"Quincy city, Massachusetts",16000US2555745,93629,,,2566,,,,,41,38674,389700,66415,66415,11833,32935,25,55745
2015,"Somerville city, Massachusetts",16000US2562535,80334,,,8790,,,,,31,31837,555500,86012,86012,8550,22292,25,62535
2015,"Springfield city, Massachusetts",16000US2567000,154336,48234,27817,69209,4544,314,0,193,31.8,53030,146700,38398,38398,40895,16226,25,67000
2015,"Worcester city, Massachusetts",16000US2582000,184806,104375,21375,39000,14105,612,0,1493,34.9,70553,206300,43572,43572,37269,36907,25,82000
2015,"Ann Arbor city, Michigan",16000US2603000,117070,81619,7703,5888,16882,428,49,478,28.1,48803,277500,55669,55669,23582,20717,26,03000
2015,"Dearborn city, Michigan",16000US2621000,95180,,,3533,,,,,33.5,31183,121700,51424,51424,28146,23920,26,21000
2015,"Detroit city, Michigan",16000US2622000,677124,64511,536527,53980,8790,1623,188,887,34.8,255580,42600,25980,25980,265097,39861,26,22000
2015,"Farmington Hills city, Michigan",16000US2627440,81332,,,2052,,,,,42.1,33505,234600,70393,70393,7332,18033,26,27440
2015,"Flint city, Michigan",16000US2629000,98297,,,2525,,,,,35.3,40143,25900,25342,25342,39109,2138,26,29000
2015,"Grand Rapids city, Michigan",16000US2634000,195099,119128,32423,31282,4451,284,109,253,32.1,73488,122000,41857,41857,43294,19176,26,34000
2015,"Kalamazoo city, Michigan",16000US2642160,76040,,,4114,,,,,26.4,29040,107000,36536,36536,22238,3482,26,42160
2015,"Lansing city, Michigan",16000US2646000,114110,61221,26122,14245,3941,286,0,0,31.4,47338,75800,37426,37426,30323,8371,26,46000
2015,"Livonia city, Michigan",16000US2649000,94633,,,1772,,,,,47.4,36943,167200,72061,72061,5536,7175,26,49000
2015,"Rochester Hills city, Michigan",16000US2669035,73432,,,3395,,,,,41.2,27224,277000,81124,81124,4202,13708,26,69035
2015,"Southfield city, Michigan",16000US2674900,73177,,,573,,,,,41.6,31613,136000,50557,50557,7870,4011,26,74900
2015,"Sterling Heights city, Michigan",16000US2676460,132062,,,2811,,,,,39.6,49296,162400,61809,61809,15851,34313,26,76460
2015,"Troy city, Michigan",16000US2680700,83276,,,2400,,,,,43.3,32004,271800,87447,87447,4241,21004,26,80700
2015,"Warren city, Michigan",16000US2684000,135356,,,3210,,,,,43.2,54688,104500,43379,43379,26102,18822,26,84000
2015,"Westland city, Michigan",16000US2686000,81995,,,2827,,,,,39.9,33719,105300,45538,45538,15062,6429,26,86000
2015,"Wyoming city, Michigan",16000US2688940,75277,47574,5891,15325,2771,85,0,78,32.8,28200,113600,44047,44047,10815,8612,26,88940
2015,"Bloomington city, Minnesota",16000US2706616,86436,,,8021,,,,,40.9,37129,230400,67845,67845,6971,10728,27,06616
2015,"Brooklyn Park city, Minnesota",16000US2707966,79150,,,4138,,,,,35.1,27645,192200,62164,62164,5892,17490,27,07966
2015,"Duluth city, Minnesota",16000US2717000,86126,,,1981,,,,,34.7,35407,154200,47832,47832,14387,2258,27,17000
2015,"Eagan city, Minnesota",16000US2717288,66288,47209,6306,4328,5397,104,0,118,36.8,26518,260600,78417,78417,3827,8642,27,17288
2015,"Maple Grove city, Minnesota",16000US2740166,68381,,,1685,,,,,38.6,,276300,89498,89498,1303,7645,27,40166
2015,"Minneapolis city, Minnesota",16000US2743000,410935,243709,78861,39981,26958,3233,0,593,32.4,173686,227500,54571,54571,77057,70769,27,43000
2015,"Plymouth city, Minnesota",16000US2751730,75928,,,3274,,,,,38.4,30438,319700,93203,93203,2808,8830,27,51730
2015,"Rochester city, Minnesota",16000US2754880,112216,,,6617,,,,,35,43018,170800,66340,66340,12289,17763,27,54880
2015,"St. Cloud city, Minnesota",16000US2756896,68253,56015,5588,2639,1765,419,0,0,30.7,26037,144400,43647,43647,13306,5757,27,56896
2015,"St. Paul city, Minnesota",16000US2758000,300840,159511,45599,27307,53415,1449,39,384,31.5,113148,186800,50267,50267,62061,56514,27,58000
2015,"Woodbury city, Minnesota",16000US2771428,67850,,,3258,,,,,37.7,24783,296700,101785,101785,3236,9477,27,71428
2015,"Gulfport city, Mississippi",16000US2829700,71872,,,4247,,,,,35.1,27744,115000,37268,37268,19138,3072,28,29700
2015,"Jackson city, Mississippi",16000US2836000,170811,,,3017,,,,,31.7,62092,92600,32482,32482,52240,1789,28,36000
2015,"Columbia city, Missouri",16000US2915670,119098,,,4956,,,,,26.8,46380,177400,44160,44160,27040,10729,29,15670
2015,"Independence city, Missouri",16000US2935000,117255,,,12236,,,,,38.6,49848,100200,42229,42229,23913,4911,29,35000
2015,"Kansas City city, Missouri",16000US2938000,475361,261360,140515,46037,13552,1089,432,880,35.9,198129,138400,50259,50259,83641,37787,29,38000
2015,"Lee's Summit city, Missouri",16000US2941348,95068,,,4504,,,,,36.8,35267,200300,75020,75020,5856,3803,29,41348
2015,"O'Fallon city, Missouri",16000US2954074,85032,,,2583,,,,,36,30486,201700,74961,74961,3309,3269,29,54074
2015,"St. Charles city, Missouri",16000US2964082,68801,,,4070,,,,,34.9,27024,183700,59006,59006,5382,5274,29,64082
2015,"St. Joseph city, Missouri",16000US2964550,76096,,,5400,,,,,35.7,27938,104600,46398,46398,13957,3755,29,64550
2015,"St. Louis city, Missouri",16000US2965000,315685,138178,146925,12261,8920,398,521,411,35,141312,130800,38397,38397,76506,21802,29,65000
2015,"Springfield city, Missouri",16000US2970000,166798,142108,7682,7100,4498,770,0,52,34.1,73469,113500,36107,36107,37596,7765,29,70000
2015,"Billings city, Montana",16000US3006550,110270,,,7526,,,,,36.3,44677,208200,58375,58375,10014,3206,30,06550
2015,"Missoula city, Montana",16000US3050200,71024,,,2474,,,,,34.7,31518,239500,37444,37444,11867,2771,30,50200
2015,"Lincoln city, Nebraska",16000US3128000,277346,223514,11743,20296,11622,1201,232,112,32.3,109923,155100,51503,51503,39974,22958,31,28000
2015,"Omaha city, Nebraska",16000US3137000,443887,293631,57546,63516,15243,1942,74,1608,34.2,175123,143200,51407,51407,72864,48263,31,37000
2015,"Enterprise CDP, Nevada",16000US3223770,135474,58148,11886,25307,29761,872,1712,802,34.1,46803,276200,70445,70445,12282,31173,32,23770
2015,"Henderson city, Nevada",16000US3231900,285658,193461,14149,47154,19775,1391,578,618,42.5,111269,273800,64035,64035,24103,35666,32,31900
2015,"Las Vegas city, Nevada",16000US3240000,623769,278444,68777,204913,41782,2115,3230,2142,37.5,220418,209400,49676,49676,100069,127609,32,40000
2015,"North Las Vegas city, Nevada",16000US3251800,234793,66037,46919,94804,14039,1061,1010,301,32.2,70203,185800,53952,53952,36601,49815,32,51800
2015,"Paradise CDP, Nevada",16000US3254600,236946,92465,20851,88347,23099,1015,3566,580,37.2,88699,197900,41646,41646,44528,66712,32,54600
2015,"Reno city, Nevada",16000US3260600,241443,148542,4942,59902,13987,1267,2018,718,35.7,95855,269200,50451,50451,39885,37070,32,60600
2015,"Sparks city, Nevada",16000US3268400,96098,53304,3013,29159,5639,1004,635,86,36.1,36485,243500,52453,52453,10945,15690,32,68400
2015,"Spring Valley CDP, Nevada",16000US3268585,193955,78919,22994,40374,39134,476,1072,799,37,69315,220400,49305,49305,28833,61072,32,68585
2015,"Sunrise Manor CDP, Nevada",16000US3271400,192608,49757,23629,99838,12134,1021,1199,103,32.5,59206,139900,39790,39790,44081,56530,32,71400
2015,"Manchester city, New Hampshire",16000US3345140,110223,,,11962,,,,,37.3,44840,209200,54596,54596,15384,14506,33,45140
2015,"Nashua city, New Hampshire",16000US3350260,87975,,,10511,,,,,38.3,35027,245200,67441,67441,9276,12693,33,50260
2015,"Bayonne city, New Jersey",16000US3403580,66303,,,19525,,,,,39.7,25200,308900,53731,53731,10456,21899,34,03580
2015,"Camden city, New Jersey",16000US3410000,76131,2741,29779,41473,1686,0,101,105,27.9,24454,84200,25643,25643,29850,11317,34,10000
2015,"Clifton city, New Jersey",16000US3413690,86341,,,33176,,,,,38.5,27497,331800,64700,64700,9276,27979,34,13690
2015,"East Orange city, New Jersey",16000US3419390,64962,,,6368,,,,,35.5,22433,225100,40723,40723,10983,15164,34,19390
2015,"Elizabeth city, New Jersey",16000US3421000,129012,15893,21956,86456,2488,0,0,1041,34.2,39923,262900,44016,44016,28422,63413,34,21000
2015,"Jersey City city, New Jersey",16000US3436000,264277,57533,53962,79718,63974,630,104,2761,34.3,101755,331100,59485,59485,54826,109186,34,36000
2015,"Newark city, New Jersey",16000US3451000,281913,30495,137090,100432,5938,684,0,4424,34.6,98524,235700,30966,30966,78569,86253,34,51000
2015,"Passaic city, New Jersey",16000US3456550,71082,,,53680,,,,,30.4,19864,285500,26922,26922,23086,24174,34,56550
2015,"Paterson city, New Jersey",16000US3457000,147757,15350,35925,85555,7930,0,0,112,34,43147,226300,31552,31552,44161,49810,34,57000
2015,"Toms River CDP, New Jersey",16000US3473110,87750,,,10267,,,,,43.7,31784,284700,75140,75140,5842,6852,34,73110
2015,"Trenton city, New Jersey",16000US3474000,84231,,,30613,,,,,33.3,26286,93700,35041,35041,21545,20428,34,74000
2015,"Union City city, New Jersey",16000US3474630,69149,9603,2289,53174,3358,0,0,289,35.4,24151,336700,45558,45558,16864,40553,34,74630
2015,"Albuquerque city, New Mexico",16000US3502000,559131,221994,17039,271854,13619,21601,296,1342,36,221855,189200,47096,47096,110402,58200,35,02000
2015,"Las Cruces city, New Mexico",16000US3539380,101644,33528,2921,60614,1887,814,0,136,32.7,38641,154200,40994,40994,22190,11888,35,39380
2015,"Rio Rancho city, New Mexico",16000US3563460,94155,46309,2798,38674,1162,2107,163,166,38.3,32761,180900,64475,64475,8103,5200,35,63460
2015,"Santa Fe city, New Mexico",16000US3570500,84112,34037,931,45884,997,976,0,280,44.1,34179,271000,53635,53635,10581,13824,35,70500
2015,"Albany city, New York",16000US3601000,98452,49820,26658,9368,7090,597,79,518,32.8,42243,172600,38267,38267,20754,11948,36,01000
2015,"Brentwood CDP, New York",16000US3608026,63792,,,40111,,,,,34.2,12538,284300,76941,76941,6166,27058,36,08026
2015,"Buffalo city, New York",16000US3611000,258066,113027,94282,29656,12597,951,85,161,33.1,109961,75800,32509,32509,82564,24630,36,11000
2015,"Cheektowaga CDP, New York",16000US3615000,76075,,,1994,,,,,40.7,32554,106600,52229,52229,8295,3532,36,15000
2015,"Mount Vernon city, New York",16000US3649121,68621,,,9446,,,,,38.5,23748,359400,58097,58097,10918,23777,36,49121
2015,"New Rochelle city, New York",16000US3650617,79838,33323,14942,23548,3887,5,0,2765,40.6,26875,571800,76496,76496,8799,26960,36,50617
2015,"New York city, New York",16000US3651000,8550405,2740997,1880360,2485125,1196134,13807,1654,71271,36,3129147,538300,55752,55752,1680857,3212500,36,51000
2015,"Rochester city, New York",16000US3663000,209808,76264,80998,38004,7700,583,0,141,31.4,84946,76900,31946,31946,66907,17735,36,63000
2015,"Schenectady city, New York",16000US3665508,65299,36196,12240,5957,3436,38,0,3566,36.7,21881,115400,46461,46461,11000,10961,36,65508
2015,"Syracuse city, New York",16000US3673000,144152,75531,39439,13368,8414,993,109,762,30.3,54231,93100,36457,36457,40571,17733,36,73000
2015,"Yonkers city, New York",16000US3684000,201118,82177,29401,73608,12680,92,82,1193,38,70902,359600,56979,56979,37060,61247,36,84000
2015,"Asheville city, North Carolina",16000US3702140,88507,,,4146,,,,,37.9,39098,201600,43061,43061,13808,6630,37,02140
2015,"Cary town, North Carolina",16000US3710740,160514,108856,13391,10327,23885,483,0,0,39.9,61376,322200,95374,95374,7226,30008,37,10740
2015,"Charlotte city, North Carolina",16000US3712000,827121,356507,282456,113731,50142,2450,46,2999,34.3,322872,188800,53919,53919,129143,128897,37,12000
2015,"Concord city, North Carolina",16000US3714100,87693,,,11301,,,,,35.7,31840,167900,52834,52834,9350,8847,37,14100
2015,"Durham city, North Carolina",16000US3719000,257598,99298,100523,36304,13919,765,0,406,33.2,103230,193100,52106,52106,44362,38642,37,19000
2015,"Fayetteville city, North Carolina",16000US3722920,201965,77760,80355,25080,5025,1705,441,493,30.7,76856,121700,40408,40408,36719,12863,37,22920
2015,"Gastonia city, North Carolina",16000US3725580,74550,,,6653,,,,,36.9,27432,134300,42713,42713,14456,5715,37,25580
2015,"Greensboro city, North Carolina",16000US3728000,285344,126137,117162,22147,11353,685,27,612,35.5,115301,148200,44934,44934,44445,26667,37,28000
