Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational Option Type","NSLP Provision Status","Charter School (Y/N)","Charter School Number","Charter Funding Type",IRC,Low Grade,High Grade,"Enrollment (K-12)","Free Meal Count (K-12)","Percent (%) Eligible Free (K-12)","FRPM Count (K-12)","Percent (%) Eligible FRPM (K-12)","Enrollment (Ages 5-17)","Free Meal Count (Ages 5-17)","Percent (%) Eligible Free (Ages 5-17)","FRPM Count (Ages 5-17)","Percent (%) Eligible FRPM (Ages 5-17)","2013-14 CALPADS Fall 1 Certification Status"
2014-2015,37,68338,6039457,San Diego,San Diego Unified,Darnall Charter,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,Y,0033,Directly funded,N,K,8,639.0,508.0,0.7949921752738655,552.0,0.863849765258216,638.0,507.0,0.7946708463949843,551.0,0.8636363636363636,Y
2014-2015,37,68338,6039481,San Diego,San Diego Unified,Dewey Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,4,354.0,147.0,0.4152542372881356,244.0,0.6892655367231638,334.0,137.0,0.4101796407185629,229.0,0.6856287425149701,Y
2014-2015,37,68338,6039499,San Diego,San Diego Unified,Edison Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,575.0,503.0,0.8747826086956522,558.0,0.9704347826086956,566.0,497.0,0.8780918727915195,550.0,0.9717314487632509,Y
2014-2015,37,68338,6039507,San Diego,San Diego Unified,Emerson/Bandini Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,586.0,521.0,0.8890784982935154,560.0,0.9556313993174061,572.0,509.0,0.8898601398601399,547.0,0.9562937062937062,Y
2014-2015,37,68338,6039515,San Diego,San Diego Unified,Encanto Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,504.0,420.0,0.8333333333333334,481.0,0.9543650793650794,485.0,404.0,0.8329896907216495,464.0,0.9567010309278351,Y
2014-2015,37,68338,6039523,San Diego,San Diego Unified,Euclid Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,536.0,484.0,0.9029850746268657,522.0,0.9738805970149254,521.0,471.0,0.9040307101727447,509.0,0.9769673704414588,Y
2014-2015,37,68338,6039556,San Diego,San Diego Unified,Field Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,281.0,208.0,0.7402135231316725,246.0,0.8754448398576512,274.0,204.0,0.7445255474452555,241.0,0.8795620437956204,Y
2014-2015,37,68338,6039564,San Diego,San Diego Unified,Fletcher Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,243.0,108.0,0.4444444444444444,150.0,0.6172839506172839,237.0,106.0,0.4472573839662447,148.0,0.6244725738396625,Y
2014-2015,37,68338,6039572,San Diego,San Diego Unified,Florence Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,262.0,152.0,0.5801526717557252,202.0,0.7709923664122137,250.0,144.0,0.576,193.0,0.772,Y
2014-2015,37,68338,6039598,San Diego,San Diego Unified,Foster Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,367.0,150.0,0.4087193460490463,204.0,0.555858310626703,362.0,149.0,0.4116022099447514,203.0,0.5607734806629834,Y
2014-2015,37,68338,6039606,San Diego,San Diego Unified,Franklin Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,287.0,199.0,0.6933797909407665,242.0,0.8432055749128919,276.0,191.0,0.6920289855072463,234.0,0.8478260869565217,Y
2014-2015,37,68338,6039614,San Diego,San Diego Unified,Freese Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,295.0,194.0,0.6576271186440678,261.0,0.8847457627118644,286.0,189.0,0.6608391608391608,253.0,0.8846153846153846,Y
2014-2015,37,68338,6039630,San Diego,San Diego Unified,Fulton K-8,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,8,418.0,312.0,0.7464114832535885,357.0,0.854066985645933,409.0,304.0,0.7432762836185819,349.0,0.8533007334963325,Y
2014-2015,37,68338,6039648,San Diego,San Diego Unified,Gage Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,457.0,181.0,0.39606126914660833,231.0,0.5054704595185996,439.0,177.0,0.4031890660592255,224.0,0.510250569476082,Y
2014-2015,37,68338,6039655,San Diego,San Diego Unified,Garfield Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,321.0,236.0,0.735202492211838,297.0,0.9252336448598131,316.0,232.0,0.7341772151898734,292.0,0.9240506329113924,Y
2014-2015,37,68338,6039671,San Diego,San Diego Unified,Grant K-8,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,718.0,148.0,0.20612813370473537,184.0,0.2562674094707521,705.0,145.0,0.20567375886524822,181.0,0.25673758865248225,Y
2014-2015,37,68338,6039697,San Diego,San Diego Unified,Green Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,517.0,111.0,0.21470019342359767,167.0,0.3230174081237911,506.0,110.0,0.21739130434782608,165.0,0.32608695652173914,Y
2014-2015,37,68338,6039705,San Diego,San Diego Unified,Hamilton Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,524.0,458.0,0.8740458015267175,508.0,0.9694656488549618,511.0,445.0,0.8708414872798435,495.0,0.9686888454011742,Y
2014-2015,37,68338,6039713,San Diego,San Diego Unified,Hardy Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,408.0,121.0,0.2965686274509804,195.0,0.47794117647058826,402.0,121.0,0.3009950248756219,193.0,0.48009950248756217,Y
2014-2015,37,68338,6039721,San Diego,San Diego Unified,Hawthorne Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,296.0,155.0,0.5236486486486487,220.0,0.7432432432432432,291.0,154.0,0.5292096219931272,216.0,0.7422680412371134,Y
2014-2015,37,68338,6039739,San Diego,San Diego Unified,Hearst Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,497.0,66.0,0.13279678068410464,89.0,0.1790744466800805,485.0,65.0,0.13402061855670103,88.0,0.18144329896907216,Y
2014-2015,37,68338,6039747,San Diego,San Diego Unified,Holmes Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,522.0,74.0,0.1417624521072797,115.0,0.22030651340996169,511.0,74.0,0.14481409001956946,114.0,0.22309197651663404,Y
2014-2015,37,68338,6039754,San Diego,San Diego Unified,Horton Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,478.0,419.0,0.8765690376569037,467.0,0.9769874476987448,465.0,407.0,0.875268817204301,454.0,0.9763440860215054,Y
2014-2015,37,68338,6039762,San Diego,San Diego Unified,Fay Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,726.0,651.0,0.8966942148760331,708.0,0.9752066115702479,705.0,631.0,0.8950354609929078,687.0,0.9744680851063829,Y
2014-2015,37,68338,6039770,San Diego,San Diego Unified,Jefferson Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,365.0,259.0,0.7095890410958904,305.0,0.8356164383561644,348.0,249.0,0.7155172413793104,292.0,0.8390804597701149,Y
2014-2015,37,68338,6039788,San Diego,San Diego Unified,Johnson Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,411.0,307.0,0.7469586374695864,359.0,0.8734793187347932,397.0,297.0,0.7481108312342569,347.0,0.8740554156171285,Y
2014-2015,37,68338,6039796,San Diego,San Diego Unified,Jones Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,363.0,96.0,0.2644628099173554,153.0,0.4214876033057851,353.0,91.0,0.2577903682719547,146.0,0.41359773371104813,Y
2014-2015,37,68338,6039804,San Diego,San Diego Unified,Juarez Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,207.0,101.0,0.48792270531400966,131.0,0.6328502415458938,203.0,99.0,0.4876847290640394,129.0,0.6354679802955665,Y
2014-2015,37,68338,6039812,San Diego,San Diego Unified,Keiller Leadership Academy,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,Y,0695,Directly funded,N,K,8,515.0,322.0,0.625242718446602,398.0,0.7728155339805826,509.0,319.0,0.6267190569744597,395.0,0.7760314341846758,Y
2014-2015,37,68338,6039846,San Diego,San Diego Unified,La Jolla Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,595.0,34.0,0.05714285714285714,38.0,0.06386554621848739,590.0,34.0,0.0576271186440678,38.0,0.06440677966101695,Y
2014-2015,37,68338,6039853,San Diego,San Diego Unified,Lafayette Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,266.0,161.0,0.6052631578947368,203.0,0.7631578947368421,258.0,159.0,0.6162790697674418,200.0,0.7751937984496124,Y
2014-2015,37,68338,6039861,San Diego,San Diego Unified,Lee Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,348.0,235.0,0.6752873563218391,282.0,0.8103448275862069,342.0,233.0,0.6812865497076024,280.0,0.8187134502923976,Y
2014-2015,37,68338,6039879,San Diego,San Diego Unified,Linda Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,437.0,368.0,0.8421052631578947,410.0,0.9382151029748284,430.0,362.0,0.8418604651162791,404.0,0.9395348837209302,Y
2014-2015,37,68338,6039887,San Diego,San Diego Unified,Lindbergh/Schweitzer Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,512.0,249.0,0.486328125,343.0,0.669921875,498.0,241.0,0.4839357429718876,335.0,0.6726907630522089,Y
2014-2015,37,68338,6039895,San Diego,San Diego Unified,Logan K-8,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,8,637.0,533.0,0.8367346938775511,581.0,0.9120879120879121,627.0,525.0,0.8373205741626795,573.0,0.9138755980861244,Y
2014-2015,37,68338,6039903,San Diego,San Diego Unified,Loma Portal Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,4,434.0,109.0,0.2511520737327189,144.0,0.3317972350230415,423.0,105.0,0.24822695035460993,139.0,0.32860520094562645,Y
2014-2015,37,68338,6039911,San Diego,San Diego Unified,Longfellow K-8,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,832.0,251.0,0.3016826923076923,378.0,0.4543269230769231,815.0,247.0,0.3030674846625767,373.0,0.45766871165644174,Y
2014-2015,37,68338,6039929,San Diego,San Diego Unified,Perkins K-8,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,8,473.0,416.0,0.879492600422833,459.0,0.9704016913319239,469.0,413.0,0.8805970149253731,456.0,0.9722814498933902,Y
2014-2015,37,68338,6039952,San Diego,San Diego Unified,Marshall Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,524.0,466.0,0.8893129770992366,508.0,0.9694656488549618,509.0,454.0,0.8919449901768173,494.0,0.9705304518664047,Y
2014-2015,37,68338,6039960,San Diego,San Diego Unified,Marvin Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,404.0,60.0,0.1485148514851485,100.0,0.24752475247524752,389.0,59.0,0.15167095115681234,99.0,0.2544987146529563,Y
2014-2015,37,68338,6039978,San Diego,San Diego Unified,McKinley Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,568.0,184.0,0.323943661971831,237.0,0.41725352112676056,558.0,182.0,0.32616487455197135,235.0,0.4211469534050179,Y
2014-2015,37,68338,6040000,San Diego,San Diego Unified,Language Academy,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,1037.0,338.0,0.32594021215043395,470.0,0.4532304725168756,1027.0,337.0,0.3281402142161636,467.0,0.45472249269717624,Y
2014-2015,37,68338,6040018,San Diego,San Diego Unified,Harriet Tubman Village Charter,Unified School District,Elementary Schools (Public),Traditional,,Y,0046,Directly funded,N,K,8,363.0,253.0,0.696969696969697,276.0,0.7603305785123967,357.0,248.0,0.6946778711484594,271.0,0.7591036414565826,Y
2014-2015,37,68338,6040026,San Diego,San Diego Unified,Oak Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,534.0,349.0,0.653558052434457,456.0,0.8539325842696629,521.0,340.0,0.6525911708253359,443.0,0.8502879078694817,Y
2014-2015,37,68338,6040034,San Diego,San Diego Unified,Ocean Beach Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,4,487.0,196.0,0.4024640657084189,249.0,0.5112936344969199,474.0,191.0,0.4029535864978903,244.0,0.5147679324894515,Y
2014-2015,37,68338,6040042,San Diego,San Diego Unified,Pacific Beach Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,418.0,109.0,0.2607655502392344,148.0,0.35406698564593303,411.0,107.0,0.26034063260340634,144.0,0.35036496350364965,Y
2014-2015,37,68338,6040059,San Diego,San Diego Unified,Paradise Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,299.0,185.0,0.6187290969899666,246.0,0.822742474916388,292.0,184.0,0.6301369863013698,241.0,0.8253424657534246,Y
2014-2015,37,68338,6040067,San Diego,San Diego Unified,Perry Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,436.0,160.0,0.3669724770642202,282.0,0.6467889908256881,432.0,159.0,0.3680555555555556,279.0,0.6458333333333334,Y
2014-2015,37,68338,6040083,San Diego,San Diego Unified,Riley/New Dawn,Unified School District,Special Education Schools (Public),Special Education School,Provision 2                                       ,N,,,N,K,12,167.0,104.0,0.6227544910179641,126.0,0.7544910179640718,155.0,96.0,0.6193548387096774,118.0,0.7612903225806451,Y
2014-2015,37,68338,6040091,San Diego,San Diego Unified,Rolando Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,230.0,158.0,0.6869565217391305,202.0,0.8782608695652174,220.0,151.0,0.6863636363636364,194.0,0.8818181818181818,Y
2014-2015,37,68338,6040109,San Diego,San Diego Unified,Ross Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,327.0,228.0,0.6972477064220184,288.0,0.8807339449541285,322.0,223.0,0.6925465838509317,283.0,0.8788819875776398,Y
2014-2015,37,68338,6040117,San Diego,San Diego Unified,Rowan Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,233.0,148.0,0.6351931330472103,200.0,0.8583690987124464,230.0,146.0,0.6347826086956522,197.0,0.8565217391304348,Y
2014-2015,37,68338,6040133,San Diego,San Diego Unified,Sequoia Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,259.0,127.0,0.49034749034749037,160.0,0.6177606177606177,253.0,127.0,0.5019762845849802,160.0,0.6324110671936759,Y
2014-2015,37,68338,6040141,San Diego,San Diego Unified,Sessions Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,492.0,65.0,0.13211382113821138,111.0,0.22560975609756098,479.0,63.0,0.1315240083507307,105.0,0.21920668058455114,Y
2014-2015,37,68338,6040158,San Diego,San Diego Unified,Sherman Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,678.0,545.0,0.803834808259587,591.0,0.8716814159292036,662.0,532.0,0.8036253776435045,578.0,0.8731117824773413,Y
2014-2015,37,68338,6040166,San Diego,San Diego Unified,Silver Gate Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,4,569.0,62.0,0.10896309314586995,100.0,0.1757469244288225,552.0,61.0,0.1105072463768116,96.0,0.17391304347826086,Y
2014-2015,37,68338,6040174,San Diego,San Diego Unified,Spreckels Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,603.0,191.0,0.3167495854063018,266.0,0.44112769485903813,591.0,186.0,0.3147208121827411,259.0,0.43824027072758037,Y
2014-2015,37,68338,6040190,San Diego,San Diego Unified,King-Chavez Primary Academy,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,Y,0705,Directly funded,N,K,2,401.0,381.0,0.9501246882793017,388.0,0.9675810473815462,388.0,369.0,0.9510309278350515,376.0,0.9690721649484536,Y
