cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrite,NumGE1500,PctGE1500
36677360116723,S,Academy of Careers and Exploration,Helendale Elementary,San Bernardino,38,17,454,495,462,7,41.18
36677360128439,S,Empire Springs Charter,Helendale Elementary,San Bernardino,21,0,NA,NA,NA,NA,NA
36677360130948,S,Independence Charter Academy,Helendale Elementary,San Bernardino,13,0,NA,NA,NA,NA,NA
36677360131151,S,Alta Vista South Public Charter,Helendale Elementary,San Bernardino,107,0,NA,NA,NA,NA,NA
36677770000000,D,,Morongo Unified,San Bernardino,761,152,490,501,486,72,47.37
36677770124214,S,Hope Academy Charter,Morongo Unified,San Bernardino,197,1,,,,,
36677773636743,S,Twentynine Palms High,Morongo Unified,San Bernardino,164,72,486,503,478,31,43.06
36677773638616,S,Yucca Valley High,Morongo Unified,San Bernardino,314,79,493,497,494,40,50.63
36678010000000,D,,Needles Unified,San Bernardino,50,16,446,453,409,5,31.25
36678013634169,S,Needles High,Needles Unified,San Bernardino,49,16,446,453,409,5,31.25
36678270000000,D,,Oro Grande Elementary,San Bernardino,679,107,463,454,447,30,28.04
36678270111807,S,Mojave River Academy,Oro Grande Elementary,San Bernardino,522,8,,,,,
36678270113928,S,Riverside Preparatory,Oro Grande Elementary,San Bernardino,157,99,460,452,447,28,28.28
36678430000000,D,,Redlands Unified,San Bernardino,1933,844,506,512,495,438,51.90
36678430118802,S,Citrus Valley High,Redlands Unified,San Bernardino,559,293,488,492,473,135,46.08
36678430127837,S,Redlands eAcademy,Redlands Unified,San Bernardino,9,5,,,,,
36678433630779,S,Redlands East Valley High,Redlands Unified,San Bernardino,525,256,506,511,498,134,52.34
36678433630928,S,Grove,Redlands Unified,San Bernardino,32,28,552,506,535,17,60.71
36678433635042,S,Redlands Senior High,Redlands Unified,San Bernardino,549,262,523,538,515,150,57.25
36678500000000,D,,Rialto Unified,San Bernardino,2130,772,430,442,428,144,18.65
36678500102830,S,Wilmer Amina Carter High,Rialto Unified,San Bernardino,556,265,429,436,436,48,18.11
36678503630530,S,Zupanic High,Rialto Unified,San Bernardino,79,1,,,,,
36678503630597,S,Rialto High,Rialto Unified,San Bernardino,675,296,428,437,421,54,18.24
36678503633005,S,Eisenhower Senior High,Rialto Unified,San Bernardino,582,210,433,456,427,42,20.00
36678680000000,D,,Rim of the World Unified,San Bernardino,342,118,506,496,484,57,48.31
36678683635265,S,Rim of the World Senior High,Rim of the World Unified,San Bernardino,274,118,506,496,484,57,48.31
36678760000000,D,,San Bernardino City Unified,San Bernardino,3770,1265,433,437,426,259,20.47
36678760107730,S,ASA Charter,San Bernardino City Unified,San Bernardino,15,1,,,,,
36678760109850,S,Public Safety Academy,San Bernardino City Unified,San Bernardino,24,9,,,,,
36678760120568,S,Options for Youth-San Bernardino,San Bernardino City Unified,San Bernardino,115,23,456,436,457,3,13.04
36678760125450,S,Indian Springs High,San Bernardino City Unified,San Bernardino,291,116,404,404,400,11,9.48
36678763630308,S,San Andreas High,San Bernardino City Unified,San Bernardino,344,1,,,,,
36678763630548,S,Alternative Learning Center,San Bernardino City Unified,San Bernardino,15,0,NA,NA,NA,NA,NA
36678763630993,S,Provisional Accelerated Learning Academy,San Bernardino City Unified,San Bernardino,126,0,NA,NA,NA,NA,NA
36678763631082,S,Arroyo Valley High,San Bernardino City Unified,San Bernardino,568,243,415,423,406,39,16.05
36678763631090,S,Middle College High,San Bernardino City Unified,San Bernardino,55,60,466,477,469,17,28.33
36678763632221,S,Cajon High,San Bernardino City Unified,San Bernardino,595,330,465,467,456,107,32.42
36678763634680,S,Pacific High,San Bernardino City Unified,San Bernardino,347,156,415,426,403,20,12.82
36678763635844,S,San Bernardino High,San Bernardino City Unified,San Bernardino,363,159,424,426,415,25,15.72
36678763636081,S,San Gorgonio High,San Bernardino City Unified,San Bernardino,455,167,426,434,424,37,22.16
36678920000000,D,,Trona Joint Unified,San Bernardino,18,4,,,,,
36678923636487,S,Trona High,Trona Joint Unified,San Bernardino,18,4,,,,,
36679340000000,D,,Victor Valley Union High,San Bernardino,2475,753,453,450,444,195,25.90
36679340110064,S,University Preparatory,Victor Valley Union High,San Bernardino,165,164,500,507,500,83,50.61
36679340125419,S,Adelanto High,Victor Valley Union High,San Bernardino,333,111,423,418,421,15,13.51
36679343630100,S,Goodwill High,Victor Valley Union High,San Bernardino,126,1,,,,,
36679343630670,S,Options for Youth-Victorville Charter,Victor Valley Union High,San Bernardino,526,69,436,409,419,8,11.59
36679343630761,S,Excelsior Charter,Victor Valley Union High,San Bernardino,277,74,511,475,473,31,41.89
36679343630787,S,Silverado High,Victor Valley Union High,San Bernardino,573,204,431,431,422,36,17.65
36679343638012,S,Victor Valley High,Victor Valley Union High,San Bernardino,475,130,430,442,428,22,16.92
36679590000000,D,,Yucaipa-Calimesa Joint Unified,San Bernardino,732,268,483,490,481,111,41.42
36679593633351,S,Green Valley High,Yucaipa-Calimesa Joint Unified,San Bernardino,59,1,,,,,
36679593638509,S,Yucaipa High,Yucaipa-Calimesa Joint Unified,San Bernardino,622,267,482,489,481,110,41.20
36738580000000,D,,Baker Valley Unified,San Bernardino,10,6,,,,,
36738583630076,S,Baker High,Baker Valley Unified,San Bernardino,10,6,,,,,
36738900000000,D,,Silver Valley Unified,San Bernardino,104,33,505,498,485,15,45.45
36738903630274,S,Silver Valley High,Silver Valley Unified,San Bernardino,89,32,507,497,486,15,46.88
36738903631199,S,Silver Valley Academy,Silver Valley Unified,San Bernardino,9,1,,,,,
36739570000000,D,,Snowline Joint Unified,San Bernardino,632,181,504,509,494,94,51.93
36739573630233,S,Serrano High,Snowline Joint Unified,San Bernardino,497,179,503,508,493,92,51.40
36739573630589,S,Snowline Virtual,Snowline Joint Unified,San Bernardino,5,2,,,,,
36750440000000,D,,Hesperia Unified,San Bernardino,2122,615,453,452,445,166,26.99
36750440107516,S,Summit Leadership Academy-High Desert,Hesperia Unified,San Bernardino,48,17,394,388,370,0,0.00
36750440114389,S,Mirus Secondary,Hesperia Unified,San Bernardino,135,1,,,,,
36750440116707,S,Encore Jr./Sr. High School for the Performing and,Hesperia Unified,San Bernardino,102,40,491,464,486,18,45.00
36750440119115,S,Oak Hills High,Hesperia Unified,San Bernardino,529,227,456,461,450,69,30.40
36750443630407,S,Hesperia High,Hesperia Unified,San Bernardino,474,143,440,432,434,29,20.28
36750443630746,S,Sultana High,Hesperia Unified,San Bernardino,471,184,459,461,448,50,27.17
36750443630811,S,Shadow Ridge,Hesperia Unified,San Bernardino,71,3,,,,,
36750510000000,D,,Lucerne Valley Unified,San Bernardino,75,20,477,446,453,6,30.00
36750510115089,S,Sky Mountain Charter,Lucerne Valley Unified,San Bernardino,24,7,,,,,
36750513630563,S,Lucerne Valley High,Lucerne Valley Unified,San Bernardino,51,13,400,395,397,0,0.00
36750690000000,D,,Upland Unified,San Bernardino,931,415,495,505,490,187,45.06
36750693637584,S,Upland High,Upland Unified,San Bernardino,814,415,495,505,490,187,45.06
36750770000000,D,,Apple Valley Unified,San Bernardino,1217,359,490,475,480,155,43.18
36750773630423,S,Apple Valley High,Apple Valley Unified,San Bernardino,592,169,481,473,471,65,38.46
36750773630894,S,Granite Hills High,Apple Valley Unified,San Bernardino,422,133,488,468,479,59,44.36
36750773631009,S,High Desert Premier Academy,Apple Valley Unified,San Bernardino,102,0,NA,NA,NA,NA,NA
36750773631207,S,Academy for Academic Excellence,Apple Valley Unified,San Bernardino,93,57,524,494,505,31,54.39
37000000000000,C,,,San Diego,43582,18042,507,517,496,9204,51.01
37103710000000,D,,San Diego County Office of Education,San Diego,999,21,366,349,342,1,4.76
37103710115998,S,San Pasqual Academy,San Diego County Office of Education,San Diego,29,12,395,373,363,1,8.33
37103710120493,S,Monarch,San Diego County Office of Education,San Diego,18,9,,,,,
37103716119119,S,Literacy First Charter,San Diego County Office of Education,San Diego,52,0,NA,NA,NA,NA,NA
37679830000000,D,,Borrego Springs Unified,San Diego,88,16,459,445,434,3,18.75
37679830117887,S,Juan Bautista de Anza,Borrego Springs Unified,San Diego,11,0,NA,NA,NA,NA,NA
37679830131144,S,Diego Springs Academy,Borrego Springs Unified,San Diego,46,0,NA,NA,NA,NA,NA
37679833730447,S,Borrego Springs High,Borrego Springs Unified,San Diego,29,16,459,445,434,3,18.75
37680310000000,D,,Coronado Unified,San Diego,318,247,543,549,532,170,68.83
37680310126110,S,Coronado Pathways Charter,Coronado Unified,San Diego,9,2,,,,,
37680313731478,S,Coronado High,Coronado Unified,San Diego,302,245,543,549,532,168,68.57
37680490000000,D,,Dehesa Elementary,San Diego,695,24,541,463,494,11,45.83
37680490119990,S,Diego Hills Charter,Dehesa Elementary,San Diego,627,7,,,,,
37680496119564,S,Dehesa Charter,Dehesa Elementary,San Diego,65,17,588,496,529,11,64.71
37681060000000,D,,Escondido Union High,San Diego,2358,880,504,505,490,450,51.14
37681060111195,S,Classical Academy High,Escondido Union High,San Diego,215,112,568,557,548,84,75.00
37681063730058,S,San Pasqual High,Escondido Union High,San Diego,536,244,530,540,522,165,67.62
37681063731023,S,Escondido Charter High,Escondido Union High,San Diego,230,105,533,536,513,67,63.81
37681063732062,S,Escondido High,Escondido Union High,San Diego,601,219,484,480,465,94,42.92
37681063735313,S,Orange Glen High,Escondido Union High,San Diego,522,200,445,445,435,40,20.00
37681220000000,D,,Fallbrook Union High,San Diego,652,235,490,497,475,95,40.43
37681223730967,S,Oasis High (Alternative),Fallbrook Union High,San Diego,38,7,,,,,
37681223732179,S,Fallbrook High,Fallbrook Union High,San Diego,519,228,489,498,474,91,39.91
37681300000000,D,,Grossmont Union High,San Diego,5931,2212,491,503,480,994,44.94
37681303730066,S,Valhalla High,Grossmont Union High,San Diego,550,220,528,540,516,144,65.45
37681303730702,S,West Hills High,Grossmont Union High,San Diego,455,207,508,529,494,113,54.59
37681303731262,S,Steele Canyon High,Grossmont Union High,San Diego,508,284,502,504,492,135,47.54
37681303731536,S,Grossmont Middle College High,Grossmont Union High,San Diego,37,40,552,534,525,26,65.00
37681303731692,S,El Cajon Valley High,Grossmont Union High,San Diego,516,107,443,456,455,37,34.58
37681303731809,S,El Capitan High,Grossmont Union High,San Diego,424,122,475,484,463,42,34.43
37681303732336,S,Granite Hills High,Grossmont Union High,San Diego,690,258,500,519,490,134,51.94
37681303732625,S,Grossmont High,Grossmont Union High,San Diego,659,227,507,507,490,102,44.93
37681303732732,S,Helix High,Grossmont Union High,San Diego,569,337,475,491,464,125,37.09
37681303734548,S,Monte Vista High,Grossmont Union High,San Diego,476,148,459,473,443,40,27.03
37681303734761,S,Mount Miguel High,Grossmont Union High,San Diego,392,115,420,446,414,15,13.04
37681303737905,S,Santana High,Grossmont Union High,San Diego,376,147,509,527,501,81,55.10
37681550000000,D,,Jamul-Dulzura Union Elementary,San Diego,32,4,,,,,
37681556117303,S,Greater San Diego Academy,Jamul-Dulzura Union Elementary,San Diego,32,4,,,,,
37681630000000,D,,Julian Union Elementary,San Diego,794,57,533,507,515,33,57.89
37681630124271,S,Diego Valley Charter,Julian Union Elementary,San Diego,600,1,,,,,
37681633731239,S,Julian Charter,Julian Union Elementary,San Diego,188,56,534,509,517,33,58.93
37681710000000,D,,Julian Union High,San Diego,29,8,,,,,
37681713733219,S,Julian High,Julian Union High,San Diego,28,8,,,,,
37681890000000,D,,Lakeside Union Elementary,San Diego,144,37,556,546,555,29,78.38
37681890118323,S,National University Academy,Lakeside Union Elementary,San Diego,87,0,NA,NA,NA,NA,NA
37681893731072,S,River Valley Charter,Lakeside Union Elementary,San Diego,57,37,556,546,555,29,78.38
37682130000000,D,,Mountain Empire Unified,San Diego,393,41,487,475,477,21,51.22
37682130123224,S,San Diego Virtual,Mountain Empire Unified,San Diego,116,5,,,,,
37682130123240,S,Pivot Charter School - San Diego,Mountain Empire Unified,San Diego,18,4,,,,,
37682130127050,S,Academy of Arts and Sciences: El Cajon Middle and,Mountain Empire Unified,San Diego,107,0,NA,NA,NA,NA,NA
37682130127084,S,Academy of Arts and Sciences: Del Mar Middle & Hig,Mountain Empire Unified,San Diego,27,0,NA,NA,NA,NA,NA
37682133734878,S,Mountain Empire High,Mountain Empire Unified,San Diego,95,32,468,470,466,15,46.88
37682960000000,D,,Poway Unified,San Diego,2694,1823,565,588,560,1366,74.93
37682960118935,S,Del Norte High,Poway Unified,San Diego,435,350,566,594,565,264,75.43
37682963730074,S,Mt. Carmel High,Poway Unified,San Diego,501,345,551,568,536,243,70.43
37682963730819,S,Rancho Bernardo High,Poway Unified,San Diego,522,356,563,593,559,268,75.28
37682963731528,S,Westview High,Poway Unified,San Diego,560,438,583,608,581,343,78.31
37682963735842,S,Abraxas Continuation High,Poway Unified,San Diego,115,1,,,,,
37682963735867,S,Poway High,Poway Unified,San Diego,506,333,557,571,552,248,74.47
37683040000000,D,,Ramona City Unified,San Diego,510,163,516,530,501,100,61.35
37683040102178,S,Future Bound Independent Study Secondary,Ramona City Unified,San Diego,18,0,NA,NA,NA,NA,NA
37683040131250,S,Mountain Valley Academy,Ramona City Unified,San Diego,25,0,NA,NA,NA,NA,NA
37683043735974,S,Ramona High,Ramona City Unified,San Diego,395,163,516,530,501,100,61.35
37683380000000,D,,San Diego Unified,San Diego,10180,4942,484,496,474,2125,43.00
37683380106732,S,High Tech High International,San Diego Unified,San Diego,99,94,488,499,477,43,45.74
37683380106799,S,Learning Choice Academy,San Diego Unified,San Diego,87,9,,,,,
37683380107029,S,San Diego International Studies,San Diego Unified,San Diego,170,148,531,529,523,87,58.78
37683380107052,S,San Diego Business/Leadership,San Diego Unified,San Diego,184,103,406,410,402,11,10.68
37683380107060,S,San Diego MVP Arts,San Diego Unified,San Diego,103,34,401,393,405,4,11.76
37683380107078,S,Kearny Digital Media & Design,San Diego Unified,San Diego,83,45,490,452,482,16,35.56
37683380107086,S,Kearny SCT,San Diego Unified,San Diego,89,54,464,493,452,20,37.04
37683380107094,S,Kearny International Business,San Diego Unified,San Diego,105,54,455,471,450,15,27.78
37683380107102,S,"Kearny Eng, Innov & Design",San Diego Unified,San Diego,59,34,436,438,426,5,14.71
37683380107177,S,Crawford High,San Diego Unified,San Diego,246,105,380,411,380,11,10.48
37683380107219,S,San Diego Science and Technology,San Diego Unified,San Diego,99,56,432,428,423,10,17.86
37683380107482,S,San Diego Metro Career and Tech,San Diego Unified,San Diego,20,15,480,462,489,8,53.33
37683380108787,S,High Tech High Media Arts,San Diego Unified,San Diego,95,88,485,480,457,35,39.77
37683380114025,S,Lincoln High,San Diego Unified,San Diego,383,170,386,411,389,10,5.88
37683380114462,S,Health Sciences High,San Diego Unified,San Diego,130,105,447,437,422,21,20.00
37683380114520,S,Arroyo Paseo Charter High,San Diego Unified,San Diego,46,10,,,,,
37683380118315,S,San Diego Early/Middle College,San Diego Unified,San Diego,27,22,529,517,483,11,50.00
37683380118851,S,King-Chavez Community High,San Diego Unified,San Diego,153,90,375,382,369,2,2.22
37683380119610,S,Gompers Preparatory Academy,San Diego Unified,San Diego,100,96,367,357,363,4,4.17
37683380120410,S,iHigh Virtual Academy,San Diego Unified,San Diego,20,9,,,,,
37683380122788,S,Coleman Tech Charter High,San Diego Unified,San Diego,43,20,503,492,453,9,45.00
37683380126938,S,Home & Hosp/Transition Support,San Diego Unified,San Diego,12,0,NA,NA,NA,NA,NA
37683380128744,S,Laurel Preparatory Academy,San Diego Unified,San Diego,67,2,,,,,
37683383730116,S,John Muir,San Diego Unified,San Diego,11,7,,,,,
37683383730173,S,Serra High,San Diego Unified,San Diego,420,312,457,480,452,114,36.54
37683383730181,S,Mira Mesa High,San Diego Unified,San Diego,627,370,499,525,480,184,49.73
37683383730231,S,Twain High,San Diego Unified,San Diego,151,1,,,,,
37683383730314,S,University City High,San Diego Unified,San Diego,439,337,516,525,501,179,53.12
37683383730371,S,San Diego SCPA,San Diego Unified,San Diego,183,128,494,474,484,51,39.84
37683383730751,S,Mt. Everest Academy,San Diego Unified,San Diego,29,15,533,531,521,9,60.00
37683383730884,S,Scripps Ranch High,San Diego Unified,San Diego,540,431,565,594,564,327,75.87
37683383730959,S,Charter School of San Diego,San Diego Unified,San Diego,1072,30,498,443,479,13,43.33
37683383731189,S,Preuss School UCSD,San Diego Unified,San Diego,104,107,512,539,520,68,63.55
37683383731213,S,Clairemont High,San Diego Unified,San Diego,255,107,486,485,473,48,44.86
37683383731247,S,High Tech High,San Diego Unified,San Diego,139,122,505,503,477,55,45.08
37683383731395,S,Audeo Charter,San Diego Unified,San Diego,330,12,499,451,483,4,33.33
37683383732781,S,Henry High,San Diego Unified,San Diego,538,356,520,533,495,204,57.30
37683383732997,S,Hoover High,San Diego Unified,San Diego,440,215,408,427,411,27,12.56
37683383733508,S,La Jolla High,San Diego Unified,San Diego,361,256,567,591,554,191,74.61
37683383733698,S,Madison High,San Diego Unified,San Diego,246,146,450,455,443,42,28.77
37683383734431,S,Mission Bay High,San Diego Unified,San Diego,265,128,437,446,430,28,21.88
37683383734654,S,Morse High,San Diego Unified,San Diego,379,188,456,487,455,70,37.23
37683383735750,S,Point Loma High,San Diego Unified,San Diego,459,311,523,521,506,175,56.27
37683460000000,D,,San Dieguito Union High,San Diego,2124,1422,586,609,586,1178,82.84
37683460106328,S,Canyon Crest Academy,San Dieguito Union High,San Diego,437,328,611,626,611,299,91.16
37683463730033,S,Torrey Pines High,San Dieguito Union High,San Diego,719,492,612,639,617,432,87.80
37683463730769,S,North Coast Alternative High,San Dieguito Union High,San Diego,7,1,,,,,
37683463731007,S,La Costa Canyon High,San Dieguito Union High,San Diego,537,357,542,574,542,264,73.95
37683463737384,S,Sunset High (Continuation),San Dieguito Union High,San Diego,72,4,,,,,
37683463737418,S,San Dieguito High Academy,San Dieguito Union High,San Diego,341,240,562,580,553,179,74.58
